College Code,Category,Autonomous Status,Co.Ed Status,District,College Name,COURSE,TOTAL,OC,BC,BCM,MBC,SC,SCA,ST
1226,NM,Non Autonomous,Co.Ed,KANCHEEPURAM,P T Lee Chengalvaraya Naicker College of Engineering and Technology  Oovery  Veliyur Post  Kancheepuram District 631 502,IT,49,15.19,12.985,1.715,9.8,7.35,1.47,0.49
1226,NM,Non Autonomous,Co.Ed,KANCHEEPURAM,P T Lee Chengalvaraya Naicker College of Engineering and Technology  Oovery  Veliyur Post  Kancheepuram District 631 502,ME,59,18.29,15.635,2.065,11.8,8.85,1.77,0.59
1226 Total,,,,,,,333,103.23,88.245,11.655,66.6,49.95,9.99,3.33
1228,NM,Non Autonomous,Co.Ed,CHENNAI,Alpha College of Engineering  No.34  Udayavar Koil Street  Poonamallee  Thirumazhisai  Chennai - 600124,AD,38,11.78,10.07,1.33,7.6,5.7,1.14,0.38
1228,NM,Non Autonomous,Co.Ed,CHENNAI,Alpha College of Engineering  No.34  Udayavar Koil Street  Poonamallee  Thirumazhisai  Chennai - 600124,BM,38,11.78,10.07,1.33,7.6,5.7,1.14,0.38
1228,NM,Non Autonomous,Co.Ed,CHENNAI,Alpha College of Engineering  No.34  Udayavar Koil Street  Poonamallee  Thirumazhisai  Chennai - 600124,CS,38,11.78,10.07,1.33,7.6,5.7,1.14,0.38
1228,NM,Non Autonomous,Co.Ed,CHENNAI,Alpha College of Engineering  No.34  Udayavar Koil Street  Poonamallee  Thirumazhisai  Chennai - 600124,EC,19,5.89,5.035,0.665,3.8,2.85,0.57,0.19
1228,NM,Non Autonomous,Co.Ed,CHENNAI,Alpha College of Engineering  No.34  Udayavar Koil Street  Poonamallee  Thirumazhisai  Chennai - 600124,IT,38,11.78,10.07,1.33,7.6,5.7,1.14,0.38
1228,NM,Non Autonomous,Co.Ed,CHENNAI,Alpha College of Engineering  No.34  Udayavar Koil Street  Poonamallee  Thirumazhisai  Chennai - 600124,ME,20,6.2,5.3,0.7,4,3,0.6,0.2
1228 Total,,,,,,,191,59.21,50.615,6.685,38.2,28.65,5.73,1.91
1229,NM,Non Autonomous,Co.Ed,THIRUVALLUR,Indira Institute of Engineering and Technology  VGR Gardens  Pandur  Thiruvallur District 631203,AD,49,15.19,12.985,1.715,9.8,7.35,1.47,0.49
1229,NM,Non Autonomous,Co.Ed,THIRUVALLUR,Indira Institute of Engineering and Technology  VGR Gardens  Pandur  Thiruvallur District 631203,CE,25,7.75,6.625,0.875,5,3.75,0.75,0.25
1229,NM,Non Autonomous,Co.Ed,THIRUVALLUR,Indira Institute of Engineering and Technology  VGR Gardens  Pandur  Thiruvallur District 631203,CS,49,15.19,12.985,1.715,9.8,7.35,1.47,0.49
1229,NM,Non Autonomous,Co.Ed,THIRUVALLUR,Indira Institute of Engineering and Technology  VGR Gardens  Pandur  Thiruvallur District 631203,EC,49,15.19,12.985,1.715,9.8,7.35,1.47,0.49
1229,NM,Non Autonomous,Co.Ed,THIRUVALLUR,Indira Institute of Engineering and Technology  VGR Gardens  Pandur  Thiruvallur District 631203,EE,49,15.19,12.985,1.715,9.8,7.35,1.47,0.49
1229,NM,Non Autonomous,Co.Ed,THIRUVALLUR,Indira Institute of Engineering and Technology  VGR Gardens  Pandur  Thiruvallur District 631203,ME,49,15.19,12.985,1.715,9.8,7.35,1.47,0.49
1229 Total,,,,,,,270,83.7,71.55,9.45,54,40.5,8.1,2.7
1230,NM,Non Autonomous,Co.Ed,KANCHEEPURAM,Apollo Engineering College  Mevaloorkuppam  Valarpuram Post  Sriperumpudur  Kancheepuram District 602105,AD,39,12.09,10.335,1.365,7.8,5.85,1.17,0.39
1230,NM,Non Autonomous,Co.Ed,KANCHEEPURAM,Apollo Engineering College  Mevaloorkuppam  Valarpuram Post  Sriperumpudur  Kancheepuram District 602105,AE,39,12.09,10.335,1.365,7.8,5.85,1.17,0.39
1230,NM,Non Autonomous,Co.Ed,KANCHEEPURAM,Apollo Engineering College  Mevaloorkuppam  Valarpuram Post  Sriperumpudur  Kancheepuram District 602105,CB,38,11.78,10.07,1.33,7.6,5.7,1.14,0.38
1230,NM,Non Autonomous,Co.Ed,KANCHEEPURAM,Apollo Engineering College  Mevaloorkuppam  Valarpuram Post  Sriperumpudur  Kancheepuram District 602105,CS,38,11.78,10.07,1.33,7.6,5.7,1.14,0.38
1230,NM,Non Autonomous,Co.Ed,KANCHEEPURAM,Apollo Engineering College  Mevaloorkuppam  Valarpuram Post  Sriperumpudur  Kancheepuram District 602105,EC,38,11.78,10.07,1.33,7.6,5.7,1.14,0.38
1230,NM,Non Autonomous,Co.Ed,KANCHEEPURAM,Apollo Engineering College  Mevaloorkuppam  Valarpuram Post  Sriperumpudur  Kancheepuram District 602105,EE,19,5.89,5.035,0.665,3.8,2.85,0.57,0.19
1230,NM,Non Autonomous,Co.Ed,KANCHEEPURAM,Apollo Engineering College  Mevaloorkuppam  Valarpuram Post  Sriperumpudur  Kancheepuram District 602105,ME,38,11.78,10.07,1.33,7.6,5.7,1.14,0.38
1230,NM,Non Autonomous,Co.Ed,KANCHEEPURAM,Apollo Engineering College  Mevaloorkuppam  Valarpuram Post  Sriperumpudur  Kancheepuram District 602105,SC,19,5.89,5.035,0.665,3.8,2.85,0.57,0.19
1230 Total,,,,,,,268,83.08,71.02,9.38,53.6,40.2,8.04,2.68
1232,NM,Non Autonomous,Co.Ed,CHENGALPET,A R M College of Engineering and Technology  Sattamangalam  Maraimalainagar  Chengalpattu District 603209,AD,38,11.78,10.07,1.33,7.6,5.7,1.14,0.38
1232,NM,Non Autonomous,Co.Ed,CHENGALPET,A R M College of Engineering and Technology  Sattamangalam  Maraimalainagar  Chengalpattu District 603209,CE,20,6.2,5.3,0.7,4,3,0.6,0.2
1232,NM,Non Autonomous,Co.Ed,CHENGALPET,A R M College of Engineering and Technology  Sattamangalam  Maraimalainagar  Chengalpattu District 603209,CS,38,11.78,10.07,1.33,7.6,5.7,1.14,0.38
1232,NM,Non Autonomous,Co.Ed,CHENGALPET,A R M College of Engineering and Technology  Sattamangalam  Maraimalainagar  Chengalpattu District 603209,EC,38,11.78,10.07,1.33,7.6,5.7,1.14,0.38
1232,NM,Non Autonomous,Co.Ed,CHENGALPET,A R M College of Engineering and Technology  Sattamangalam  Maraimalainagar  Chengalpattu District 603209,EE,19,5.89,5.035,0.665,3.8,2.85,0.57,0.19
1232,NM,Non Autonomous,Co.Ed,CHENGALPET,A R M College of Engineering and Technology  Sattamangalam  Maraimalainagar  Chengalpattu District 603209,IT,39,12.09,10.335,1.365,7.8,5.85,1.17,0.39
1232,NM,Non Autonomous,Co.Ed,CHENGALPET,A R M College of Engineering and Technology  Sattamangalam  Maraimalainagar  Chengalpattu District 603209,ME,38,11.78,10.07,1.33,7.6,5.7,1.14,0.38
1232,NM,Non Autonomous,Co.Ed,CHENGALPET,A R M College of Engineering and Technology  Sattamangalam  Maraimalainagar  Chengalpattu District 603209,SC,38,11.78,10.07,1.33,7.6,5.7,1.14,0.38
1232 Total,,,,,,,268,83.08,71.02,9.38,53.6,40.2,8.04,2.68
1233,NM,Non Autonomous,Co.Ed,KANCHEEPURAM,Adhi College of Engineering and Technology  Pazhayaseevaram  Madura Sankarapuram Village  Kancheepuram District 631605,AD,44,13.64,11.66,1.54,8.8,6.6,1.32,0.44
1233,NM,Non Autonomous,Co.Ed,KANCHEEPURAM,Adhi College of Engineering and Technology  Pazhayaseevaram  Madura Sankarapuram Village  Kancheepuram District 631605,CS,49,15.19,12.985,1.715,9.8,7.35,1.47,0.49
1233,NM,Non Autonomous,Co.Ed,KANCHEEPURAM,Adhi College of Engineering and Technology  Pazhayaseevaram  Madura Sankarapuram Village  Kancheepuram District 631605,EC,59,18.29,15.635,2.065,11.8,8.85,1.77,0.59
1233,NM,Non Autonomous,Co.Ed,KANCHEEPURAM,Adhi College of Engineering and Technology  Pazhayaseevaram  Madura Sankarapuram Village  Kancheepuram District 631605,EE,59,18.29,15.635,2.065,11.8,8.85,1.77,0.59
1233,NM,Non Autonomous,Co.Ed,KANCHEEPURAM,Adhi College of Engineering and Technology  Pazhayaseevaram  Madura Sankarapuram Village  Kancheepuram District 631605,IT,44,13.64,11.66,1.54,8.8,6.6,1.32,0.44
1233,NM,Non Autonomous,Co.Ed,KANCHEEPURAM,Adhi College of Engineering and Technology  Pazhayaseevaram  Madura Sankarapuram Village  Kancheepuram District 631605,ME,59,18.29,15.635,2.065,11.8,8.85,1.77,0.59
1233 Total,,,,,,,314,97.34,83.21,10.99,62.8,47.1,9.42,3.14
1235,NM,Non Autonomous,Co.Ed,KANCHEEPURAM,Jei Mathaajee College of Engineering  Vishaandikuppam Karappettai (via)  Siruvakkam  Kancheepuram District 631 552,CE,53,16.43,14.045,1.855,10.6,7.95,1.59,0.53
1235,NM,Non Autonomous,Co.Ed,KANCHEEPURAM,Jei Mathaajee College of Engineering  Vishaandikuppam Karappettai (via)  Siruvakkam  Kancheepuram District 631 552,CS,55,17.05,14.575,1.925,11,8.25,1.65,0.55
1235,NM,Non Autonomous,Co.Ed,KANCHEEPURAM,Jei Mathaajee College of Engineering  Vishaandikuppam Karappettai (via)  Siruvakkam  Kancheepuram District 631 552,EC,29,8.99,7.685,1.015,5.8,4.35,0.87,0.29
1235,NM,Non Autonomous,Co.Ed,KANCHEEPURAM,Jei Mathaajee College of Engineering  Vishaandikuppam Karappettai (via)  Siruvakkam  Kancheepuram District 631 552,EE,54,16.74,14.31,1.89,10.8,8.1,1.62,0.54
1235,NM,Non Autonomous,Co.Ed,KANCHEEPURAM,Jei Mathaajee College of Engineering  Vishaandikuppam Karappettai (via)  Siruvakkam  Kancheepuram District 631 552,IT,15,4.65,3.975,0.525,3,2.25,0.45,0.15
1235,NM,Non Autonomous,Co.Ed,KANCHEEPURAM,Jei Mathaajee College of Engineering  Vishaandikuppam Karappettai (via)  Siruvakkam  Kancheepuram District 631 552,ME,29,8.99,7.685,1.015,5.8,4.35,0.87,0.29
1235 Total,,,,,,,235,72.85,62.275,8.225,47,35.25,7.05,2.35
1237,NM,Non Autonomous,Co.Ed,THIRUVALLUR,Velammal Institute of Technology  Chennai-Kolkatta Highway  Panchetti Village  Ponneri Taluk  Thiruvallur District 601204,AD,76,23.56,20.14,2.66,15.2,11.4,2.28,0.76
1237,NM,Non Autonomous,Co.Ed,THIRUVALLUR,Velammal Institute of Technology  Chennai-Kolkatta Highway  Panchetti Village  Ponneri Taluk  Thiruvallur District 601204,CS,153,47.43,40.545,5.355,30.6,22.95,4.59,1.53
1237,NM,Non Autonomous,Co.Ed,THIRUVALLUR,Velammal Institute of Technology  Chennai-Kolkatta Highway  Panchetti Village  Ponneri Taluk  Thiruvallur District 601204,EC,76,23.56,20.14,2.66,15.2,11.4,2.28,0.76
1237,NM,Non Autonomous,Co.Ed,THIRUVALLUR,Velammal Institute of Technology  Chennai-Kolkatta Highway  Panchetti Village  Ponneri Taluk  Thiruvallur District 601204,EE,19,5.89,5.035,0.665,3.8,2.85,0.57,0.19
1237,NM,Non Autonomous,Co.Ed,THIRUVALLUR,Velammal Institute of Technology  Chennai-Kolkatta Highway  Panchetti Village  Ponneri Taluk  Thiruvallur District 601204,IT,58,17.98,15.37,2.03,11.6,8.7,1.74,0.58
1237,NM,Non Autonomous,Co.Ed,THIRUVALLUR,Velammal Institute of Technology  Chennai-Kolkatta Highway  Panchetti Village  Ponneri Taluk  Thiruvallur District 601204,ME,25,7.75,6.625,0.875,5,3.75,0.75,0.25
1237,NM,Non Autonomous,Co.Ed,THIRUVALLUR,Velammal Institute of Technology  Chennai-Kolkatta Highway  Panchetti Village  Ponneri Taluk  Thiruvallur District 601204,MZ,24,7.44,6.36,0.84,4.8,3.6,0.72,0.24
1237 Total,,,,,,,431,133.61,114.215,15.085,86.2,64.65,12.93,4.31
1238,NM,Non Autonomous,Co.Ed,THIRUVALLUR,G R T Institute of Engineering and Technology  GRT Mahalakshmi Nagar  Chennai-Tirupathi Highway  Tiruttani Taluk  Thiruvallur District 631209,AD,38,11.78,10.07,1.33,7.6,5.7,1.14,0.38
1238,NM,Non Autonomous,Co.Ed,THIRUVALLUR,G R T Institute of Engineering and Technology  GRT Mahalakshmi Nagar  Chennai-Tirupathi Highway  Tiruttani Taluk  Thiruvallur District 631209,BM,38,11.78,10.07,1.33,7.6,5.7,1.14,0.38
1238,NM,Non Autonomous,Co.Ed,THIRUVALLUR,G R T Institute of Engineering and Technology  GRT Mahalakshmi Nagar  Chennai-Tirupathi Highway  Tiruttani Taluk  Thiruvallur District 631209,CS,76,23.56,20.14,2.66,15.2,11.4,2.28,0.76
1238,NM,Non Autonomous,Co.Ed,THIRUVALLUR,G R T Institute of Engineering and Technology  GRT Mahalakshmi Nagar  Chennai-Tirupathi Highway  Tiruttani Taluk  Thiruvallur District 631209,EC,38,11.78,10.07,1.33,7.6,5.7,1.14,0.38
1238,NM,Non Autonomous,Co.Ed,THIRUVALLUR,G R T Institute of Engineering and Technology  GRT Mahalakshmi Nagar  Chennai-Tirupathi Highway  Tiruttani Taluk  Thiruvallur District 631209,EE,20,6.2,5.3,0.7,4,3,0.6,0.2
1238,NM,Non Autonomous,Co.Ed,THIRUVALLUR,G R T Institute of Engineering and Technology  GRT Mahalakshmi Nagar  Chennai-Tirupathi Highway  Tiruttani Taluk  Thiruvallur District 631209,ME,19,5.89,5.035,0.665,3.8,2.85,0.57,0.19
1238 Total,,,,,,,229,70.99,60.685,8.015,45.8,34.35,6.87,2.29
1241,NM,Non Autonomous,Co.Ed,THIRUVALLUR,T J S Engineering College  Peruvoyal  Near Kavaraipettai  Gummidipoondi Taluk  Thiruvallur District 601206,AD,39,12.09,10.335,1.365,7.8,5.85,1.17,0.39
1241,NM,Non Autonomous,Co.Ed,THIRUVALLUR,T J S Engineering College  Peruvoyal  Near Kavaraipettai  Gummidipoondi Taluk  Thiruvallur District 601206,CS,57,17.67,15.105,1.995,11.4,8.55,1.71,0.57
1241,NM,Non Autonomous,Co.Ed,THIRUVALLUR,T J S Engineering College  Peruvoyal  Near Kavaraipettai  Gummidipoondi Taluk  Thiruvallur District 601206,EC,48,14.88,12.72,1.68,9.6,7.2,1.44,0.48
1241,NM,Non Autonomous,Co.Ed,THIRUVALLUR,T J S Engineering College  Peruvoyal  Near Kavaraipettai  Gummidipoondi Taluk  Thiruvallur District 601206,EE,24,7.44,6.36,0.84,4.8,3.6,0.72,0.24
1241,NM,Non Autonomous,Co.Ed,THIRUVALLUR,T J S Engineering College  Peruvoyal  Near Kavaraipettai  Gummidipoondi Taluk  Thiruvallur District 601206,ME,38,11.78,10.07,1.33,7.6,5.7,1.14,0.38
1241 Total,,,,,,,206,63.86,54.59,7.21,41.2,30.9,6.18,2.06
1243,NM,Non Autonomous,Co.Ed,KANCHEEPURAM,Madha Institute of Engineering and Technology  Erandamkattalai Village  Sadhananthapuram  Thandalam Post  Chennai  602101,AD,30,9.3,7.95,1.05,6,4.5,0.9,0.3
1243,NM,Non Autonomous,Co.Ed,KANCHEEPURAM,Madha Institute of Engineering and Technology  Erandamkattalai Village  Sadhananthapuram  Thandalam Post  Chennai  602101,CE,29,8.99,7.685,1.015,5.8,4.35,0.87,0.29
1243,NM,Non Autonomous,Co.Ed,KANCHEEPURAM,Madha Institute of Engineering and Technology  Erandamkattalai Village  Sadhananthapuram  Thandalam Post  Chennai  602101,CS,30,9.3,7.95,1.05,6,4.5,0.9,0.3
1243,NM,Non Autonomous,Co.Ed,KANCHEEPURAM,Madha Institute of Engineering and Technology  Erandamkattalai Village  Sadhananthapuram  Thandalam Post  Chennai  602101,EC,30,9.3,7.95,1.05,6,4.5,0.9,0.3
1243,NM,Non Autonomous,Co.Ed,KANCHEEPURAM,Madha Institute of Engineering and Technology  Erandamkattalai Village  Sadhananthapuram  Thandalam Post  Chennai  602101,EE,29,8.99,7.685,1.015,5.8,4.35,0.87,0.29
1243,NM,Non Autonomous,Co.Ed,KANCHEEPURAM,Madha Institute of Engineering and Technology  Erandamkattalai Village  Sadhananthapuram  Thandalam Post  Chennai  602101,IT,29,8.99,7.685,1.015,5.8,4.35,0.87,0.29
1243,NM,Non Autonomous,Co.Ed,KANCHEEPURAM,Madha Institute of Engineering and Technology  Erandamkattalai Village  Sadhananthapuram  Thandalam Post  Chennai  602101,ME,29,8.99,7.685,1.015,5.8,4.35,0.87,0.29
1243,NM,Non Autonomous,Co.Ed,KANCHEEPURAM,Madha Institute of Engineering and Technology  Erandamkattalai Village  Sadhananthapuram  Thandalam Post  Chennai  602101,SC,29,8.99,7.685,1.015,5.8,4.35,0.87,0.29
1243 Total,,,,,,,235,72.85,62.275,8.225,47,35.25,7.05,2.35
1301,MIN,Non Autonomous,Co.Ed,CHENGALPET,Mohammed Sathak A J College of Engineering  Old Mahabalipuram Road (OMR)  Egattur  Chengalpattu District 603103,AD,15,4.65,3.975,0.525,3,2.25,0.45,0.15
1301,MIN,Non Autonomous,Co.Ed,CHENGALPET,Mohammed Sathak A J College of Engineering  Old Mahabalipuram Road (OMR)  Egattur  Chengalpattu District 603103,CB,15,4.65,3.975,0.525,3,2.25,0.45,0.15
1301,MIN,Non Autonomous,Co.Ed,CHENGALPET,Mohammed Sathak A J College of Engineering  Old Mahabalipuram Road (OMR)  Egattur  Chengalpattu District 603103,CE,15,4.65,3.975,0.525,3,2.25,0.45,0.15
1301,MIN,Non Autonomous,Co.Ed,CHENGALPET,Mohammed Sathak A J College of Engineering  Old Mahabalipuram Road (OMR)  Egattur  Chengalpattu District 603103,CS,29,8.99,7.685,1.015,5.8,4.35,0.87,0.29
1301,MIN,Non Autonomous,Co.Ed,CHENGALPET,Mohammed Sathak A J College of Engineering  Old Mahabalipuram Road (OMR)  Egattur  Chengalpattu District 603103,EC,29,8.99,7.685,1.015,5.8,4.35,0.87,0.29
1301,MIN,Non Autonomous,Co.Ed,CHENGALPET,Mohammed Sathak A J College of Engineering  Old Mahabalipuram Road (OMR)  Egattur  Chengalpattu District 603103,EE,15,4.65,3.975,0.525,3,2.25,0.45,0.15
1301,MIN,Non Autonomous,Co.Ed,CHENGALPET,Mohammed Sathak A J College of Engineering  Old Mahabalipuram Road (OMR)  Egattur  Chengalpattu District 603103,IT,29,8.99,7.685,1.015,5.8,4.35,0.87,0.29
1301,MIN,Non Autonomous,Co.Ed,CHENGALPET,Mohammed Sathak A J College of Engineering  Old Mahabalipuram Road (OMR)  Egattur  Chengalpattu District 603103,ME,14,4.34,3.71,0.49,2.8,2.1,0.42,0.14
1301,MIN,Non Autonomous,Co.Ed,CHENGALPET,Mohammed Sathak A J College of Engineering  Old Mahabalipuram Road (OMR)  Egattur  Chengalpattu District 603103,SC,15,4.65,3.975,0.525,3,2.25,0.45,0.15
1301 Total,,,,,,,176,54.56,46.64,6.16,35.2,26.4,5.28,1.76
1303,NM,Non Autonomous,Co.Ed,CHENGALPET,Anand Institute of Higher Technology  Old Mahabalipuram Road (OMR)  Kazhipattur  Chengalpattu District  603103,AD,88,27.28,23.32,3.08,17.6,13.2,2.64,0.88
1303,NM,Non Autonomous,Co.Ed,CHENGALPET,Anand Institute of Higher Technology  Old Mahabalipuram Road (OMR)  Kazhipattur  Chengalpattu District  603103,AG,38,11.78,10.07,1.33,7.6,5.7,1.14,0.38
1303,NM,Non Autonomous,Co.Ed,CHENGALPET,Anand Institute of Higher Technology  Old Mahabalipuram Road (OMR)  Kazhipattur  Chengalpattu District  603103,BT,47,14.57,12.455,1.645,9.4,7.05,1.41,0.47
1303,NM,Non Autonomous,Co.Ed,CHENGALPET,Anand Institute of Higher Technology  Old Mahabalipuram Road (OMR)  Kazhipattur  Chengalpattu District  603103,CB,44,13.64,11.66,1.54,8.8,6.6,1.32,0.44
1303,NM,Non Autonomous,Co.Ed,CHENGALPET,Anand Institute of Higher Technology  Old Mahabalipuram Road (OMR)  Kazhipattur  Chengalpattu District  603103,CS,83,25.73,21.995,2.905,16.6,12.45,2.49,0.83
1303,NM,Non Autonomous,Co.Ed,CHENGALPET,Anand Institute of Higher Technology  Old Mahabalipuram Road (OMR)  Kazhipattur  Chengalpattu District  603103,EC,47,14.57,12.455,1.645,9.4,7.05,1.41,0.47
1303,NM,Non Autonomous,Co.Ed,CHENGALPET,Anand Institute of Higher Technology  Old Mahabalipuram Road (OMR)  Kazhipattur  Chengalpattu District  603103,EE,24,7.44,6.36,0.84,4.8,3.6,0.72,0.24
1303,NM,Non Autonomous,Co.Ed,CHENGALPET,Anand Institute of Higher Technology  Old Mahabalipuram Road (OMR)  Kazhipattur  Chengalpattu District  603103,IT,41,12.71,10.865,1.435,8.2,6.15,1.23,0.41
1303,NM,Non Autonomous,Co.Ed,CHENGALPET,Anand Institute of Higher Technology  Old Mahabalipuram Road (OMR)  Kazhipattur  Chengalpattu District  603103,ME,38,11.78,10.07,1.33,7.6,5.7,1.14,0.38
1303 Total,,,,,,,450,139.5,119.25,15.75,90,67.5,13.5,4.5
1304,MIN,Autonomous,Co.Ed,THIRUVALLUR,Easwari Engineering College (Autonomous)  Ramapuram  Chennai 600089,AD,30,9.3,7.95,1.05,6,4.5,0.9,0.3
1304,MIN,Autonomous,Co.Ed,THIRUVALLUR,Easwari Engineering College (Autonomous)  Ramapuram  Chennai 600089,AM,30,9.3,7.95,1.05,6,4.5,0.9,0.3
1304,MIN,Autonomous,Co.Ed,THIRUVALLUR,Easwari Engineering College (Autonomous)  Ramapuram  Chennai 600089,AU,30,9.3,7.95,1.05,6,4.5,0.9,0.3
1304,MIN,Autonomous,Co.Ed,THIRUVALLUR,Easwari Engineering College (Autonomous)  Ramapuram  Chennai 600089,BM,29,8.99,7.685,1.015,5.8,4.35,0.87,0.29
1304,MIN,Autonomous,Co.Ed,THIRUVALLUR,Easwari Engineering College (Autonomous)  Ramapuram  Chennai 600089,CE,29,8.99,7.685,1.015,5.8,4.35,0.87,0.29
1304,MIN,Autonomous,Co.Ed,THIRUVALLUR,Easwari Engineering College (Autonomous)  Ramapuram  Chennai 600089,CS,88,27.28,23.32,3.08,17.6,13.2,2.64,0.88
1304,MIN,Autonomous,Co.Ed,THIRUVALLUR,Easwari Engineering College (Autonomous)  Ramapuram  Chennai 600089,EC,88,27.28,23.32,3.08,17.6,13.2,2.64,0.88
1304,MIN,Autonomous,Co.Ed,THIRUVALLUR,Easwari Engineering College (Autonomous)  Ramapuram  Chennai 600089,EE,30,9.3,7.95,1.05,6,4.5,0.9,0.3
1304,MIN,Autonomous,Co.Ed,THIRUVALLUR,Easwari Engineering College (Autonomous)  Ramapuram  Chennai 600089,IT,88,27.28,23.32,3.08,17.6,13.2,2.64,0.88
1304,MIN,Autonomous,Co.Ed,THIRUVALLUR,Easwari Engineering College (Autonomous)  Ramapuram  Chennai 600089,ME,59,18.29,15.635,2.065,11.8,8.85,1.77,0.59
1304,MIN,Autonomous,Co.Ed,THIRUVALLUR,Easwari Engineering College (Autonomous)  Ramapuram  Chennai 600089,RM,29,8.99,7.685,1.015,5.8,4.35,0.87,0.29
1304,MIN,Autonomous,Co.Ed,THIRUVALLUR,Easwari Engineering College (Autonomous)  Ramapuram  Chennai 600089,SC,29,8.99,7.685,1.015,5.8,4.35,0.87,0.29
1304 Total,,,,,,,559,173.29,148.135,19.565,111.8,83.85,16.77,5.59
1306,MIN,Non Autonomous,Co.Ed,CHENGALPET,Jeppiaar Engineering College  Old Mahabalipuram Road (OMR)  Chennai 600119,AD,29,8.99,7.685,1.015,5.8,4.35,0.87,0.29
1306,MIN,Non Autonomous,Co.Ed,CHENGALPET,Jeppiaar Engineering College  Old Mahabalipuram Road (OMR)  Chennai 600119,BT,15,4.65,3.975,0.525,3,2.25,0.45,0.15
1306,MIN,Non Autonomous,Co.Ed,CHENGALPET,Jeppiaar Engineering College  Old Mahabalipuram Road (OMR)  Chennai 600119,CS,73,22.63,19.345,2.555,14.6,10.95,2.19,0.73
1306,MIN,Non Autonomous,Co.Ed,CHENGALPET,Jeppiaar Engineering College  Old Mahabalipuram Road (OMR)  Chennai 600119,EC,69,21.39,18.285,2.415,13.8,10.35,2.07,0.69
1306,MIN,Non Autonomous,Co.Ed,CHENGALPET,Jeppiaar Engineering College  Old Mahabalipuram Road (OMR)  Chennai 600119,IT,59,18.29,15.635,2.065,11.8,8.85,1.77,0.59
1306,MIN,Non Autonomous,Co.Ed,CHENGALPET,Jeppiaar Engineering College  Old Mahabalipuram Road (OMR)  Chennai 600119,ME,44,13.64,11.66,1.54,8.8,6.6,1.32,0.44
1306 Total,,,,,,,289,89.59,76.585,10.115,57.8,43.35,8.67,2.89
1307,NM,Autonomous,Co.Ed,CHENGALPET,Jerusalem College of Engineering (Autonomous)  Narayanapuram  Pallikaranai  Chennai 600 100,AD,38,11.78,10.07,1.33,7.6,5.7,1.14,0.38
1307,NM,Autonomous,Co.Ed,CHENGALPET,Jerusalem College of Engineering (Autonomous)  Narayanapuram  Pallikaranai  Chennai 600 100,AM,38,11.78,10.07,1.33,7.6,5.7,1.14,0.38
1307,NM,Autonomous,Co.Ed,CHENGALPET,Jerusalem College of Engineering (Autonomous)  Narayanapuram  Pallikaranai  Chennai 600 100,BM,34,10.54,9.01,1.19,6.8,5.1,1.02,0.34
1307,NM,Autonomous,Co.Ed,CHENGALPET,Jerusalem College of Engineering (Autonomous)  Narayanapuram  Pallikaranai  Chennai 600 100,CB,19,5.89,5.035,0.665,3.8,2.85,0.57,0.19
1307,NM,Autonomous,Co.Ed,CHENGALPET,Jerusalem College of Engineering (Autonomous)  Narayanapuram  Pallikaranai  Chennai 600 100,CS,69,21.39,18.285,2.415,13.8,10.35,2.07,0.69
1307,NM,Autonomous,Co.Ed,CHENGALPET,Jerusalem College of Engineering (Autonomous)  Narayanapuram  Pallikaranai  Chennai 600 100,EC,38,11.78,10.07,1.33,7.6,5.7,1.14,0.38
1307,NM,Autonomous,Co.Ed,CHENGALPET,Jerusalem College of Engineering (Autonomous)  Narayanapuram  Pallikaranai  Chennai 600 100,EE,20,6.2,5.3,0.7,4,3,0.6,0.2
1307,NM,Autonomous,Co.Ed,CHENGALPET,Jerusalem College of Engineering (Autonomous)  Narayanapuram  Pallikaranai  Chennai 600 100,IT,34,10.54,9.01,1.19,6.8,5.1,1.02,0.34
1307,NM,Autonomous,Co.Ed,CHENGALPET,Jerusalem College of Engineering (Autonomous)  Narayanapuram  Pallikaranai  Chennai 600 100,SC,38,11.78,10.07,1.33,7.6,5.7,1.14,0.38
1307 Total,,,,,,,328,101.68,86.92,11.48,65.6,49.2,9.84,3.28
1309,NM,Non Autonomous,Co.Ed,CHENNAI,Meenakshi Sundararajan Engineering College  Kodambakkam  Chennai 600024,AD,38,11.78,10.07,1.33,7.6,5.7,1.14,0.38
1309,NM,Non Autonomous,Co.Ed,CHENNAI,Meenakshi Sundararajan Engineering College  Kodambakkam  Chennai 600024,CE,44,13.64,11.66,1.54,8.8,6.6,1.32,0.44
1309,NM,Non Autonomous,Co.Ed,CHENNAI,Meenakshi Sundararajan Engineering College  Kodambakkam  Chennai 600024,CS,38,11.78,10.07,1.33,7.6,5.7,1.14,0.38
1309,NM,Non Autonomous,Co.Ed,CHENNAI,Meenakshi Sundararajan Engineering College  Kodambakkam  Chennai 600024,EC,77,23.87,20.405,2.695,15.4,11.55,2.31,0.77
1309,NM,Non Autonomous,Co.Ed,CHENNAI,Meenakshi Sundararajan Engineering College  Kodambakkam  Chennai 600024,EE,38,11.78,10.07,1.33,7.6,5.7,1.14,0.38
1309,NM,Non Autonomous,Co.Ed,CHENNAI,Meenakshi Sundararajan Engineering College  Kodambakkam  Chennai 600024,IT,39,12.09,10.335,1.365,7.8,5.85,1.17,0.39
