College Code,Category,Autonomous Status,Co.Ed Status,District,College Name,COURSE,TOTAL,OC,BC,BCM,MBC,SC,SCA,ST
2722,NM,Autonomous,Co.Ed,COIMBATORE,Sri Krishna College of Technology (Autonomous)   Kovaipudur Post  Coimbatore District 641042,SC,39,12.09,10.335,1.365,7.8,5.85,1.17,0.39
2722 Total,,,,,,,746,231.26,197.69,26.11,149.2,111.9,22.38,7.46
2723,NM,Autonomous,Co.Ed,ERODE,Velalar College of Engineering and Technology (Autonomous)  Thindal Post  Erode District 638012,AD,39,12.09,10.335,1.365,7.8,5.85,1.17,0.39
2723,NM,Autonomous,Co.Ed,ERODE,Velalar College of Engineering and Technology (Autonomous)  Thindal Post  Erode District 638012,AM,38,11.78,10.07,1.33,7.6,5.7,1.14,0.38
2723,NM,Autonomous,Co.Ed,ERODE,Velalar College of Engineering and Technology (Autonomous)  Thindal Post  Erode District 638012,BM,77,23.87,20.405,2.695,15.4,11.55,2.31,0.77
2723,NM,Autonomous,Co.Ed,ERODE,Velalar College of Engineering and Technology (Autonomous)  Thindal Post  Erode District 638012,CE,19,5.89,5.035,0.665,3.8,2.85,0.57,0.19
2723,NM,Autonomous,Co.Ed,ERODE,Velalar College of Engineering and Technology (Autonomous)  Thindal Post  Erode District 638012,CS,76,23.56,20.14,2.66,15.2,11.4,2.28,0.76
2723,NM,Autonomous,Co.Ed,ERODE,Velalar College of Engineering and Technology (Autonomous)  Thindal Post  Erode District 638012,EC,115,35.65,30.475,4.025,23,17.25,3.45,1.15
2723,NM,Autonomous,Co.Ed,ERODE,Velalar College of Engineering and Technology (Autonomous)  Thindal Post  Erode District 638012,EE,38,11.78,10.07,1.33,7.6,5.7,1.14,0.38
2723,NM,Autonomous,Co.Ed,ERODE,Velalar College of Engineering and Technology (Autonomous)  Thindal Post  Erode District 638012,IT,76,23.56,20.14,2.66,15.2,11.4,2.28,0.76
2723,NM,Autonomous,Co.Ed,ERODE,Velalar College of Engineering and Technology (Autonomous)  Thindal Post  Erode District 638012,MD,38,11.78,10.07,1.33,7.6,5.7,1.14,0.38
2723,NM,Autonomous,Co.Ed,ERODE,Velalar College of Engineering and Technology (Autonomous)  Thindal Post  Erode District 638012,ME,38,11.78,10.07,1.33,7.6,5.7,1.14,0.38
2723 Total,,,,,,,554,171.74,146.81,19.39,110.8,83.1,16.62,5.54
2725,NM,Autonomous,Co.Ed,COIMBATORE,Sri Ramakrishna Institute of Technology (Autonomous)  Pachapalayam  Coimbatore District 641010,CS,115,35.65,30.475,4.025,23,17.25,3.45,1.15
2725,NM,Autonomous,Co.Ed,COIMBATORE,Sri Ramakrishna Institute of Technology (Autonomous)  Pachapalayam  Coimbatore District 641010,EC,38,11.78,10.07,1.33,7.6,5.7,1.14,0.38
2725,NM,Autonomous,Co.Ed,COIMBATORE,Sri Ramakrishna Institute of Technology (Autonomous)  Pachapalayam  Coimbatore District 641010,EE,19,5.89,5.035,0.665,3.8,2.85,0.57,0.19
2725,NM,Autonomous,Co.Ed,COIMBATORE,Sri Ramakrishna Institute of Technology (Autonomous)  Pachapalayam  Coimbatore District 641010,IT,38,11.78,10.07,1.33,7.6,5.7,1.14,0.38
2725,NM,Autonomous,Co.Ed,COIMBATORE,Sri Ramakrishna Institute of Technology (Autonomous)  Pachapalayam  Coimbatore District 641010,ME,24,7.44,6.36,0.84,4.8,3.6,0.72,0.24
2725 Total,,,,,,,234,72.54,62.01,8.19,46.8,35.1,7.02,2.34
2726,NM,Autonomous,Co.Ed,COIMBATORE,SNS College of Technology (Autonomous)  Kalappatti Post  Coimbatore District 641035,AG,38,11.78,10.07,1.33,7.6,5.7,1.14,0.38
2726,NM,Autonomous,Co.Ed,COIMBATORE,SNS College of Technology (Autonomous)  Kalappatti Post  Coimbatore District 641035,AL,76,23.56,20.14,2.66,15.2,11.4,2.28,0.76
2726,NM,Autonomous,Co.Ed,COIMBATORE,SNS College of Technology (Autonomous)  Kalappatti Post  Coimbatore District 641035,AO,19,5.89,5.035,0.665,3.8,2.85,0.57,0.19
2726,NM,Autonomous,Co.Ed,COIMBATORE,SNS College of Technology (Autonomous)  Kalappatti Post  Coimbatore District 641035,AU,19,5.89,5.035,0.665,3.8,2.85,0.57,0.19
2726,NM,Autonomous,Co.Ed,COIMBATORE,SNS College of Technology (Autonomous)  Kalappatti Post  Coimbatore District 641035,BM,38,11.78,10.07,1.33,7.6,5.7,1.14,0.38
2726,NM,Autonomous,Co.Ed,COIMBATORE,SNS College of Technology (Autonomous)  Kalappatti Post  Coimbatore District 641035,CE,38,11.78,10.07,1.33,7.6,5.7,1.14,0.38
2726,NM,Autonomous,Co.Ed,COIMBATORE,SNS College of Technology (Autonomous)  Kalappatti Post  Coimbatore District 641035,CS,115,35.65,30.475,4.025,23,17.25,3.45,1.15
2726,NM,Autonomous,Co.Ed,COIMBATORE,SNS College of Technology (Autonomous)  Kalappatti Post  Coimbatore District 641035,EC,96,29.76,25.44,3.36,19.2,14.4,2.88,0.96
2726,NM,Autonomous,Co.Ed,COIMBATORE,SNS College of Technology (Autonomous)  Kalappatti Post  Coimbatore District 641035,EE,38,11.78,10.07,1.33,7.6,5.7,1.14,0.38
2726,NM,Autonomous,Co.Ed,COIMBATORE,SNS College of Technology (Autonomous)  Kalappatti Post  Coimbatore District 641035,FD,39,12.09,10.335,1.365,7.8,5.85,1.17,0.39
2726,NM,Autonomous,Co.Ed,COIMBATORE,SNS College of Technology (Autonomous)  Kalappatti Post  Coimbatore District 641035,IT,38,11.78,10.07,1.33,7.6,5.7,1.14,0.38
2726,NM,Autonomous,Co.Ed,COIMBATORE,SNS College of Technology (Autonomous)  Kalappatti Post  Coimbatore District 641035,ME,58,17.98,15.37,2.03,11.6,8.7,1.74,0.58
2726,NM,Autonomous,Co.Ed,COIMBATORE,SNS College of Technology (Autonomous)  Kalappatti Post  Coimbatore District 641035,MZ,38,11.78,10.07,1.33,7.6,5.7,1.14,0.38
2726 Total,,,,,,,650,201.5,172.25,22.75,130,97.5,19.5,6.5
2727,NM,Autonomous,Co.Ed,COIMBATORE,Sri Shakthi Institute of Engineering and Technology (Autonomous)  L&T Bye-Pass  Venkitapuram Post  Comibatore District 641062,AD,141,43.71,37.365,4.935,28.2,21.15,4.23,1.41
2727,NM,Autonomous,Co.Ed,COIMBATORE,Sri Shakthi Institute of Engineering and Technology (Autonomous)  L&T Bye-Pass  Venkitapuram Post  Comibatore District 641062,AG,38,11.78,10.07,1.33,7.6,5.7,1.14,0.38
2727,NM,Autonomous,Co.Ed,COIMBATORE,Sri Shakthi Institute of Engineering and Technology (Autonomous)  L&T Bye-Pass  Venkitapuram Post  Comibatore District 641062,AL,118,36.58,31.27,4.13,23.6,17.7,3.54,1.18
2727,NM,Autonomous,Co.Ed,COIMBATORE,Sri Shakthi Institute of Engineering and Technology (Autonomous)  L&T Bye-Pass  Venkitapuram Post  Comibatore District 641062,BM,53,16.43,14.045,1.855,10.6,7.95,1.59,0.53
2727,NM,Autonomous,Co.Ed,COIMBATORE,Sri Shakthi Institute of Engineering and Technology (Autonomous)  L&T Bye-Pass  Venkitapuram Post  Comibatore District 641062,BT,38,11.78,10.07,1.33,7.6,5.7,1.14,0.38
2727,NM,Autonomous,Co.Ed,COIMBATORE,Sri Shakthi Institute of Engineering and Technology (Autonomous)  L&T Bye-Pass  Venkitapuram Post  Comibatore District 641062,CE,38,11.78,10.07,1.33,7.6,5.7,1.14,0.38
2727,NM,Autonomous,Co.Ed,COIMBATORE,Sri Shakthi Institute of Engineering and Technology (Autonomous)  L&T Bye-Pass  Venkitapuram Post  Comibatore District 641062,CS,141,43.71,37.365,4.935,28.2,21.15,4.23,1.41
2727,NM,Autonomous,Co.Ed,COIMBATORE,Sri Shakthi Institute of Engineering and Technology (Autonomous)  L&T Bye-Pass  Venkitapuram Post  Comibatore District 641062,EC,118,36.58,31.27,4.13,23.6,17.7,3.54,1.18
2727,NM,Autonomous,Co.Ed,COIMBATORE,Sri Shakthi Institute of Engineering and Technology (Autonomous)  L&T Bye-Pass  Venkitapuram Post  Comibatore District 641062,EE,41,12.71,10.865,1.435,8.2,6.15,1.23,0.41
2727,NM,Autonomous,Co.Ed,COIMBATORE,Sri Shakthi Institute of Engineering and Technology (Autonomous)  L&T Bye-Pass  Venkitapuram Post  Comibatore District 641062,FD,44,13.64,11.66,1.54,8.8,6.6,1.32,0.44
2727,NM,Autonomous,Co.Ed,COIMBATORE,Sri Shakthi Institute of Engineering and Technology (Autonomous)  L&T Bye-Pass  Venkitapuram Post  Comibatore District 641062,IT,168,52.08,44.52,5.88,33.6,25.2,5.04,1.68
2727,NM,Autonomous,Co.Ed,COIMBATORE,Sri Shakthi Institute of Engineering and Technology (Autonomous)  L&T Bye-Pass  Venkitapuram Post  Comibatore District 641062,ME,44,13.64,11.66,1.54,8.8,6.6,1.32,0.44
2727,NM,Autonomous,Co.Ed,COIMBATORE,Sri Shakthi Institute of Engineering and Technology (Autonomous)  L&T Bye-Pass  Venkitapuram Post  Comibatore District 641062,SC,118,36.58,31.27,4.13,23.6,17.7,3.54,1.18
2727 Total,,,,,,,1100,341,291.5,38.5,220,165,33,11
2729,NM,Non Autonomous,Co.Ed,COIMBATORE,Nehru Institute of Engineering and Technology  Thirumalayampalayam Post  Coimbatore District 641105,AD,38,11.78,10.07,1.33,7.6,5.7,1.14,0.38
2729,NM,Non Autonomous,Co.Ed,COIMBATORE,Nehru Institute of Engineering and Technology  Thirumalayampalayam Post  Coimbatore District 641105,AE,76,23.56,20.14,2.66,15.2,11.4,2.28,0.76
2729,NM,Non Autonomous,Co.Ed,COIMBATORE,Nehru Institute of Engineering and Technology  Thirumalayampalayam Post  Coimbatore District 641105,CB,39,12.09,10.335,1.365,7.8,5.85,1.17,0.39
2729,NM,Non Autonomous,Co.Ed,COIMBATORE,Nehru Institute of Engineering and Technology  Thirumalayampalayam Post  Coimbatore District 641105,CS,38,11.78,10.07,1.33,7.6,5.7,1.14,0.38
2729,NM,Non Autonomous,Co.Ed,COIMBATORE,Nehru Institute of Engineering and Technology  Thirumalayampalayam Post  Coimbatore District 641105,EC,76,23.56,20.14,2.66,15.2,11.4,2.28,0.76
2729,NM,Non Autonomous,Co.Ed,COIMBATORE,Nehru Institute of Engineering and Technology  Thirumalayampalayam Post  Coimbatore District 641105,EE,38,11.78,10.07,1.33,7.6,5.7,1.14,0.38
2729,NM,Non Autonomous,Co.Ed,COIMBATORE,Nehru Institute of Engineering and Technology  Thirumalayampalayam Post  Coimbatore District 641105,IT,38,11.78,10.07,1.33,7.6,5.7,1.14,0.38
2729,NM,Non Autonomous,Co.Ed,COIMBATORE,Nehru Institute of Engineering and Technology  Thirumalayampalayam Post  Coimbatore District 641105,ME,39,12.09,10.335,1.365,7.8,5.85,1.17,0.39
2729,NM,Non Autonomous,Co.Ed,COIMBATORE,Nehru Institute of Engineering and Technology  Thirumalayampalayam Post  Coimbatore District 641105,MZ,38,11.78,10.07,1.33,7.6,5.7,1.14,0.38
2729 Total,,,,,,,420,130.2,111.3,14.7,84,63,12.6,4.2
2731,NM,Non Autonomous,Co.Ed,COIMBATORE,R V S College of Engineering and Technology  Kannampalayam  Sulur  Coimbatore District 641402,AD,57,17.67,15.105,1.995,11.4,8.55,1.71,0.57
2731,NM,Non Autonomous,Co.Ed,COIMBATORE,R V S College of Engineering and Technology  Kannampalayam  Sulur  Coimbatore District 641402,CS,38,11.78,10.07,1.33,7.6,5.7,1.14,0.38
2731,NM,Non Autonomous,Co.Ed,COIMBATORE,R V S College of Engineering and Technology  Kannampalayam  Sulur  Coimbatore District 641402,EC,38,11.78,10.07,1.33,7.6,5.7,1.14,0.38
2731,NM,Non Autonomous,Co.Ed,COIMBATORE,R V S College of Engineering and Technology  Kannampalayam  Sulur  Coimbatore District 641402,EE,19,5.89,5.035,0.665,3.8,2.85,0.57,0.19
2731,NM,Non Autonomous,Co.Ed,COIMBATORE,R V S College of Engineering and Technology  Kannampalayam  Sulur  Coimbatore District 641402,IT,38,11.78,10.07,1.33,7.6,5.7,1.14,0.38
2731,NM,Non Autonomous,Co.Ed,COIMBATORE,R V S College of Engineering and Technology  Kannampalayam  Sulur  Coimbatore District 641402,ME,19,5.89,5.035,0.665,3.8,2.85,0.57,0.19
2731,NM,Non Autonomous,Co.Ed,COIMBATORE,R V S College of Engineering and Technology  Kannampalayam  Sulur  Coimbatore District 641402,PC,20,6.2,5.3,0.7,4,3,0.6,0.2
2731 Total,,,,,,,229,70.99,60.685,8.015,45.8,34.35,6.87,2.29
2732,NM,Non Autonomous,Co.Ed,COIMBATORE,Info Institute of Engineering  Sarkar Samakulam  Coimbatore District 641107,AD,49,15.19,12.985,1.715,9.8,7.35,1.47,0.49
2732,NM,Non Autonomous,Co.Ed,COIMBATORE,Info Institute of Engineering  Sarkar Samakulam  Coimbatore District 641107,CS,69,21.39,18.285,2.415,13.8,10.35,2.07,0.69
2732,NM,Non Autonomous,Co.Ed,COIMBATORE,Info Institute of Engineering  Sarkar Samakulam  Coimbatore District 641107,EC,38,11.78,10.07,1.33,7.6,5.7,1.14,0.38
2732,NM,Non Autonomous,Co.Ed,COIMBATORE,Info Institute of Engineering  Sarkar Samakulam  Coimbatore District 641107,EE,20,6.2,5.3,0.7,4,3,0.6,0.2
2732,NM,Non Autonomous,Co.Ed,COIMBATORE,Info Institute of Engineering  Sarkar Samakulam  Coimbatore District 641107,IT,38,11.78,10.07,1.33,7.6,5.7,1.14,0.38
2732,NM,Non Autonomous,Co.Ed,COIMBATORE,Info Institute of Engineering  Sarkar Samakulam  Coimbatore District 641107,ME,38,11.78,10.07,1.33,7.6,5.7,1.14,0.38
2732 Total,,,,,,,252,78.12,66.78,8.82,50.4,37.8,7.56,2.52
2733,NM,Non Autonomous,Co.Ed,TIRUPPUR,Angel College of Engineering and Technology  P.K.Palayam  Ugayanur Village  Tirupur District 641 665,CE,38,11.78,10.07,1.33,7.6,5.7,1.14,0.38
2733,NM,Non Autonomous,Co.Ed,TIRUPPUR,Angel College of Engineering and Technology  P.K.Palayam  Ugayanur Village  Tirupur District 641 665,CS,49,15.19,12.985,1.715,9.8,7.35,1.47,0.49
2733,NM,Non Autonomous,Co.Ed,TIRUPPUR,Angel College of Engineering and Technology  P.K.Palayam  Ugayanur Village  Tirupur District 641 665,EC,58,17.98,15.37,2.03,11.6,8.7,1.74,0.58
2733,NM,Non Autonomous,Co.Ed,TIRUPPUR,Angel College of Engineering and Technology  P.K.Palayam  Ugayanur Village  Tirupur District 641 665,EE,38,11.78,10.07,1.33,7.6,5.7,1.14,0.38
2733,NM,Non Autonomous,Co.Ed,TIRUPPUR,Angel College of Engineering and Technology  P.K.Palayam  Ugayanur Village  Tirupur District 641 665,FT,39,12.09,10.335,1.365,7.8,5.85,1.17,0.39
2733,NM,Non Autonomous,Co.Ed,TIRUPPUR,Angel College of Engineering and Technology  P.K.Palayam  Ugayanur Village  Tirupur District 641 665,ME,38,11.78,10.07,1.33,7.6,5.7,1.14,0.38
2733 Total,,,,,,,260,80.6,68.9,9.1,52,39,7.8,2.6
2734,NM,Autonomous,Co.Ed,COIMBATORE,SNS College of Engineering (Autonomous)  Sathy Main Road  Kurumbapalayam Post  Coimbatore District 641107,AD,76,23.56,20.14,2.66,15.2,11.4,2.28,0.76
2734,NM,Autonomous,Co.Ed,COIMBATORE,SNS College of Engineering (Autonomous)  Sathy Main Road  Kurumbapalayam Post  Coimbatore District 641107,CD,38,11.78,10.07,1.33,7.6,5.7,1.14,0.38
2734,NM,Autonomous,Co.Ed,COIMBATORE,SNS College of Engineering (Autonomous)  Sathy Main Road  Kurumbapalayam Post  Coimbatore District 641107,CS,58,17.98,15.37,2.03,11.6,8.7,1.74,0.58
2734,NM,Autonomous,Co.Ed,COIMBATORE,SNS College of Engineering (Autonomous)  Sathy Main Road  Kurumbapalayam Post  Coimbatore District 641107,EC,38,11.78,10.07,1.33,7.6,5.7,1.14,0.38
2734,NM,Autonomous,Co.Ed,COIMBATORE,SNS College of Engineering (Autonomous)  Sathy Main Road  Kurumbapalayam Post  Coimbatore District 641107,EE,19,5.89,5.035,0.665,3.8,2.85,0.57,0.19
2734,NM,Autonomous,Co.Ed,COIMBATORE,SNS College of Engineering (Autonomous)  Sathy Main Road  Kurumbapalayam Post  Coimbatore District 641107,IT,38,11.78,10.07,1.33,7.6,5.7,1.14,0.38
2734,NM,Autonomous,Co.Ed,COIMBATORE,SNS College of Engineering (Autonomous)  Sathy Main Road  Kurumbapalayam Post  Coimbatore District 641107,ME,38,11.78,10.07,1.33,7.6,5.7,1.14,0.38
2734,NM,Autonomous,Co.Ed,COIMBATORE,SNS College of Engineering (Autonomous)  Sathy Main Road  Kurumbapalayam Post  Coimbatore District 641107,MO,38,11.78,10.07,1.33,7.6,5.7,1.14,0.38
2734,NM,Autonomous,Co.Ed,COIMBATORE,SNS College of Engineering (Autonomous)  Sathy Main Road  Kurumbapalayam Post  Coimbatore District 641107,SB,39,12.09,10.335,1.365,7.8,5.85,1.17,0.39
2734,NM,Autonomous,Co.Ed,COIMBATORE,SNS College of Engineering (Autonomous)  Sathy Main Road  Kurumbapalayam Post  Coimbatore District 641107,TS,38,11.78,10.07,1.33,7.6,5.7,1.14,0.38
2734 Total,,,,,,,420,130.2,111.3,14.7,84,63,12.6,4.2
2735,MIN,Non Autonomous,Co.Ed,COIMBATORE,Karpagam Institute of Technology  Seerapalayam Village  L&T By pass Road  Coimbatore District 641021,AD,30,9.3,7.95,1.05,6,4.5,0.9,0.3
2735,MIN,Non Autonomous,Co.Ed,COIMBATORE,Karpagam Institute of Technology  Seerapalayam Village  L&T By pass Road  Coimbatore District 641021,CS,59,18.29,15.635,2.065,11.8,8.85,1.77,0.59
2735,MIN,Non Autonomous,Co.Ed,COIMBATORE,Karpagam Institute of Technology  Seerapalayam Village  L&T By pass Road  Coimbatore District 641021,EC,88,27.28,23.32,3.08,17.6,13.2,2.64,0.88
2735,MIN,Non Autonomous,Co.Ed,COIMBATORE,Karpagam Institute of Technology  Seerapalayam Village  L&T By pass Road  Coimbatore District 641021,EE,29,8.99,7.685,1.015,5.8,4.35,0.87,0.29
2735,MIN,Non Autonomous,Co.Ed,COIMBATORE,Karpagam Institute of Technology  Seerapalayam Village  L&T By pass Road  Coimbatore District 641021,IT,29,8.99,7.685,1.015,5.8,4.35,0.87,0.29
2735,MIN,Non Autonomous,Co.Ed,COIMBATORE,Karpagam Institute of Technology  Seerapalayam Village  L&T By pass Road  Coimbatore District 641021,ME,44,13.64,11.66,1.54,8.8,6.6,1.32,0.44
2735 Total,,,,,,,279,86.49,73.935,9.765,55.8,41.85,8.37,2.79
2736,NM,Non Autonomous,Co.Ed,COIMBATORE,Dr. N G P Institute of Technology  Kalapatti Road  Coimbatore District 641035,AD,76,23.56,20.14,2.66,15.2,11.4,2.28,0.76
2736,NM,Non Autonomous,Co.Ed,COIMBATORE,Dr. N G P Institute of Technology  Kalapatti Road  Coimbatore District 641035,BM,39,12.09,10.335,1.365,7.8,5.85,1.17,0.39
2736,NM,Non Autonomous,Co.Ed,COIMBATORE,Dr. N G P Institute of Technology  Kalapatti Road  Coimbatore District 641035,CB,38,11.78,10.07,1.33,7.6,5.7,1.14,0.38
2736,NM,Non Autonomous,Co.Ed,COIMBATORE,Dr. N G P Institute of Technology  Kalapatti Road  Coimbatore District 641035,CE,19,5.89,5.035,0.665,3.8,2.85,0.57,0.19
2736,NM,Non Autonomous,Co.Ed,COIMBATORE,Dr. N G P Institute of Technology  Kalapatti Road  Coimbatore District 641035,CS,76,23.56,20.14,2.66,15.2,11.4,2.28,0.76
2736,NM,Non Autonomous,Co.Ed,COIMBATORE,Dr. N G P Institute of Technology  Kalapatti Road  Coimbatore District 641035,EC,76,23.56,20.14,2.66,15.2,11.4,2.28,0.76
2736,NM,Non Autonomous,Co.Ed,COIMBATORE,Dr. N G P Institute of Technology  Kalapatti Road  Coimbatore District 641035,EE,38,11.78,10.07,1.33,7.6,5.7,1.14,0.38
2736,NM,Non Autonomous,Co.Ed,COIMBATORE,Dr. N G P Institute of Technology  Kalapatti Road  Coimbatore District 641035,IT,39,12.09,10.335,1.365,7.8,5.85,1.17,0.39
2736,NM,Non Autonomous,Co.Ed,COIMBATORE,Dr. N G P Institute of Technology  Kalapatti Road  Coimbatore District 641035,ME,38,11.78,10.07,1.33,7.6,5.7,1.14,0.38
2736,NM,Non Autonomous,Co.Ed,COIMBATORE,Dr. N G P Institute of Technology  Kalapatti Road  Coimbatore District 641035,SC,38,11.78,10.07,1.33,7.6,5.7,1.14,0.38
2736 Total,,,,,,,477,147.87,126.405,16.695,95.4,71.55,14.31,4.77
2737,NM,Non Autonomous,Co.Ed,COIMBATORE,Sri Sai Ranganathan Engineering College  Zahirnaickenpalayam Village  Viraliyur Post  Thondamuthur Via  Coimbatore District 641109,AM,20,6.2,5.3,0.7,4,3,0.6,0.2
2737,NM,Non Autonomous,Co.Ed,COIMBATORE,Sri Sai Ranganathan Engineering College  Zahirnaickenpalayam Village  Viraliyur Post  Thondamuthur Via  Coimbatore District 641109,CE,48,14.88,12.72,1.68,9.6,7.2,1.44,0.48
2737,NM,Non Autonomous,Co.Ed,COIMBATORE,Sri Sai Ranganathan Engineering College  Zahirnaickenpalayam Village  Viraliyur Post  Thondamuthur Via  Coimbatore District 641109,CS,38,11.78,10.07,1.33,7.6,5.7,1.14,0.38
2737,NM,Non Autonomous,Co.Ed,COIMBATORE,Sri Sai Ranganathan Engineering College  Zahirnaickenpalayam Village  Viraliyur Post  Thondamuthur Via  Coimbatore District 641109,EC,38,11.78,10.07,1.33,7.6,5.7,1.14,0.38
2737,NM,Non Autonomous,Co.Ed,COIMBATORE,Sri Sai Ranganathan Engineering College  Zahirnaickenpalayam Village  Viraliyur Post  Thondamuthur Via  Coimbatore District 641109,EE,19,5.89,5.035,0.665,3.8,2.85,0.57,0.19
2737,NM,Non Autonomous,Co.Ed,COIMBATORE,Sri Sai Ranganathan Engineering College  Zahirnaickenpalayam Village  Viraliyur Post  Thondamuthur Via  Coimbatore District 641109,IT,18,5.58,4.77,0.63,3.6,2.7,0.54,0.18
2737,NM,Non Autonomous,Co.Ed,COIMBATORE,Sri Sai Ranganathan Engineering College  Zahirnaickenpalayam Village  Viraliyur Post  Thondamuthur Via  Coimbatore District 641109,ME,48,14.88,12.72,1.68,9.6,7.2,1.44,0.48
2737,NM,Non Autonomous,Co.Ed,COIMBATORE,Sri Sai Ranganathan Engineering College  Zahirnaickenpalayam Village  Viraliyur Post  Thondamuthur Via  Coimbatore District 641109,SC,20,6.2,5.3,0.7,4,3,0.6,0.2
2737 Total,,,,,,,249,77.19,65.985,8.715,49.8,37.35,7.47,2.49
2739,NM,Autonomous,Co.Ed,COIMBATORE,Sri Eshwar College of Engineering (Autonomous)  Kondampatti Post  Vadasithur (Via)  Kinathukadavu  Coimbatore District 641202,AD,96,29.76,25.44,3.36,19.2,14.4,2.88,0.96
2739,NM,Autonomous,Co.Ed,COIMBATORE,Sri Eshwar College of Engineering (Autonomous)  Kondampatti Post  Vadasithur (Via)  Kinathukadavu  Coimbatore District 641202,AM,38,11.78,10.07,1.33,7.6,5.7,1.14,0.38
2739,NM,Autonomous,Co.Ed,COIMBATORE,Sri Eshwar College of Engineering (Autonomous)  Kondampatti Post  Vadasithur (Via)  Kinathukadavu  Coimbatore District 641202,CB,38,11.78,10.07,1.33,7.6,5.7,1.14,0.38
2739,NM,Autonomous,Co.Ed,COIMBATORE,Sri Eshwar College of Engineering (Autonomous)  Kondampatti Post  Vadasithur (Via)  Kinathukadavu  Coimbatore District 641202,CO,38,11.78,10.07,1.33,7.6,5.7,1.14,0.38
2739,NM,Autonomous,Co.Ed,COIMBATORE,Sri Eshwar College of Engineering (Autonomous)  Kondampatti Post  Vadasithur (Via)  Kinathukadavu  Coimbatore District 641202,CS,115,35.65,30.475,4.025,23,17.25,3.45,1.15
2739,NM,Autonomous,Co.Ed,COIMBATORE,Sri Eshwar College of Engineering (Autonomous)  Kondampatti Post  Vadasithur (Via)  Kinathukadavu  Coimbatore District 641202,EC,115,35.65,30.475,4.025,23,17.25,3.45,1.15
2739,NM,Autonomous,Co.Ed,COIMBATORE,Sri Eshwar College of Engineering (Autonomous)  Kondampatti Post  Vadasithur (Via)  Kinathukadavu  Coimbatore District 641202,EE,38,11.78,10.07,1.33,7.6,5.7,1.14,0.38
2739,NM,Autonomous,Co.Ed,COIMBATORE,Sri Eshwar College of Engineering (Autonomous)  Kondampatti Post  Vadasithur (Via)  Kinathukadavu  Coimbatore District 641202,IT,38,11.78,10.07,1.33,7.6,5.7,1.14,0.38
2739,NM,Autonomous,Co.Ed,COIMBATORE,Sri Eshwar College of Engineering (Autonomous)  Kondampatti Post  Vadasithur (Via)  Kinathukadavu  Coimbatore District 641202,ME,19,5.89,5.035,0.665,3.8,2.85,0.57,0.19
2739 Total,,,,,,,535,165.85,141.775,18.725,107,80.25,16.05,5.35
2740,NM,Autonomous,Co.Ed,COIMBATORE,Hindusthan Institute of Technology (Autonomous)  Othakkalmandapam  Coimbatore District 641032,AD,38,11.78,10.07,1.33,7.6,5.7,1.14,0.38
2740,NM,Autonomous,Co.Ed,COIMBATORE,Hindusthan Institute of Technology (Autonomous)  Othakkalmandapam  Coimbatore District 641032,AE,38,11.78,10.07,1.33,7.6,5.7,1.14,0.38
2740,NM,Autonomous,Co.Ed,COIMBATORE,Hindusthan Institute of Technology (Autonomous)  Othakkalmandapam  Coimbatore District 641032,CS,115,35.65,30.475,4.025,23,17.25,3.45,1.15
2740,NM,Autonomous,Co.Ed,COIMBATORE,Hindusthan Institute of Technology (Autonomous)  Othakkalmandapam  Coimbatore District 641032,EC,76,23.56,20.14,2.66,15.2,11.4,2.28,0.76
2740,NM,Autonomous,Co.Ed,COIMBATORE,Hindusthan Institute of Technology (Autonomous)  Othakkalmandapam  Coimbatore District 641032,IT,77,23.87,20.405,2.695,15.4,11.55,2.31,0.77
2740,NM,Autonomous,Co.Ed,COIMBATORE,Hindusthan Institute of Technology (Autonomous)  Othakkalmandapam  Coimbatore District 641032,ME,38,11.78,10.07,1.33,7.6,5.7,1.14,0.38
2740 Total,,,,,,,382,118.42,101.23,13.37,76.4,57.3,11.46,3.82
2741,NM,Autonomous,Co.Ed,COIMBATORE,P A College of Engineering and Technology (Autonomous)  Palladam Road  Pollachi  Coimbatore District 642002,AD,39,12.09,10.335,1.365,7.8,5.85,1.17,0.39
2741,NM,Autonomous,Co.Ed,COIMBATORE,P A College of Engineering and Technology (Autonomous)  Palladam Road  Pollachi  Coimbatore District 642002,CS,115,35.65,30.475,4.025,23,17.25,3.45,1.15
2741,NM,Autonomous,Co.Ed,COIMBATORE,P A College of Engineering and Technology (Autonomous)  Palladam Road  Pollachi  Coimbatore District 642002,EC,76,23.56,20.14,2.66,15.2,11.4,2.28,0.76
2741,NM,Autonomous,Co.Ed,COIMBATORE,P A College of Engineering and Technology (Autonomous)  Palladam Road  Pollachi  Coimbatore District 642002,EE,44,13.64,11.66,1.54,8.8,6.6,1.32,0.44
2741,NM,Autonomous,Co.Ed,COIMBATORE,P A College of Engineering and Technology (Autonomous)  Palladam Road  Pollachi  Coimbatore District 642002,IT,38,11.78,10.07,1.33,7.6,5.7,1.14,0.38
2741,NM,Autonomous,Co.Ed,COIMBATORE,P A College of Engineering and Technology (Autonomous)  Palladam Road  Pollachi  Coimbatore District 642002,ME,44,13.64,11.66,1.54,8.8,6.6,1.32,0.44
2741 Total,,,,,,,356,110.36,94.34,12.46,71.2,53.4,10.68,3.56
