College Code,Category,Autonomous Status,Co.Ed Status,District,College Name,COURSE,TOTAL
1226,NM,Non Autonomous,Co.Ed,KANCHEEPURAM,P T Lee Chengalvaraya Naicker College of Engineering and Technology  Oovery  Veliyur Post  Kancheepuram District 631 502,IT,49
1226,NM,Non Autonomous,Co.Ed,KANCHEEPURAM,P T Lee Chengalvaraya Naicker College of Engineering and Technology  Oovery  Veliyur Post  Kancheepuram District 631 502,ME,59
1226 Total,,,,,,,333
1228,NM,Non Autonomous,Co.Ed,CHENNAI,Alpha College of Engineering  No.34  Udayavar Koil Street  Poonamallee  Thirumazhisai  Chennai - 600124,AD,38
1228,NM,Non Autonomous,Co.Ed,CHENNAI,Alpha College of Engineering  No.34  Udayavar Koil Street  Poonamallee  Thirumazhisai  Chennai - 600124,BM,38
1228,NM,Non Autonomous,Co.Ed,CHENNAI,Alpha College of Engineering  No.34  Udayavar Koil Street  Poonamallee  Thirumazhisai  Chennai - 600124,CS,38
1228,NM,Non Autonomous,Co.Ed,CHENNAI,Alpha College of Engineering  No.34  Udayavar Koil Street  Poonamallee  Thirumazhisai  Chennai - 600124,EC,19
1228,NM,Non Autonomous,Co.Ed,CHENNAI,Alpha College of Engineering  No.34  Udayavar Koil Street  Poonamallee  Thirumazhisai  Chennai - 600124,IT,38
1228,NM,Non Autonomous,Co.Ed,CHENNAI,Alpha College of Engineering  No.34  Udayavar Koil Street  Poonamallee  Thirumazhisai  Chennai - 600124,ME,20
1228 Total,,,,,,,191
1229,NM,Non Autonomous,Co.Ed,THIRUVALLUR,Indira Institute of Engineering and Technology  VGR Gardens  Pandur  Thiruvallur District 631203,AD,49
1229,NM,Non Autonomous,Co.Ed,THIRUVALLUR,Indira Institute of Engineering and Technology  VGR Gardens  Pandur  Thiruvallur District 631203,CE,25
1229,NM,Non Autonomous,Co.Ed,THIRUVALLUR,Indira Institute of Engineering and Technology  VGR Gardens  Pandur  Thiruvallur District 631203,CS,49
1229,NM,Non Autonomous,Co.Ed,THIRUVALLUR,Indira Institute of Engineering and Technology  VGR Gardens  Pandur  Thiruvallur District 631203,EC,49
1229,NM,Non Autonomous,Co.Ed,THIRUVALLUR,Indira Institute of Engineering and Technology  VGR Gardens  Pandur  Thiruvallur District 631203,EE,49
1229,NM,Non Autonomous,Co.Ed,THIRUVALLUR,Indira Institute of Engineering and Technology  VGR Gardens  Pandur  Thiruvallur District 631203,ME,49
1229 Total,,,,,,,270
1230,NM,Non Autonomous,Co.Ed,KANCHEEPURAM,Apollo Engineering College  Mevaloorkuppam  Valarpuram Post  Sriperumpudur  Kancheepuram District 602105,AD,39
1230,NM,Non Autonomous,Co.Ed,KANCHEEPURAM,Apollo Engineering College  Mevaloorkuppam  Valarpuram Post  Sriperumpudur  Kancheepuram District 602105,AE,39
1230,NM,Non Autonomous,Co.Ed,KANCHEEPURAM,Apollo Engineering College  Mevaloorkuppam  Valarpuram Post  Sriperumpudur  Kancheepuram District 602105,CB,38
1230,NM,Non Autonomous,Co.Ed,KANCHEEPURAM,Apollo Engineering College  Mevaloorkuppam  Valarpuram Post  Sriperumpudur  Kancheepuram District 602105,CS,38
1230,NM,Non Autonomous,Co.Ed,KANCHEEPURAM,Apollo Engineering College  Mevaloorkuppam  Valarpuram Post  Sriperumpudur  Kancheepuram District 602105,EC,38
1230,NM,Non Autonomous,Co.Ed,KANCHEEPURAM,Apollo Engineering College  Mevaloorkuppam  Valarpuram Post  Sriperumpudur  Kancheepuram District 602105,EE,19
1230,NM,Non Autonomous,Co.Ed,KANCHEEPURAM,Apollo Engineering College  Mevaloorkuppam  Valarpuram Post  Sriperumpudur  Kancheepuram District 602105,ME,38
1230,NM,Non Autonomous,Co.Ed,KANCHEEPURAM,Apollo Engineering College  Mevaloorkuppam  Valarpuram Post  Sriperumpudur  Kancheepuram District 602105,SC,19
1230 Total,,,,,,,268
1232,NM,Non Autonomous,Co.Ed,CHENGALPET,A R M College of Engineering and Technology  Sattamangalam  Maraimalainagar  Chengalpattu District 603209,AD,38
1232,NM,Non Autonomous,Co.Ed,CHENGALPET,A R M College of Engineering and Technology  Sattamangalam  Maraimalainagar  Chengalpattu District 603209,CE,20
1232,NM,Non Autonomous,Co.Ed,CHENGALPET,A R M College of Engineering and Technology  Sattamangalam  Maraimalainagar  Chengalpattu District 603209,CS,38
1232,NM,Non Autonomous,Co.Ed,CHENGALPET,A R M College of Engineering and Technology  Sattamangalam  Maraimalainagar  Chengalpattu District 603209,EC,38
1232,NM,Non Autonomous,Co.Ed,CHENGALPET,A R M College of Engineering and Technology  Sattamangalam  Maraimalainagar  Chengalpattu District 603209,EE,19
1232,NM,Non Autonomous,Co.Ed,CHENGALPET,A R M College of Engineering and Technology  Sattamangalam  Maraimalainagar  Chengalpattu District 603209,IT,39
1232,NM,Non Autonomous,Co.Ed,CHENGALPET,A R M College of Engineering and Technology  Sattamangalam  Maraimalainagar  Chengalpattu District 603209,ME,38
1232,NM,Non Autonomous,Co.Ed,CHENGALPET,A R M College of Engineering and Technology  Sattamangalam  Maraimalainagar  Chengalpattu District 603209,SC,38
1232 Total,,,,,,,268
1233,NM,Non Autonomous,Co.Ed,KANCHEEPURAM,Adhi College of Engineering and Technology  Pazhayaseevaram  Madura Sankarapuram Village  Kancheepuram District 631605,AD,44
1233,NM,Non Autonomous,Co.Ed,KANCHEEPURAM,Adhi College of Engineering and Technology  Pazhayaseevaram  Madura Sankarapuram Village  Kancheepuram District 631605,CS,49
1233,NM,Non Autonomous,Co.Ed,KANCHEEPURAM,Adhi College of Engineering and Technology  Pazhayaseevaram  Madura Sankarapuram Village  Kancheepuram District 631605,EC,59
1233,NM,Non Autonomous,Co.Ed,KANCHEEPURAM,Adhi College of Engineering and Technology  Pazhayaseevaram  Madura Sankarapuram Village  Kancheepuram District 631605,EE,59
1233,NM,Non Autonomous,Co.Ed,KANCHEEPURAM,Adhi College of Engineering and Technology  Pazhayaseevaram  Madura Sankarapuram Village  Kancheepuram District 631605,IT,44
1233,NM,Non Autonomous,Co.Ed,KANCHEEPURAM,Adhi College of Engineering and Technology  Pazhayaseevaram  Madura Sankarapuram Village  Kancheepuram District 631605,ME,59
1233 Total,,,,,,,314
1235,NM,Non Autonomous,Co.Ed,KANCHEEPURAM,Jei Mathaajee College of Engineering  Vishaandikuppam Karappettai (via)  Siruvakkam  Kancheepuram District 631 552,CE,53
1235,NM,Non Autonomous,Co.Ed,KANCHEEPURAM,Jei Mathaajee College of Engineering  Vishaandikuppam Karappettai (via)  Siruvakkam  Kancheepuram District 631 552,CS,55
1235,NM,Non Autonomous,Co.Ed,KANCHEEPURAM,Jei Mathaajee College of Engineering  Vishaandikuppam Karappettai (via)  Siruvakkam  Kancheepuram District 631 552,EC,29
1235,NM,Non Autonomous,Co.Ed,KANCHEEPURAM,Jei Mathaajee College of Engineering  Vishaandikuppam Karappettai (via)  Siruvakkam  Kancheepuram District 631 552,EE,54
1235,NM,Non Autonomous,Co.Ed,KANCHEEPURAM,Jei Mathaajee College of Engineering  Vishaandikuppam Karappettai (via)  Siruvakkam  Kancheepuram District 631 552,IT,15
1235,NM,Non Autonomous,Co.Ed,KANCHEEPURAM,Jei Mathaajee College of Engineering  Vishaandikuppam Karappettai (via)  Siruvakkam  Kancheepuram District 631 552,ME,29
1235 Total,,,,,,,235
1237,NM,Non Autonomous,Co.Ed,THIRUVALLUR,Velammal Institute of Technology  Chennai-Kolkatta Highway  Panchetti Village  Ponneri Taluk  Thiruvallur District 601204,AD,76
1237,NM,Non Autonomous,Co.Ed,THIRUVALLUR,Velammal Institute of Technology  Chennai-Kolkatta Highway  Panchetti Village  Ponneri Taluk  Thiruvallur District 601204,CS,153
1237,NM,Non Autonomous,Co.Ed,THIRUVALLUR,Velammal Institute of Technology  Chennai-Kolkatta Highway  Panchetti Village  Ponneri Taluk  Thiruvallur District 601204,EC,76
1237,NM,Non Autonomous,Co.Ed,THIRUVALLUR,Velammal Institute of Technology  Chennai-Kolkatta Highway  Panchetti Village  Ponneri Taluk  Thiruvallur District 601204,EE,19
1237,NM,Non Autonomous,Co.Ed,THIRUVALLUR,Velammal Institute of Technology  Chennai-Kolkatta Highway  Panchetti Village  Ponneri Taluk  Thiruvallur District 601204,IT,58
1237,NM,Non Autonomous,Co.Ed,THIRUVALLUR,Velammal Institute of Technology  Chennai-Kolkatta Highway  Panchetti Village  Ponneri Taluk  Thiruvallur District 601204,ME,25
1237,NM,Non Autonomous,Co.Ed,THIRUVALLUR,Velammal Institute of Technology  Chennai-Kolkatta Highway  Panchetti Village  Ponneri Taluk  Thiruvallur District 601204,MZ,24
1237 Total,,,,,,,431
1238,NM,Non Autonomous,Co.Ed,THIRUVALLUR,G R T Institute of Engineering and Technology  GRT Mahalakshmi Nagar  Chennai-Tirupathi Highway  Tiruttani Taluk  Thiruvallur District 631209,AD,38
1238,NM,Non Autonomous,Co.Ed,THIRUVALLUR,G R T Institute of Engineering and Technology  GRT Mahalakshmi Nagar  Chennai-Tirupathi Highway  Tiruttani Taluk  Thiruvallur District 631209,BM,38
1238,NM,Non Autonomous,Co.Ed,THIRUVALLUR,G R T Institute of Engineering and Technology  GRT Mahalakshmi Nagar  Chennai-Tirupathi Highway  Tiruttani Taluk  Thiruvallur District 631209,CS,76
1238,NM,Non Autonomous,Co.Ed,THIRUVALLUR,G R T Institute of Engineering and Technology  GRT Mahalakshmi Nagar  Chennai-Tirupathi Highway  Tiruttani Taluk  Thiruvallur District 631209,EC,38
1238,NM,Non Autonomous,Co.Ed,THIRUVALLUR,G R T Institute of Engineering and Technology  GRT Mahalakshmi Nagar  Chennai-Tirupathi Highway  Tiruttani Taluk  Thiruvallur District 631209,EE,20
1238,NM,Non Autonomous,Co.Ed,THIRUVALLUR,G R T Institute of Engineering and Technology  GRT Mahalakshmi Nagar  Chennai-Tirupathi Highway  Tiruttani Taluk  Thiruvallur District 631209,ME,19
1238 Total,,,,,,,229
1241,NM,Non Autonomous,Co.Ed,THIRUVALLUR,T J S Engineering College  Peruvoyal  Near Kavaraipettai  Gummidipoondi Taluk  Thiruvallur District 601206,AD,39
1241,NM,Non Autonomous,Co.Ed,THIRUVALLUR,T J S Engineering College  Peruvoyal  Near Kavaraipettai  Gummidipoondi Taluk  Thiruvallur District 601206,CS,57
1241,NM,Non Autonomous,Co.Ed,THIRUVALLUR,T J S Engineering College  Peruvoyal  Near Kavaraipettai  Gummidipoondi Taluk  Thiruvallur District 601206,EC,48
1241,NM,Non Autonomous,Co.Ed,THIRUVALLUR,T J S Engineering College  Peruvoyal  Near Kavaraipettai  Gummidipoondi Taluk  Thiruvallur District 601206,EE,24
1241,NM,Non Autonomous,Co.Ed,THIRUVALLUR,T J S Engineering College  Peruvoyal  Near Kavaraipettai  Gummidipoondi Taluk  Thiruvallur District 601206,ME,38
1241 Total,,,,,,,206
1243,NM,Non Autonomous,Co.Ed,KANCHEEPURAM,Madha Institute of Engineering and Technology  Erandamkattalai Village  Sadhananthapuram  Thandalam Post  Chennai  602101,AD,30
1243,NM,Non Autonomous,Co.Ed,KANCHEEPURAM,Madha Institute of Engineering and Technology  Erandamkattalai Village  Sadhananthapuram  Thandalam Post  Chennai  602101,CE,29
1243,NM,Non Autonomous,Co.Ed,KANCHEEPURAM,Madha Institute of Engineering and Technology  Erandamkattalai Village  Sadhananthapuram  Thandalam Post  Chennai  602101,CS,30
1243,NM,Non Autonomous,Co.Ed,KANCHEEPURAM,Madha Institute of Engineering and Technology  Erandamkattalai Village  Sadhananthapuram  Thandalam Post  Chennai  602101,EC,30
1243,NM,Non Autonomous,Co.Ed,KANCHEEPURAM,Madha Institute of Engineering and Technology  Erandamkattalai Village  Sadhananthapuram  Thandalam Post  Chennai  602101,EE,29
1243,NM,Non Autonomous,Co.Ed,KANCHEEPURAM,Madha Institute of Engineering and Technology  Erandamkattalai Village  Sadhananthapuram  Thandalam Post  Chennai  602101,IT,29
1243,NM,Non Autonomous,Co.Ed,KANCHEEPURAM,Madha Institute of Engineering and Technology  Erandamkattalai Village  Sadhananthapuram  Thandalam Post  Chennai  602101,ME,29
1243,NM,Non Autonomous,Co.Ed,KANCHEEPURAM,Madha Institute of Engineering and Technology  Erandamkattalai Village  Sadhananthapuram  Thandalam Post  Chennai  602101,SC,29
1243 Total,,,,,,,235
1301,MIN,Non Autonomous,Co.Ed,CHENGALPET,Mohammed Sathak A J College of Engineering  Old Mahabalipuram Road (OMR)  Egattur  Chengalpattu District 603103,AD,15
1301,MIN,Non Autonomous,Co.Ed,CHENGALPET,Mohammed Sathak A J College of Engineering  Old Mahabalipuram Road (OMR)  Egattur  Chengalpattu District 603103,CB,15
1301,MIN,Non Autonomous,Co.Ed,CHENGALPET,Mohammed Sathak A J College of Engineering  Old Mahabalipuram Road (OMR)  Egattur  Chengalpattu District 603103,CE,15
1301,MIN,Non Autonomous,Co.Ed,CHENGALPET,Mohammed Sathak A J College of Engineering  Old Mahabalipuram Road (OMR)  Egattur  Chengalpattu District 603103,CS,29
1301,MIN,Non Autonomous,Co.Ed,CHENGALPET,Mohammed Sathak A J College of Engineering  Old Mahabalipuram Road (OMR)  Egattur  Chengalpattu District 603103,EC,29
1301,MIN,Non Autonomous,Co.Ed,CHENGALPET,Mohammed Sathak A J College of Engineering  Old Mahabalipuram Road (OMR)  Egattur  Chengalpattu District 603103,EE,15
1301,MIN,Non Autonomous,Co.Ed,CHENGALPET,Mohammed Sathak A J College of Engineering  Old Mahabalipuram Road (OMR)  Egattur  Chengalpattu District 603103,IT,29
1301,MIN,Non Autonomous,Co.Ed,CHENGALPET,Mohammed Sathak A J College of Engineering  Old Mahabalipuram Road (OMR)  Egattur  Chengalpattu District 603103,ME,14
1301,MIN,Non Autonomous,Co.Ed,CHENGALPET,Mohammed Sathak A J College of Engineering  Old Mahabalipuram Road (OMR)  Egattur  Chengalpattu District 603103,SC,15
1301 Total,,,,,,,176
1303,NM,Non Autonomous,Co.Ed,CHENGALPET,Anand Institute of Higher Technology  Old Mahabalipuram Road (OMR)  Kazhipattur  Chengalpattu District  603103,AD,88
1303,NM,Non Autonomous,Co.Ed,CHENGALPET,Anand Institute of Higher Technology  Old Mahabalipuram Road (OMR)  Kazhipattur  Chengalpattu District  603103,AG,38
1303,NM,Non Autonomous,Co.Ed,CHENGALPET,Anand Institute of Higher Technology  Old Mahabalipuram Road (OMR)  Kazhipattur  Chengalpattu District  603103,BT,47
1303,NM,Non Autonomous,Co.Ed,CHENGALPET,Anand Institute of Higher Technology  Old Mahabalipuram Road (OMR)  Kazhipattur  Chengalpattu District  603103,CB,44
1303,NM,Non Autonomous,Co.Ed,CHENGALPET,Anand Institute of Higher Technology  Old Mahabalipuram Road (OMR)  Kazhipattur  Chengalpattu District  603103,CS,83
1303,NM,Non Autonomous,Co.Ed,CHENGALPET,Anand Institute of Higher Technology  Old Mahabalipuram Road (OMR)  Kazhipattur  Chengalpattu District  603103,EC,47
1303,NM,Non Autonomous,Co.Ed,CHENGALPET,Anand Institute of Higher Technology  Old Mahabalipuram Road (OMR)  Kazhipattur  Chengalpattu District  603103,EE,24
1303,NM,Non Autonomous,Co.Ed,CHENGALPET,Anand Institute of Higher Technology  Old Mahabalipuram Road (OMR)  Kazhipattur  Chengalpattu District  603103,IT,41
1303,NM,Non Autonomous,Co.Ed,CHENGALPET,Anand Institute of Higher Technology  Old Mahabalipuram Road (OMR)  Kazhipattur  Chengalpattu District  603103,ME,38
1303 Total,,,,,,,450
1304,MIN,Autonomous,Co.Ed,THIRUVALLUR,Easwari Engineering College (Autonomous)  Ramapuram  Chennai 600089,AD,30
1304,MIN,Autonomous,Co.Ed,THIRUVALLUR,Easwari Engineering College (Autonomous)  Ramapuram  Chennai 600089,AM,30
1304,MIN,Autonomous,Co.Ed,THIRUVALLUR,Easwari Engineering College (Autonomous)  Ramapuram  Chennai 600089,AU,30
1304,MIN,Autonomous,Co.Ed,THIRUVALLUR,Easwari Engineering College (Autonomous)  Ramapuram  Chennai 600089,BM,29
1304,MIN,Autonomous,Co.Ed,THIRUVALLUR,Easwari Engineering College (Autonomous)  Ramapuram  Chennai 600089,CE,29
1304,MIN,Autonomous,Co.Ed,THIRUVALLUR,Easwari Engineering College (Autonomous)  Ramapuram  Chennai 600089,CS,88
1304,MIN,Autonomous,Co.Ed,THIRUVALLUR,Easwari Engineering College (Autonomous)  Ramapuram  Chennai 600089,EC,88
1304,MIN,Autonomous,Co.Ed,THIRUVALLUR,Easwari Engineering College (Autonomous)  Ramapuram  Chennai 600089,EE,30
1304,MIN,Autonomous,Co.Ed,THIRUVALLUR,Easwari Engineering College (Autonomous)  Ramapuram  Chennai 600089,IT,88
1304,MIN,Autonomous,Co.Ed,THIRUVALLUR,Easwari Engineering College (Autonomous)  Ramapuram  Chennai 600089,ME,59
1304,MIN,Autonomous,Co.Ed,THIRUVALLUR,Easwari Engineering College (Autonomous)  Ramapuram  Chennai 600089,RM,29
1304,MIN,Autonomous,Co.Ed,THIRUVALLUR,Easwari Engineering College (Autonomous)  Ramapuram  Chennai 600089,SC,29
1304 Total,,,,,,,559
1306,MIN,Non Autonomous,Co.Ed,CHENGALPET,Jeppiaar Engineering College  Old Mahabalipuram Road (OMR)  Chennai 600119,AD,29
1306,MIN,Non Autonomous,Co.Ed,CHENGALPET,Jeppiaar Engineering College  Old Mahabalipuram Road (OMR)  Chennai 600119,BT,15
1306,MIN,Non Autonomous,Co.Ed,CHENGALPET,Jeppiaar Engineering College  Old Mahabalipuram Road (OMR)  Chennai 600119,CS,73
1306,MIN,Non Autonomous,Co.Ed,CHENGALPET,Jeppiaar Engineering College  Old Mahabalipuram Road (OMR)  Chennai 600119,EC,69
1306,MIN,Non Autonomous,Co.Ed,CHENGALPET,Jeppiaar Engineering College  Old Mahabalipuram Road (OMR)  Chennai 600119,IT,59
1306,MIN,Non Autonomous,Co.Ed,CHENGALPET,Jeppiaar Engineering College  Old Mahabalipuram Road (OMR)  Chennai 600119,ME,44
1306 Total,,,,,,,289
1307,NM,Autonomous,Co.Ed,CHENGALPET,Jerusalem College of Engineering (Autonomous)  Narayanapuram  Pallikaranai  Chennai 600 100,AD,38
1307,NM,Autonomous,Co.Ed,CHENGALPET,Jerusalem College of Engineering (Autonomous)  Narayanapuram  Pallikaranai  Chennai 600 100,AM,38
1307,NM,Autonomous,Co.Ed,CHENGALPET,Jerusalem College of Engineering (Autonomous)  Narayanapuram  Pallikaranai  Chennai 600 100,BM,34
1307,NM,Autonomous,Co.Ed,CHENGALPET,Jerusalem College of Engineering (Autonomous)  Narayanapuram  Pallikaranai  Chennai 600 100,CB,19
1307,NM,Autonomous,Co.Ed,CHENGALPET,Jerusalem College of Engineering (Autonomous)  Narayanapuram  Pallikaranai  Chennai 600 100,CS,69
1307,NM,Autonomous,Co.Ed,CHENGALPET,Jerusalem College of Engineering (Autonomous)  Narayanapuram  Pallikaranai  Chennai 600 100,EC,38
1307,NM,Autonomous,Co.Ed,CHENGALPET,Jerusalem College of Engineering (Autonomous)  Narayanapuram  Pallikaranai  Chennai 600 100,EE,20
1307,NM,Autonomous,Co.Ed,CHENGALPET,Jerusalem College of Engineering (Autonomous)  Narayanapuram  Pallikaranai  Chennai 600 100,IT,34
1307,NM,Autonomous,Co.Ed,CHENGALPET,Jerusalem College of Engineering (Autonomous)  Narayanapuram  Pallikaranai  Chennai 600 100,SC,38
1307 Total,,,,,,,328
1309,NM,Non Autonomous,Co.Ed,CHENNAI,Meenakshi Sundararajan Engineering College  Kodambakkam  Chennai 600024,AD,38
1309,NM,Non Autonomous,Co.Ed,CHENNAI,Meenakshi Sundararajan Engineering College  Kodambakkam  Chennai 600024,CE,44
1309,NM,Non Autonomous,Co.Ed,CHENNAI,Meenakshi Sundararajan Engineering College  Kodambakkam  Chennai 600024,CS,38
1309,NM,Non Autonomous,Co.Ed,CHENNAI,Meenakshi Sundararajan Engineering College  Kodambakkam  Chennai 600024,EC,77
1309,NM,Non Autonomous,Co.Ed,CHENNAI,Meenakshi Sundararajan Engineering College  Kodambakkam  Chennai 600024,EE,38
1309,NM,Non Autonomous,Co.Ed,CHENNAI,Meenakshi Sundararajan Engineering College  Kodambakkam  Chennai 600024,IT,39
1309,NM,Non Autonomous,Co.Ed,CHENNAI,Meenakshi Sundararajan Engineering College  Kodambakkam  Chennai 600024,ME,44
1309 Total,,,,,,,318
1310,MIN,Non Autonomous,Co.Ed,CHENGALPET,Misrimal Navajee Munoth Jain Engineering College  Rajiv Gandhi Salai (OMR)  Thorappakkam  Chennai 600096,AD,29
1310,MIN,Non Autonomous,Co.Ed,CHENGALPET,Misrimal Navajee Munoth Jain Engineering College  Rajiv Gandhi Salai (OMR)  Thorappakkam  Chennai 600096,CB,15
1310,MIN,Non Autonomous,Co.Ed,CHENGALPET,Misrimal Navajee Munoth Jain Engineering College  Rajiv Gandhi Salai (OMR)  Thorappakkam  Chennai 600096,CE,15
1310,MIN,Non Autonomous,Co.Ed,CHENGALPET,Misrimal Navajee Munoth Jain Engineering College  Rajiv Gandhi Salai (OMR)  Thorappakkam  Chennai 600096,CS,29
1310,MIN,Non Autonomous,Co.Ed,CHENGALPET,Misrimal Navajee Munoth Jain Engineering College  Rajiv Gandhi Salai (OMR)  Thorappakkam  Chennai 600096,EC,29
1310,MIN,Non Autonomous,Co.Ed,CHENGALPET,Misrimal Navajee Munoth Jain Engineering College  Rajiv Gandhi Salai (OMR)  Thorappakkam  Chennai 600096,EE,15
1310,MIN,Non Autonomous,Co.Ed,CHENGALPET,Misrimal Navajee Munoth Jain Engineering College  Rajiv Gandhi Salai (OMR)  Thorappakkam  Chennai 600096,IT,29
1310,MIN,Non Autonomous,Co.Ed,CHENGALPET,Misrimal Navajee Munoth Jain Engineering College  Rajiv Gandhi Salai (OMR)  Thorappakkam  Chennai 600096,ME,15
1310 Total,,,,,,,176
1311,MIN,Non Autonomous,Co.Ed,CHENGALPET,K C G College of Technology  Karappakkam  Chennai 600096,AD,29
1311,MIN,Non Autonomous,Co.Ed,CHENGALPET,K C G College of Technology  Karappakkam  Chennai 600096,AE,29
1311,MIN,Non Autonomous,Co.Ed,CHENGALPET,K C G College of Technology  Karappakkam  Chennai 600096,AO,29
1311,MIN,Non Autonomous,Co.Ed,CHENGALPET,K C G College of Technology  Karappakkam  Chennai 600096,AU,15
1311,MIN,Non Autonomous,Co.Ed,CHENGALPET,K C G College of Technology  Karappakkam  Chennai 600096,CE,15
1311,MIN,Non Autonomous,Co.Ed,CHENGALPET,K C G College of Technology  Karappakkam  Chennai 600096,CS,88
1311,MIN,Non Autonomous,Co.Ed,CHENGALPET,K C G College of Technology  Karappakkam  Chennai 600096,EC,44
1311,MIN,Non Autonomous,Co.Ed,CHENGALPET,K C G College of Technology  Karappakkam  Chennai 600096,EE,15
1311,MIN,Non Autonomous,Co.Ed,CHENGALPET,K C G College of Technology  Karappakkam  Chennai 600096,FT,15
1311,MIN,Non Autonomous,Co.Ed,CHENGALPET,K C G College of Technology  Karappakkam  Chennai 600096,IT,59
1311,MIN,Non Autonomous,Co.Ed,CHENGALPET,K C G College of Technology  Karappakkam  Chennai 600096,ME,15
1311,MIN,Non Autonomous,Co.Ed,CHENGALPET,K C G College of Technology  Karappakkam  Chennai 600096,MZ,15
1311,MIN,Non Autonomous,Co.Ed,CHENGALPET,K C G College of Technology  Karappakkam  Chennai 600096,SC,29
1311 Total,,,,,,,397
1313,MIN,Non Autonomous,Co.Ed,CHENGALPET,Shree Motilal Kanhaiyalal (SMK)Fomra Institute of Technology  Old Mahabalipuram Road (OMR)  Kelambakkam  Chengalpattu District 603103,AD,44
1313,MIN,Non Autonomous,Co.Ed,CHENGALPET,Shree Motilal Kanhaiyalal (SMK)Fomra Institute of Technology  Old Mahabalipuram Road (OMR)  Kelambakkam  Chengalpattu District 603103,BM,29
1313,MIN,Non Autonomous,Co.Ed,CHENGALPET,Shree Motilal Kanhaiyalal (SMK)Fomra Institute of Technology  Old Mahabalipuram Road (OMR)  Kelambakkam  Chengalpattu District 603103,CS,44
1313,MIN,Non Autonomous,Co.Ed,CHENGALPET,Shree Motilal Kanhaiyalal (SMK)Fomra Institute of Technology  Old Mahabalipuram Road (OMR)  Kelambakkam  Chengalpattu District 603103,EC,24
1313,MIN,Non Autonomous,Co.Ed,CHENGALPET,Shree Motilal Kanhaiyalal (SMK)Fomra Institute of Technology  Old Mahabalipuram Road (OMR)  Kelambakkam  Chengalpattu District 603103,EE,15
1313,MIN,Non Autonomous,Co.Ed,CHENGALPET,Shree Motilal Kanhaiyalal (SMK)Fomra Institute of Technology  Old Mahabalipuram Road (OMR)  Kelambakkam  Chengalpattu District 603103,IT,20
1313,MIN,Non Autonomous,Co.Ed,CHENGALPET,Shree Motilal Kanhaiyalal (SMK)Fomra Institute of Technology  Old Mahabalipuram Road (OMR)  Kelambakkam  Chengalpattu District 603103,ME,15
1313 Total,,,,,,,191
1315,NM,Autonomous,Co.Ed,CHENGALPET,Sri Sivasubramaniya Nadar College of Engineering (Autonomous)  Kalavakkam  Old Mahabalipuram Road (OMR)  Chengalpattu District 603110,BM,38
1315,NM,Autonomous,Co.Ed,CHENGALPET,Sri Sivasubramaniya Nadar College of Engineering (Autonomous)  Kalavakkam  Old Mahabalipuram Road (OMR)  Chengalpattu District 603110,CE,38
1315,NM,Autonomous,Co.Ed,CHENGALPET,Sri Sivasubramaniya Nadar College of Engineering (Autonomous)  Kalavakkam  Old Mahabalipuram Road (OMR)  Chengalpattu District 603110,CH,38
1315,NM,Autonomous,Co.Ed,CHENGALPET,Sri Sivasubramaniya Nadar College of Engineering (Autonomous)  Kalavakkam  Old Mahabalipuram Road (OMR)  Chengalpattu District 603110,CJ,38
1315,NM,Autonomous,Co.Ed,CHENGALPET,Sri Sivasubramaniya Nadar College of Engineering (Autonomous)  Kalavakkam  Old Mahabalipuram Road (OMR)  Chengalpattu District 603110,CS,95
1315,NM,Autonomous,Co.Ed,CHENGALPET,Sri Sivasubramaniya Nadar College of Engineering (Autonomous)  Kalavakkam  Old Mahabalipuram Road (OMR)  Chengalpattu District 603110,EC,77
1315,NM,Autonomous,Co.Ed,CHENGALPET,Sri Sivasubramaniya Nadar College of Engineering (Autonomous)  Kalavakkam  Old Mahabalipuram Road (OMR)  Chengalpattu District 603110,EE,77
1315,NM,Autonomous,Co.Ed,CHENGALPET,Sri Sivasubramaniya Nadar College of Engineering (Autonomous)  Kalavakkam  Old Mahabalipuram Road (OMR)  Chengalpattu District 603110,IT,96
1315,NM,Autonomous,Co.Ed,CHENGALPET,Sri Sivasubramaniya Nadar College of Engineering (Autonomous)  Kalavakkam  Old Mahabalipuram Road (OMR)  Chengalpattu District 603110,ME,76
1315 Total,,,,,,,573
1316,NM,Non Autonomous,Co.Ed,CHENGALPET,Agni College of Technology  Old Mahabalipuram Road (OMR)  Thalambur Village  Chengalpattu District 603103,AD,38
1316,NM,Non Autonomous,Co.Ed,CHENGALPET,Agni College of Technology  Old Mahabalipuram Road (OMR)  Thalambur Village  Chengalpattu District 603103,BM,44
1316,NM,Non Autonomous,Co.Ed,CHENGALPET,Agni College of Technology  Old Mahabalipuram Road (OMR)  Thalambur Village  Chengalpattu District 603103,CE,24
1316,NM,Non Autonomous,Co.Ed,CHENGALPET,Agni College of Technology  Old Mahabalipuram Road (OMR)  Thalambur Village  Chengalpattu District 603103,CH,19
1316,NM,Non Autonomous,Co.Ed,CHENGALPET,Agni College of Technology  Old Mahabalipuram Road (OMR)  Thalambur Village  Chengalpattu District 603103,CS,115
1316,NM,Non Autonomous,Co.Ed,CHENGALPET,Agni College of Technology  Old Mahabalipuram Road (OMR)  Thalambur Village  Chengalpattu District 603103,EC,38
