College Code,Category,Autonomous Status,Co.Ed Status,District,College Name,COURSE,TOTAL
2710,MIN,Autonomous,Co.Ed,COIMBATORE,Karpagam College of Engineering (Autonomous)  Othakkalmandapam  Coimbatore District 641032,ME,59
2710,MIN,Autonomous,Co.Ed,COIMBATORE,Karpagam College of Engineering (Autonomous)  Othakkalmandapam  Coimbatore District 641032,SC,30
2710,MIN,Autonomous,Co.Ed,COIMBATORE,Karpagam College of Engineering (Autonomous)  Othakkalmandapam  Coimbatore District 641032,TS,29
2710 Total,,,,,,,565
2711,NM,Autonomous,Co.Ed,ERODE,Kongu Engineering College (Autonomous)  Perundurai  Erode District 638052,AD,115
2711,NM,Autonomous,Co.Ed,ERODE,Kongu Engineering College (Autonomous)  Perundurai  Erode District 638052,AL,77
2711,NM,Autonomous,Co.Ed,ERODE,Kongu Engineering College (Autonomous)  Perundurai  Erode District 638052,AU,19
2711,NM,Autonomous,Co.Ed,ERODE,Kongu Engineering College (Autonomous)  Perundurai  Erode District 638052,CD,115
2711,NM,Autonomous,Co.Ed,ERODE,Kongu Engineering College (Autonomous)  Perundurai  Erode District 638052,CE,38
2711,NM,Autonomous,Co.Ed,ERODE,Kongu Engineering College (Autonomous)  Perundurai  Erode District 638052,CH,38
2711,NM,Autonomous,Co.Ed,ERODE,Kongu Engineering College (Autonomous)  Perundurai  Erode District 638052,CS,153
2711,NM,Autonomous,Co.Ed,ERODE,Kongu Engineering College (Autonomous)  Perundurai  Erode District 638052,EC,153
2711,NM,Autonomous,Co.Ed,ERODE,Kongu Engineering College (Autonomous)  Perundurai  Erode District 638052,EE,76
2711,NM,Autonomous,Co.Ed,ERODE,Kongu Engineering College (Autonomous)  Perundurai  Erode District 638052,EI,76
2711,NM,Autonomous,Co.Ed,ERODE,Kongu Engineering College (Autonomous)  Perundurai  Erode District 638052,FD,38
2711,NM,Autonomous,Co.Ed,ERODE,Kongu Engineering College (Autonomous)  Perundurai  Erode District 638052,IT,115
2711,NM,Autonomous,Co.Ed,ERODE,Kongu Engineering College (Autonomous)  Perundurai  Erode District 638052,ME,38
2711,NM,Autonomous,Co.Ed,ERODE,Kongu Engineering College (Autonomous)  Perundurai  Erode District 638052,MZ,76
2711 Total,,,,,,,1127
2712,NM,Autonomous,Co.Ed,COIMBATORE,Kumaraguru College of Technology (Autonomous)  Chinnavedampatti Post  Coimbatore District 641006,AD,77
2712,NM,Autonomous,Co.Ed,COIMBATORE,Kumaraguru College of Technology (Autonomous)  Chinnavedampatti Post  Coimbatore District 641006,AE,44
2712,NM,Autonomous,Co.Ed,COIMBATORE,Kumaraguru College of Technology (Autonomous)  Chinnavedampatti Post  Coimbatore District 641006,AU,48
2712,NM,Autonomous,Co.Ed,COIMBATORE,Kumaraguru College of Technology (Autonomous)  Chinnavedampatti Post  Coimbatore District 641006,BT,44
2712,NM,Autonomous,Co.Ed,COIMBATORE,Kumaraguru College of Technology (Autonomous)  Chinnavedampatti Post  Coimbatore District 641006,CE,88
2712,NM,Autonomous,Co.Ed,COIMBATORE,Kumaraguru College of Technology (Autonomous)  Chinnavedampatti Post  Coimbatore District 641006,CS,115
2712,NM,Autonomous,Co.Ed,COIMBATORE,Kumaraguru College of Technology (Autonomous)  Chinnavedampatti Post  Coimbatore District 641006,EC,133
2712,NM,Autonomous,Co.Ed,COIMBATORE,Kumaraguru College of Technology (Autonomous)  Chinnavedampatti Post  Coimbatore District 641006,EE,87
2712,NM,Autonomous,Co.Ed,COIMBATORE,Kumaraguru College of Technology (Autonomous)  Chinnavedampatti Post  Coimbatore District 641006,EI,44
2712,NM,Autonomous,Co.Ed,COIMBATORE,Kumaraguru College of Technology (Autonomous)  Chinnavedampatti Post  Coimbatore District 641006,FT,38
2712,NM,Autonomous,Co.Ed,COIMBATORE,Kumaraguru College of Technology (Autonomous)  Chinnavedampatti Post  Coimbatore District 641006,IT,76
2712,NM,Autonomous,Co.Ed,COIMBATORE,Kumaraguru College of Technology (Autonomous)  Chinnavedampatti Post  Coimbatore District 641006,ME,76
2712,NM,Autonomous,Co.Ed,COIMBATORE,Kumaraguru College of Technology (Autonomous)  Chinnavedampatti Post  Coimbatore District 641006,MZ,44
2712,NM,Autonomous,Co.Ed,COIMBATORE,Kumaraguru College of Technology (Autonomous)  Chinnavedampatti Post  Coimbatore District 641006,TX,43
2712 Total,,,,,,,957
2713,NM,Non Autonomous,Co.Ed,ERODE,M P Nachimuthu M Jaganathan Engineering College  Chennimalai  Erode District 638112,CE,20
2713,NM,Non Autonomous,Co.Ed,ERODE,M P Nachimuthu M Jaganathan Engineering College  Chennimalai  Erode District 638112,CS,49
2713,NM,Non Autonomous,Co.Ed,ERODE,M P Nachimuthu M Jaganathan Engineering College  Chennimalai  Erode District 638112,EC,49
2713,NM,Non Autonomous,Co.Ed,ERODE,M P Nachimuthu M Jaganathan Engineering College  Chennimalai  Erode District 638112,EE,39
2713,NM,Non Autonomous,Co.Ed,ERODE,M P Nachimuthu M Jaganathan Engineering College  Chennimalai  Erode District 638112,IT,54
2713,NM,Non Autonomous,Co.Ed,ERODE,M P Nachimuthu M Jaganathan Engineering College  Chennimalai  Erode District 638112,ME,39
2713 Total,,,,,,,250
2715,NM,Autonomous,Co.Ed,ERODE,Nandha Engineering College (Autonomous)  Pitchandampalayam Post  Erode District 638052,AD,39
2715,NM,Autonomous,Co.Ed,ERODE,Nandha Engineering College (Autonomous)  Pitchandampalayam Post  Erode District 638052,AG,53
2715,NM,Autonomous,Co.Ed,ERODE,Nandha Engineering College (Autonomous)  Pitchandampalayam Post  Erode District 638052,BM,45
2715,NM,Autonomous,Co.Ed,ERODE,Nandha Engineering College (Autonomous)  Pitchandampalayam Post  Erode District 638052,CE,26
2715,NM,Autonomous,Co.Ed,ERODE,Nandha Engineering College (Autonomous)  Pitchandampalayam Post  Erode District 638052,CH,24
2715,NM,Autonomous,Co.Ed,ERODE,Nandha Engineering College (Autonomous)  Pitchandampalayam Post  Erode District 638052,CI,38
2715,NM,Autonomous,Co.Ed,ERODE,Nandha Engineering College (Autonomous)  Pitchandampalayam Post  Erode District 638052,CS,126
2715,NM,Autonomous,Co.Ed,ERODE,Nandha Engineering College (Autonomous)  Pitchandampalayam Post  Erode District 638052,EC,77
2715,NM,Autonomous,Co.Ed,ERODE,Nandha Engineering College (Autonomous)  Pitchandampalayam Post  Erode District 638052,EE,44
2715,NM,Autonomous,Co.Ed,ERODE,Nandha Engineering College (Autonomous)  Pitchandampalayam Post  Erode District 638052,IT,101
2715,NM,Autonomous,Co.Ed,ERODE,Nandha Engineering College (Autonomous)  Pitchandampalayam Post  Erode District 638052,ME,57
2715,NM,Autonomous,Co.Ed,ERODE,Nandha Engineering College (Autonomous)  Pitchandampalayam Post  Erode District 638052,SC,38
2715 Total,,,,,,,668
2716,NM,Non Autonomous,Co.Ed,COIMBATORE,Park College of Engineering and Technology  Kaniyur  Coimbatore District 641659,AD,38
2716,NM,Non Autonomous,Co.Ed,COIMBATORE,Park College of Engineering and Technology  Kaniyur  Coimbatore District 641659,AE,38
2716,NM,Non Autonomous,Co.Ed,COIMBATORE,Park College of Engineering and Technology  Kaniyur  Coimbatore District 641659,AG,38
2716,NM,Non Autonomous,Co.Ed,COIMBATORE,Park College of Engineering and Technology  Kaniyur  Coimbatore District 641659,BM,38
2716,NM,Non Autonomous,Co.Ed,COIMBATORE,Park College of Engineering and Technology  Kaniyur  Coimbatore District 641659,CS,38
2716,NM,Non Autonomous,Co.Ed,COIMBATORE,Park College of Engineering and Technology  Kaniyur  Coimbatore District 641659,EC,38
2716,NM,Non Autonomous,Co.Ed,COIMBATORE,Park College of Engineering and Technology  Kaniyur  Coimbatore District 641659,EE,38
2716,NM,Non Autonomous,Co.Ed,COIMBATORE,Park College of Engineering and Technology  Kaniyur  Coimbatore District 641659,GI,18
2716,NM,Non Autonomous,Co.Ed,COIMBATORE,Park College of Engineering and Technology  Kaniyur  Coimbatore District 641659,IT,58
2716,NM,Non Autonomous,Co.Ed,COIMBATORE,Park College of Engineering and Technology  Kaniyur  Coimbatore District 641659,MD,21
2716,NM,Non Autonomous,Co.Ed,COIMBATORE,Park College of Engineering and Technology  Kaniyur  Coimbatore District 641659,ME,38
2716,NM,Non Autonomous,Co.Ed,COIMBATORE,Park College of Engineering and Technology  Kaniyur  Coimbatore District 641659,MZ,19
2716,NM,Non Autonomous,Co.Ed,COIMBATORE,Park College of Engineering and Technology  Kaniyur  Coimbatore District 641659,RM,23
2716,NM,Non Autonomous,Co.Ed,COIMBATORE,Park College of Engineering and Technology  Kaniyur  Coimbatore District 641659,SC,22
2716,NM,Non Autonomous,Co.Ed,COIMBATORE,Park College of Engineering and Technology  Kaniyur  Coimbatore District 641659,TX,23
2716 Total,,,,,,,488
2717,NM,Non Autonomous,Co.Ed,TIRUPPUR,Sasurie College of Engineering  Vijayamangalam  Tiruppur District 638056,AD,59
2717,NM,Non Autonomous,Co.Ed,TIRUPPUR,Sasurie College of Engineering  Vijayamangalam  Tiruppur District 638056,CE,29
2717,NM,Non Autonomous,Co.Ed,TIRUPPUR,Sasurie College of Engineering  Vijayamangalam  Tiruppur District 638056,CS,117
2717,NM,Non Autonomous,Co.Ed,TIRUPPUR,Sasurie College of Engineering  Vijayamangalam  Tiruppur District 638056,EC,118
2717,NM,Non Autonomous,Co.Ed,TIRUPPUR,Sasurie College of Engineering  Vijayamangalam  Tiruppur District 638056,EE,29
2717,NM,Non Autonomous,Co.Ed,TIRUPPUR,Sasurie College of Engineering  Vijayamangalam  Tiruppur District 638056,IT,59
2717,NM,Non Autonomous,Co.Ed,TIRUPPUR,Sasurie College of Engineering  Vijayamangalam  Tiruppur District 638056,ME,59
2717,NM,Non Autonomous,Co.Ed,TIRUPPUR,Sasurie College of Engineering  Vijayamangalam  Tiruppur District 638056,SC,59
2717 Total,,,,,,,529
2718,NM,Autonomous,Co.Ed,COIMBATORE,Sri Krishna College of Enginering and Technology (Autonomous)   Kuniamuthur  Coimbatore District 641008,AD,83
2718,NM,Autonomous,Co.Ed,COIMBATORE,Sri Krishna College of Enginering and Technology (Autonomous)   Kuniamuthur  Coimbatore District 641008,CB,44
2718,NM,Autonomous,Co.Ed,COIMBATORE,Sri Krishna College of Enginering and Technology (Autonomous)   Kuniamuthur  Coimbatore District 641008,CD,38
2718,NM,Autonomous,Co.Ed,COIMBATORE,Sri Krishna College of Enginering and Technology (Autonomous)   Kuniamuthur  Coimbatore District 641008,CE,44
2718,NM,Autonomous,Co.Ed,COIMBATORE,Sri Krishna College of Enginering and Technology (Autonomous)   Kuniamuthur  Coimbatore District 641008,CJ,38
2718,NM,Autonomous,Co.Ed,COIMBATORE,Sri Krishna College of Enginering and Technology (Autonomous)   Kuniamuthur  Coimbatore District 641008,CS,171
2718,NM,Autonomous,Co.Ed,COIMBATORE,Sri Krishna College of Enginering and Technology (Autonomous)   Kuniamuthur  Coimbatore District 641008,EC,131
2718,NM,Autonomous,Co.Ed,COIMBATORE,Sri Krishna College of Enginering and Technology (Autonomous)   Kuniamuthur  Coimbatore District 641008,EE,87
2718,NM,Autonomous,Co.Ed,COIMBATORE,Sri Krishna College of Enginering and Technology (Autonomous)   Kuniamuthur  Coimbatore District 641008,IT,170
2718,NM,Autonomous,Co.Ed,COIMBATORE,Sri Krishna College of Enginering and Technology (Autonomous)   Kuniamuthur  Coimbatore District 641008,ME,88
2718,NM,Autonomous,Co.Ed,COIMBATORE,Sri Krishna College of Enginering and Technology (Autonomous)   Kuniamuthur  Coimbatore District 641008,MZ,88
2718,NM,Autonomous,Co.Ed,COIMBATORE,Sri Krishna College of Enginering and Technology (Autonomous)   Kuniamuthur  Coimbatore District 641008,SC,38
2718 Total,,,,,,,1020
2719,NM,Autonomous,Co.Ed,COIMBATORE,Sri Ramakrishna Engineering College (Autonomous)  Vattamalaipalayam  Coimbatore District 641022,AD,38
2719,NM,Autonomous,Co.Ed,COIMBATORE,Sri Ramakrishna Engineering College (Autonomous)  Vattamalaipalayam  Coimbatore District 641022,AE,20
2719,NM,Autonomous,Co.Ed,COIMBATORE,Sri Ramakrishna Engineering College (Autonomous)  Vattamalaipalayam  Coimbatore District 641022,BM,38
2719,NM,Autonomous,Co.Ed,COIMBATORE,Sri Ramakrishna Engineering College (Autonomous)  Vattamalaipalayam  Coimbatore District 641022,CE,53
2719,NM,Autonomous,Co.Ed,COIMBATORE,Sri Ramakrishna Engineering College (Autonomous)  Vattamalaipalayam  Coimbatore District 641022,CJ,38
2719,NM,Autonomous,Co.Ed,COIMBATORE,Sri Ramakrishna Engineering College (Autonomous)  Vattamalaipalayam  Coimbatore District 641022,CS,115
2719,NM,Autonomous,Co.Ed,COIMBATORE,Sri Ramakrishna Engineering College (Autonomous)  Vattamalaipalayam  Coimbatore District 641022,EC,115
2719,NM,Autonomous,Co.Ed,COIMBATORE,Sri Ramakrishna Engineering College (Autonomous)  Vattamalaipalayam  Coimbatore District 641022,EE,57
2719,NM,Autonomous,Co.Ed,COIMBATORE,Sri Ramakrishna Engineering College (Autonomous)  Vattamalaipalayam  Coimbatore District 641022,EI,38
2719,NM,Autonomous,Co.Ed,COIMBATORE,Sri Ramakrishna Engineering College (Autonomous)  Vattamalaipalayam  Coimbatore District 641022,IT,76
2719,NM,Autonomous,Co.Ed,COIMBATORE,Sri Ramakrishna Engineering College (Autonomous)  Vattamalaipalayam  Coimbatore District 641022,ME,57
2719,NM,Autonomous,Co.Ed,COIMBATORE,Sri Ramakrishna Engineering College (Autonomous)  Vattamalaipalayam  Coimbatore District 641022,RM,38
2719 Total,,,,,,,683
2721,NM,Non Autonomous,Co.Ed,COIMBATORE,Tamilnadu College of Engineering  Karumathampatti Post  Coimbatore District 641659,AD,20
2721,NM,Non Autonomous,Co.Ed,COIMBATORE,Tamilnadu College of Engineering  Karumathampatti Post  Coimbatore District 641659,AU,24
2721,NM,Non Autonomous,Co.Ed,COIMBATORE,Tamilnadu College of Engineering  Karumathampatti Post  Coimbatore District 641659,CE,25
2721,NM,Non Autonomous,Co.Ed,COIMBATORE,Tamilnadu College of Engineering  Karumathampatti Post  Coimbatore District 641659,CS,38
2721,NM,Non Autonomous,Co.Ed,COIMBATORE,Tamilnadu College of Engineering  Karumathampatti Post  Coimbatore District 641659,EC,39
2721,NM,Non Autonomous,Co.Ed,COIMBATORE,Tamilnadu College of Engineering  Karumathampatti Post  Coimbatore District 641659,EE,24
2721,NM,Non Autonomous,Co.Ed,COIMBATORE,Tamilnadu College of Engineering  Karumathampatti Post  Coimbatore District 641659,IC,25
2721,NM,Non Autonomous,Co.Ed,COIMBATORE,Tamilnadu College of Engineering  Karumathampatti Post  Coimbatore District 641659,IT,39
2721,NM,Non Autonomous,Co.Ed,COIMBATORE,Tamilnadu College of Engineering  Karumathampatti Post  Coimbatore District 641659,ME,25
2721 Total,,,,,,,259
2722,NM,Autonomous,Co.Ed,COIMBATORE,Sri Krishna College of Technology (Autonomous)   Kovaipudur Post  Coimbatore District 641042,AD,76
2722,NM,Autonomous,Co.Ed,COIMBATORE,Sri Krishna College of Technology (Autonomous)   Kovaipudur Post  Coimbatore District 641042,AM,38
2722,NM,Autonomous,Co.Ed,COIMBATORE,Sri Krishna College of Technology (Autonomous)   Kovaipudur Post  Coimbatore District 641042,CE,48
2722,NM,Autonomous,Co.Ed,COIMBATORE,Sri Krishna College of Technology (Autonomous)   Kovaipudur Post  Coimbatore District 641042,CI,38
2722,NM,Autonomous,Co.Ed,COIMBATORE,Sri Krishna College of Technology (Autonomous)   Kovaipudur Post  Coimbatore District 641042,CS,153
2722,NM,Autonomous,Co.Ed,COIMBATORE,Sri Krishna College of Technology (Autonomous)   Kovaipudur Post  Coimbatore District 641042,EC,115
2722,NM,Autonomous,Co.Ed,COIMBATORE,Sri Krishna College of Technology (Autonomous)   Kovaipudur Post  Coimbatore District 641042,EE,76
2722,NM,Autonomous,Co.Ed,COIMBATORE,Sri Krishna College of Technology (Autonomous)   Kovaipudur Post  Coimbatore District 641042,IT,115
2722,NM,Autonomous,Co.Ed,COIMBATORE,Sri Krishna College of Technology (Autonomous)   Kovaipudur Post  Coimbatore District 641042,ME,48
2722,NM,Autonomous,Co.Ed,COIMBATORE,Sri Krishna College of Technology (Autonomous)   Kovaipudur Post  Coimbatore District 641042,SC,39
2722 Total,,,,,,,746
2723,NM,Autonomous,Co.Ed,ERODE,Velalar College of Engineering and Technology (Autonomous)  Thindal Post  Erode District 638012,AD,39
2723,NM,Autonomous,Co.Ed,ERODE,Velalar College of Engineering and Technology (Autonomous)  Thindal Post  Erode District 638012,AM,38
2723,NM,Autonomous,Co.Ed,ERODE,Velalar College of Engineering and Technology (Autonomous)  Thindal Post  Erode District 638012,BM,77
2723,NM,Autonomous,Co.Ed,ERODE,Velalar College of Engineering and Technology (Autonomous)  Thindal Post  Erode District 638012,CE,19
2723,NM,Autonomous,Co.Ed,ERODE,Velalar College of Engineering and Technology (Autonomous)  Thindal Post  Erode District 638012,CS,76
2723,NM,Autonomous,Co.Ed,ERODE,Velalar College of Engineering and Technology (Autonomous)  Thindal Post  Erode District 638012,EC,115
2723,NM,Autonomous,Co.Ed,ERODE,Velalar College of Engineering and Technology (Autonomous)  Thindal Post  Erode District 638012,EE,38
2723,NM,Autonomous,Co.Ed,ERODE,Velalar College of Engineering and Technology (Autonomous)  Thindal Post  Erode District 638012,IT,76
2723,NM,Autonomous,Co.Ed,ERODE,Velalar College of Engineering and Technology (Autonomous)  Thindal Post  Erode District 638012,MD,38
2723,NM,Autonomous,Co.Ed,ERODE,Velalar College of Engineering and Technology (Autonomous)  Thindal Post  Erode District 638012,ME,38
2723 Total,,,,,,,554
2725,NM,Autonomous,Co.Ed,COIMBATORE,Sri Ramakrishna Institute of Technology (Autonomous)  Pachapalayam  Coimbatore District 641010,CS,115
2725,NM,Autonomous,Co.Ed,COIMBATORE,Sri Ramakrishna Institute of Technology (Autonomous)  Pachapalayam  Coimbatore District 641010,EC,38
2725,NM,Autonomous,Co.Ed,COIMBATORE,Sri Ramakrishna Institute of Technology (Autonomous)  Pachapalayam  Coimbatore District 641010,EE,19
2725,NM,Autonomous,Co.Ed,COIMBATORE,Sri Ramakrishna Institute of Technology (Autonomous)  Pachapalayam  Coimbatore District 641010,IT,38
2725,NM,Autonomous,Co.Ed,COIMBATORE,Sri Ramakrishna Institute of Technology (Autonomous)  Pachapalayam  Coimbatore District 641010,ME,24
2725 Total,,,,,,,234
2726,NM,Autonomous,Co.Ed,COIMBATORE,SNS College of Technology (Autonomous)  Kalappatti Post  Coimbatore District 641035,AG,38
2726,NM,Autonomous,Co.Ed,COIMBATORE,SNS College of Technology (Autonomous)  Kalappatti Post  Coimbatore District 641035,AL,76
2726,NM,Autonomous,Co.Ed,COIMBATORE,SNS College of Technology (Autonomous)  Kalappatti Post  Coimbatore District 641035,AO,19
2726,NM,Autonomous,Co.Ed,COIMBATORE,SNS College of Technology (Autonomous)  Kalappatti Post  Coimbatore District 641035,AU,19
2726,NM,Autonomous,Co.Ed,COIMBATORE,SNS College of Technology (Autonomous)  Kalappatti Post  Coimbatore District 641035,BM,38
2726,NM,Autonomous,Co.Ed,COIMBATORE,SNS College of Technology (Autonomous)  Kalappatti Post  Coimbatore District 641035,CE,38
2726,NM,Autonomous,Co.Ed,COIMBATORE,SNS College of Technology (Autonomous)  Kalappatti Post  Coimbatore District 641035,CS,115
2726,NM,Autonomous,Co.Ed,COIMBATORE,SNS College of Technology (Autonomous)  Kalappatti Post  Coimbatore District 641035,EC,96
2726,NM,Autonomous,Co.Ed,COIMBATORE,SNS College of Technology (Autonomous)  Kalappatti Post  Coimbatore District 641035,EE,38
2726,NM,Autonomous,Co.Ed,COIMBATORE,SNS College of Technology (Autonomous)  Kalappatti Post  Coimbatore District 641035,FD,39
2726,NM,Autonomous,Co.Ed,COIMBATORE,SNS College of Technology (Autonomous)  Kalappatti Post  Coimbatore District 641035,IT,38
2726,NM,Autonomous,Co.Ed,COIMBATORE,SNS College of Technology (Autonomous)  Kalappatti Post  Coimbatore District 641035,ME,58
2726,NM,Autonomous,Co.Ed,COIMBATORE,SNS College of Technology (Autonomous)  Kalappatti Post  Coimbatore District 641035,MZ,38
2726 Total,,,,,,,650
2727,NM,Autonomous,Co.Ed,COIMBATORE,Sri Shakthi Institute of Engineering and Technology (Autonomous)  L&T Bye-Pass  Venkitapuram Post  Comibatore District 641062,AD,141
2727,NM,Autonomous,Co.Ed,COIMBATORE,Sri Shakthi Institute of Engineering and Technology (Autonomous)  L&T Bye-Pass  Venkitapuram Post  Comibatore District 641062,AG,38
2727,NM,Autonomous,Co.Ed,COIMBATORE,Sri Shakthi Institute of Engineering and Technology (Autonomous)  L&T Bye-Pass  Venkitapuram Post  Comibatore District 641062,AL,118
2727,NM,Autonomous,Co.Ed,COIMBATORE,Sri Shakthi Institute of Engineering and Technology (Autonomous)  L&T Bye-Pass  Venkitapuram Post  Comibatore District 641062,BM,53
2727,NM,Autonomous,Co.Ed,COIMBATORE,Sri Shakthi Institute of Engineering and Technology (Autonomous)  L&T Bye-Pass  Venkitapuram Post  Comibatore District 641062,BT,38
2727,NM,Autonomous,Co.Ed,COIMBATORE,Sri Shakthi Institute of Engineering and Technology (Autonomous)  L&T Bye-Pass  Venkitapuram Post  Comibatore District 641062,CE,38
2727,NM,Autonomous,Co.Ed,COIMBATORE,Sri Shakthi Institute of Engineering and Technology (Autonomous)  L&T Bye-Pass  Venkitapuram Post  Comibatore District 641062,CS,141
2727,NM,Autonomous,Co.Ed,COIMBATORE,Sri Shakthi Institute of Engineering and Technology (Autonomous)  L&T Bye-Pass  Venkitapuram Post  Comibatore District 641062,EC,118
2727,NM,Autonomous,Co.Ed,COIMBATORE,Sri Shakthi Institute of Engineering and Technology (Autonomous)  L&T Bye-Pass  Venkitapuram Post  Comibatore District 641062,EE,41
2727,NM,Autonomous,Co.Ed,COIMBATORE,Sri Shakthi Institute of Engineering and Technology (Autonomous)  L&T Bye-Pass  Venkitapuram Post  Comibatore District 641062,FD,44
2727,NM,Autonomous,Co.Ed,COIMBATORE,Sri Shakthi Institute of Engineering and Technology (Autonomous)  L&T Bye-Pass  Venkitapuram Post  Comibatore District 641062,IT,168
2727,NM,Autonomous,Co.Ed,COIMBATORE,Sri Shakthi Institute of Engineering and Technology (Autonomous)  L&T Bye-Pass  Venkitapuram Post  Comibatore District 641062,ME,44
2727,NM,Autonomous,Co.Ed,COIMBATORE,Sri Shakthi Institute of Engineering and Technology (Autonomous)  L&T Bye-Pass  Venkitapuram Post  Comibatore District 641062,SC,118
2727 Total,,,,,,,1100
2729,NM,Non Autonomous,Co.Ed,COIMBATORE,Nehru Institute of Engineering and Technology  Thirumalayampalayam Post  Coimbatore District 641105,AD,38
2729,NM,Non Autonomous,Co.Ed,COIMBATORE,Nehru Institute of Engineering and Technology  Thirumalayampalayam Post  Coimbatore District 641105,AE,76
2729,NM,Non Autonomous,Co.Ed,COIMBATORE,Nehru Institute of Engineering and Technology  Thirumalayampalayam Post  Coimbatore District 641105,CB,39
2729,NM,Non Autonomous,Co.Ed,COIMBATORE,Nehru Institute of Engineering and Technology  Thirumalayampalayam Post  Coimbatore District 641105,CS,38
2729,NM,Non Autonomous,Co.Ed,COIMBATORE,Nehru Institute of Engineering and Technology  Thirumalayampalayam Post  Coimbatore District 641105,EC,76
2729,NM,Non Autonomous,Co.Ed,COIMBATORE,Nehru Institute of Engineering and Technology  Thirumalayampalayam Post  Coimbatore District 641105,EE,38
2729,NM,Non Autonomous,Co.Ed,COIMBATORE,Nehru Institute of Engineering and Technology  Thirumalayampalayam Post  Coimbatore District 641105,IT,38
2729,NM,Non Autonomous,Co.Ed,COIMBATORE,Nehru Institute of Engineering and Technology  Thirumalayampalayam Post  Coimbatore District 641105,ME,39
2729,NM,Non Autonomous,Co.Ed,COIMBATORE,Nehru Institute of Engineering and Technology  Thirumalayampalayam Post  Coimbatore District 641105,MZ,38
2729 Total,,,,,,,420
2731,NM,Non Autonomous,Co.Ed,COIMBATORE,R V S College of Engineering and Technology  Kannampalayam  Sulur  Coimbatore District 641402,AD,57
2731,NM,Non Autonomous,Co.Ed,COIMBATORE,R V S College of Engineering and Technology  Kannampalayam  Sulur  Coimbatore District 641402,CS,38
2731,NM,Non Autonomous,Co.Ed,COIMBATORE,R V S College of Engineering and Technology  Kannampalayam  Sulur  Coimbatore District 641402,EC,38
2731,NM,Non Autonomous,Co.Ed,COIMBATORE,R V S College of Engineering and Technology  Kannampalayam  Sulur  Coimbatore District 641402,EE,19
2731,NM,Non Autonomous,Co.Ed,COIMBATORE,R V S College of Engineering and Technology  Kannampalayam  Sulur  Coimbatore District 641402,IT,38
2731,NM,Non Autonomous,Co.Ed,COIMBATORE,R V S College of Engineering and Technology  Kannampalayam  Sulur  Coimbatore District 641402,ME,19
2731,NM,Non Autonomous,Co.Ed,COIMBATORE,R V S College of Engineering and Technology  Kannampalayam  Sulur  Coimbatore District 641402,PC,20
2731 Total,,,,,,,229
2732,NM,Non Autonomous,Co.Ed,COIMBATORE,Info Institute of Engineering  Sarkar Samakulam  Coimbatore District 641107,AD,49
2732,NM,Non Autonomous,Co.Ed,COIMBATORE,Info Institute of Engineering  Sarkar Samakulam  Coimbatore District 641107,CS,69
2732,NM,Non Autonomous,Co.Ed,COIMBATORE,Info Institute of Engineering  Sarkar Samakulam  Coimbatore District 641107,EC,38
2732,NM,Non Autonomous,Co.Ed,COIMBATORE,Info Institute of Engineering  Sarkar Samakulam  Coimbatore District 641107,EE,20
2732,NM,Non Autonomous,Co.Ed,COIMBATORE,Info Institute of Engineering  Sarkar Samakulam  Coimbatore District 641107,IT,38
2732,NM,Non Autonomous,Co.Ed,COIMBATORE,Info Institute of Engineering  Sarkar Samakulam  Coimbatore District 641107,ME,38
2732 Total,,,,,,,252
2733,NM,Non Autonomous,Co.Ed,TIRUPPUR,Angel College of Engineering and Technology  P.K.Palayam  Ugayanur Village  Tirupur District 641 665,CE,38
2733,NM,Non Autonomous,Co.Ed,TIRUPPUR,Angel College of Engineering and Technology  P.K.Palayam  Ugayanur Village  Tirupur District 641 665,CS,49
2733,NM,Non Autonomous,Co.Ed,TIRUPPUR,Angel College of Engineering and Technology  P.K.Palayam  Ugayanur Village  Tirupur District 641 665,EC,58
2733,NM,Non Autonomous,Co.Ed,TIRUPPUR,Angel College of Engineering and Technology  P.K.Palayam  Ugayanur Village  Tirupur District 641 665,EE,38
2733,NM,Non Autonomous,Co.Ed,TIRUPPUR,Angel College of Engineering and Technology  P.K.Palayam  Ugayanur Village  Tirupur District 641 665,FT,39
2733,NM,Non Autonomous,Co.Ed,TIRUPPUR,Angel College of Engineering and Technology  P.K.Palayam  Ugayanur Village  Tirupur District 641 665,ME,38
2733 Total,,,,,,,260
2734,NM,Autonomous,Co.Ed,COIMBATORE,SNS College of Engineering (Autonomous)  Sathy Main Road  Kurumbapalayam Post  Coimbatore District 641107,AD,76
2734,NM,Autonomous,Co.Ed,COIMBATORE,SNS College of Engineering (Autonomous)  Sathy Main Road  Kurumbapalayam Post  Coimbatore District 641107,CD,38
2734,NM,Autonomous,Co.Ed,COIMBATORE,SNS College of Engineering (Autonomous)  Sathy Main Road  Kurumbapalayam Post  Coimbatore District 641107,CS,58
2734,NM,Autonomous,Co.Ed,COIMBATORE,SNS College of Engineering (Autonomous)  Sathy Main Road  Kurumbapalayam Post  Coimbatore District 641107,EC,38
2734,NM,Autonomous,Co.Ed,COIMBATORE,SNS College of Engineering (Autonomous)  Sathy Main Road  Kurumbapalayam Post  Coimbatore District 641107,EE,19
2734,NM,Autonomous,Co.Ed,COIMBATORE,SNS College of Engineering (Autonomous)  Sathy Main Road  Kurumbapalayam Post  Coimbatore District 641107,IT,38
