College Code,Category,Autonomous Status,Co.Ed Status,District,College Name,COURSE,TOTAL,Processed
2635,NM,Non Autonomous,Co.Ed,NAMAKKAL,CMS College of Engineering  Emapuram Post  Namakkal District 637003,BM,38,26352635
2635,NM,Non Autonomous,Co.Ed,NAMAKKAL,CMS College of Engineering  Emapuram Post  Namakkal District 637003,CS,38,26352635
2635,NM,Non Autonomous,Co.Ed,NAMAKKAL,CMS College of Engineering  Emapuram Post  Namakkal District 637003,EC,19,26352635
2635,NM,Non Autonomous,Co.Ed,NAMAKKAL,CMS College of Engineering  Emapuram Post  Namakkal District 637003,EE,18,26352635
2635,NM,Non Autonomous,Co.Ed,NAMAKKAL,CMS College of Engineering  Emapuram Post  Namakkal District 637003,ME,20,26352635
2635 Total,,,,,,,171,2635 Total2635 Total
2636,NM,Non Autonomous,Co.Ed,SALEM,A V S Engineering College  Military Road  Ammapet  Salem District 636003,AD,38,26362636
2636,NM,Non Autonomous,Co.Ed,SALEM,A V S Engineering College  Military Road  Ammapet  Salem District 636003,BM,26,26362636
2636,NM,Non Autonomous,Co.Ed,SALEM,A V S Engineering College  Military Road  Ammapet  Salem District 636003,CE,29,26362636
2636,NM,Non Autonomous,Co.Ed,SALEM,A V S Engineering College  Military Road  Ammapet  Salem District 636003,CS,76,26362636
2636,NM,Non Autonomous,Co.Ed,SALEM,A V S Engineering College  Military Road  Ammapet  Salem District 636003,EC,108,26362636
2636,NM,Non Autonomous,Co.Ed,SALEM,A V S Engineering College  Military Road  Ammapet  Salem District 636003,EE,56,26362636
2636,NM,Non Autonomous,Co.Ed,SALEM,A V S Engineering College  Military Road  Ammapet  Salem District 636003,IT,49,26362636
2636,NM,Non Autonomous,Co.Ed,SALEM,A V S Engineering College  Military Road  Ammapet  Salem District 636003,ME,59,26362636
2636 Total,,,,,,,441,2636 Total2636 Total
2638,NM,Non Autonomous,WOMENS,NAMAKKAL,Mahendra Engineering College for Women  Kumaramangalam  Namakkal District 637205,CS,115,26382638
2638,NM,Non Autonomous,WOMENS,NAMAKKAL,Mahendra Engineering College for Women  Kumaramangalam  Namakkal District 637205,EC,76,26382638
2638,NM,Non Autonomous,WOMENS,NAMAKKAL,Mahendra Engineering College for Women  Kumaramangalam  Namakkal District 637205,IT,38,26382638
2638 Total,,,,,,,229,2638 Total2638 Total
2639,NM,Non Autonomous,Co.Ed,SALEM,R P Sarathy Institute of Technology  Poosaripatty  Kadaympatty Taluk  Salem  Tamil Nadu-636305,AD,38,26392639
2639,NM,Non Autonomous,Co.Ed,SALEM,R P Sarathy Institute of Technology  Poosaripatty  Kadaympatty Taluk  Salem  Tamil Nadu-636305,CS,77,26392639
2639,NM,Non Autonomous,Co.Ed,SALEM,R P Sarathy Institute of Technology  Poosaripatty  Kadaympatty Taluk  Salem  Tamil Nadu-636305,EC,38,26392639
2639,NM,Non Autonomous,Co.Ed,SALEM,R P Sarathy Institute of Technology  Poosaripatty  Kadaympatty Taluk  Salem  Tamil Nadu-636305,EE,30,26392639
2639,NM,Non Autonomous,Co.Ed,SALEM,R P Sarathy Institute of Technology  Poosaripatty  Kadaympatty Taluk  Salem  Tamil Nadu-636305,IT,38,26392639
2639,NM,Non Autonomous,Co.Ed,SALEM,R P Sarathy Institute of Technology  Poosaripatty  Kadaympatty Taluk  Salem  Tamil Nadu-636305,ME,29,26392639
2639 Total,,,,,,,250,2639 Total2639 Total
2641,NM,Non Autonomous,Co.Ed,DHARMAPURI,Varuvan Vadivelan Institute of Technology  Nallanahalli  Dharmapuri District 636701,AD,29,26412641
2641,NM,Non Autonomous,Co.Ed,DHARMAPURI,Varuvan Vadivelan Institute of Technology  Nallanahalli  Dharmapuri District 636701,CE,29,26412641
2641,NM,Non Autonomous,Co.Ed,DHARMAPURI,Varuvan Vadivelan Institute of Technology  Nallanahalli  Dharmapuri District 636701,CS,85,26412641
2641,NM,Non Autonomous,Co.Ed,DHARMAPURI,Varuvan Vadivelan Institute of Technology  Nallanahalli  Dharmapuri District 636701,EC,55,26412641
2641,NM,Non Autonomous,Co.Ed,DHARMAPURI,Varuvan Vadivelan Institute of Technology  Nallanahalli  Dharmapuri District 636701,EE,30,26412641
2641,NM,Non Autonomous,Co.Ed,DHARMAPURI,Varuvan Vadivelan Institute of Technology  Nallanahalli  Dharmapuri District 636701,IT,85,26412641
2641,NM,Non Autonomous,Co.Ed,DHARMAPURI,Varuvan Vadivelan Institute of Technology  Nallanahalli  Dharmapuri District 636701,ME,30,26412641
2641 Total,,,,,,,343,2641 Total2641 Total
2642,NM,Non Autonomous,Co.Ed,KRISHNAGIRI,P S V College of Engineeering and Technology  Mittapalli  Balinayanapalli Post  Elathagiri  Krishnagiri District 635108,AD,54,26422642
2642,NM,Non Autonomous,Co.Ed,KRISHNAGIRI,P S V College of Engineeering and Technology  Mittapalli  Balinayanapalli Post  Elathagiri  Krishnagiri District 635108,BM,29,26422642
2642,NM,Non Autonomous,Co.Ed,KRISHNAGIRI,P S V College of Engineeering and Technology  Mittapalli  Balinayanapalli Post  Elathagiri  Krishnagiri District 635108,CE,29,26422642
2642,NM,Non Autonomous,Co.Ed,KRISHNAGIRI,P S V College of Engineeering and Technology  Mittapalli  Balinayanapalli Post  Elathagiri  Krishnagiri District 635108,CS,69,26422642
2642,NM,Non Autonomous,Co.Ed,KRISHNAGIRI,P S V College of Engineeering and Technology  Mittapalli  Balinayanapalli Post  Elathagiri  Krishnagiri District 635108,EC,54,26422642
2642,NM,Non Autonomous,Co.Ed,KRISHNAGIRI,P S V College of Engineeering and Technology  Mittapalli  Balinayanapalli Post  Elathagiri  Krishnagiri District 635108,EE,59,26422642
2642,NM,Non Autonomous,Co.Ed,KRISHNAGIRI,P S V College of Engineeering and Technology  Mittapalli  Balinayanapalli Post  Elathagiri  Krishnagiri District 635108,IT,74,26422642
2642,NM,Non Autonomous,Co.Ed,KRISHNAGIRI,P S V College of Engineeering and Technology  Mittapalli  Balinayanapalli Post  Elathagiri  Krishnagiri District 635108,ME,59,26422642
2642 Total,,,,,,,427,2642 Total2642 Total
2643,NM,Non Autonomous,WOMENS,SALEM,Bharathiyar Institute of Engineering for Women  Deviayakurichi  Attur Taluk  Salem District 636112,AD,112,26432643
2643,NM,Non Autonomous,WOMENS,SALEM,Bharathiyar Institute of Engineering for Women  Deviayakurichi  Attur Taluk  Salem District 636112,CS,113,26432643
2643,NM,Non Autonomous,WOMENS,SALEM,Bharathiyar Institute of Engineering for Women  Deviayakurichi  Attur Taluk  Salem District 636112,EC,59,26432643
2643,NM,Non Autonomous,WOMENS,SALEM,Bharathiyar Institute of Engineering for Women  Deviayakurichi  Attur Taluk  Salem District 636112,EE,59,26432643
2643 Total,,,,,,,343,2643 Total2643 Total
2646,NM,Non Autonomous,Co.Ed,SALEM,Tagore Institute of Engineering and Technology  Deviyakurichi  Attur Taluk  Salem District 636112,AD,53,26462646
2646,NM,Non Autonomous,Co.Ed,SALEM,Tagore Institute of Engineering and Technology  Deviyakurichi  Attur Taluk  Salem District 636112,AM,25,26462646
2646,NM,Non Autonomous,Co.Ed,SALEM,Tagore Institute of Engineering and Technology  Deviyakurichi  Attur Taluk  Salem District 636112,CE,28,26462646
2646,NM,Non Autonomous,Co.Ed,SALEM,Tagore Institute of Engineering and Technology  Deviyakurichi  Attur Taluk  Salem District 636112,CS,53,26462646
2646,NM,Non Autonomous,Co.Ed,SALEM,Tagore Institute of Engineering and Technology  Deviyakurichi  Attur Taluk  Salem District 636112,EC,53,26462646
2646,NM,Non Autonomous,Co.Ed,SALEM,Tagore Institute of Engineering and Technology  Deviyakurichi  Attur Taluk  Salem District 636112,EE,53,26462646
2646,NM,Non Autonomous,Co.Ed,SALEM,Tagore Institute of Engineering and Technology  Deviyakurichi  Attur Taluk  Salem District 636112,ME,53,26462646
2646 Total,,,,,,,318,2646 Total2646 Total
2647,NM,Non Autonomous,Co.Ed,NAMAKKAL,J K K Nataraja College of Engineering and Technology  Komarapalayam Amani  Thattankuttai Panchayat  Namakkal District 638183,CS,54,26472647
2647,NM,Non Autonomous,Co.Ed,NAMAKKAL,J K K Nataraja College of Engineering and Technology  Komarapalayam Amani  Thattankuttai Panchayat  Namakkal District 638183,EC,59,26472647
2647,NM,Non Autonomous,Co.Ed,NAMAKKAL,J K K Nataraja College of Engineering and Technology  Komarapalayam Amani  Thattankuttai Panchayat  Namakkal District 638183,EE,59,26472647
2647,NM,Non Autonomous,Co.Ed,NAMAKKAL,J K K Nataraja College of Engineering and Technology  Komarapalayam Amani  Thattankuttai Panchayat  Namakkal District 638183,IT,59,26472647
2647,NM,Non Autonomous,Co.Ed,NAMAKKAL,J K K Nataraja College of Engineering and Technology  Komarapalayam Amani  Thattankuttai Panchayat  Namakkal District 638183,ME,58,26472647
2647 Total,,,,,,,289,2647 Total2647 Total
2648,NM,Autonomous,Co.Ed,SALEM,Annapoorana Engineering College (Autonomous)  Sankari Main Road  NH-47  Periaseeragapadi  Salem District 636308,AD,49,26482648
2648,NM,Autonomous,Co.Ed,SALEM,Annapoorana Engineering College (Autonomous)  Sankari Main Road  NH-47  Periaseeragapadi  Salem District 636308,AU,59,26482648
2648,NM,Autonomous,Co.Ed,SALEM,Annapoorana Engineering College (Autonomous)  Sankari Main Road  NH-47  Periaseeragapadi  Salem District 636308,BM,59,26482648
2648,NM,Autonomous,Co.Ed,SALEM,Annapoorana Engineering College (Autonomous)  Sankari Main Road  NH-47  Periaseeragapadi  Salem District 636308,CE,59,26482648
2648,NM,Autonomous,Co.Ed,SALEM,Annapoorana Engineering College (Autonomous)  Sankari Main Road  NH-47  Periaseeragapadi  Salem District 636308,CS,49,26482648
2648,NM,Autonomous,Co.Ed,SALEM,Annapoorana Engineering College (Autonomous)  Sankari Main Road  NH-47  Periaseeragapadi  Salem District 636308,EC,49,26482648
2648,NM,Autonomous,Co.Ed,SALEM,Annapoorana Engineering College (Autonomous)  Sankari Main Road  NH-47  Periaseeragapadi  Salem District 636308,EE,58,26482648
2648,NM,Autonomous,Co.Ed,SALEM,Annapoorana Engineering College (Autonomous)  Sankari Main Road  NH-47  Periaseeragapadi  Salem District 636308,IT,49,26482648
2648,NM,Autonomous,Co.Ed,SALEM,Annapoorana Engineering College (Autonomous)  Sankari Main Road  NH-47  Periaseeragapadi  Salem District 636308,ME,59,26482648
2648 Total,,,,,,,490,2648 Total2648 Total
2650,NM,Non Autonomous,Co.Ed,COIMBATORE,Christ The King Engineering College  Cecilia Gardens  Chikkarampalayam Village  Coimbatore District 641104,AD,53,26502650
2650,NM,Non Autonomous,Co.Ed,COIMBATORE,Christ The King Engineering College  Cecilia Gardens  Chikkarampalayam Village  Coimbatore District 641104,CE,19,26502650
2650,NM,Non Autonomous,Co.Ed,COIMBATORE,Christ The King Engineering College  Cecilia Gardens  Chikkarampalayam Village  Coimbatore District 641104,CS,53,26502650
2650,NM,Non Autonomous,Co.Ed,COIMBATORE,Christ The King Engineering College  Cecilia Gardens  Chikkarampalayam Village  Coimbatore District 641104,EC,53,26502650
2650,NM,Non Autonomous,Co.Ed,COIMBATORE,Christ The King Engineering College  Cecilia Gardens  Chikkarampalayam Village  Coimbatore District 641104,EE,19,26502650
2650,NM,Non Autonomous,Co.Ed,COIMBATORE,Christ The King Engineering College  Cecilia Gardens  Chikkarampalayam Village  Coimbatore District 641104,IT,53,26502650
2650,NM,Non Autonomous,Co.Ed,COIMBATORE,Christ The King Engineering College  Cecilia Gardens  Chikkarampalayam Village  Coimbatore District 641104,ME,38,26502650
2650 Total,,,,,,,288,2650 Total2650 Total
2651,NM,Non Autonomous,Co.Ed,TIRUPPUR,Jai Shriram Engineering College  Dharapuram Road  Avinashi Palayam  Tiruppur District 638660,AD,43,26512651
2651,NM,Non Autonomous,Co.Ed,TIRUPPUR,Jai Shriram Engineering College  Dharapuram Road  Avinashi Palayam  Tiruppur District 638660,CE,19,26512651
2651,NM,Non Autonomous,Co.Ed,TIRUPPUR,Jai Shriram Engineering College  Dharapuram Road  Avinashi Palayam  Tiruppur District 638660,CS,70,26512651
2651,NM,Non Autonomous,Co.Ed,TIRUPPUR,Jai Shriram Engineering College  Dharapuram Road  Avinashi Palayam  Tiruppur District 638660,EC,49,26512651
2651,NM,Non Autonomous,Co.Ed,TIRUPPUR,Jai Shriram Engineering College  Dharapuram Road  Avinashi Palayam  Tiruppur District 638660,EE,48,26512651
2651,NM,Non Autonomous,Co.Ed,TIRUPPUR,Jai Shriram Engineering College  Dharapuram Road  Avinashi Palayam  Tiruppur District 638660,FT,48,26512651
2651,NM,Non Autonomous,Co.Ed,TIRUPPUR,Jai Shriram Engineering College  Dharapuram Road  Avinashi Palayam  Tiruppur District 638660,ME,38,26512651
2651 Total,,,,,,,315,2651 Total2651 Total
2652,NM,Autonomous,Co.Ed,ERODE,AL-Ameen Engineering College (Autonomous)  Karundevan Palayam  Nanjai Uthukuli Post  Erode District 638104,AD,29,26522652
2652,NM,Autonomous,Co.Ed,ERODE,AL-Ameen Engineering College (Autonomous)  Karundevan Palayam  Nanjai Uthukuli Post  Erode District 638104,CS,59,26522652
2652,NM,Autonomous,Co.Ed,ERODE,AL-Ameen Engineering College (Autonomous)  Karundevan Palayam  Nanjai Uthukuli Post  Erode District 638104,EC,29,26522652
2652,NM,Autonomous,Co.Ed,ERODE,AL-Ameen Engineering College (Autonomous)  Karundevan Palayam  Nanjai Uthukuli Post  Erode District 638104,EE,30,26522652
2652,NM,Autonomous,Co.Ed,ERODE,AL-Ameen Engineering College (Autonomous)  Karundevan Palayam  Nanjai Uthukuli Post  Erode District 638104,IT,29,26522652
2652,NM,Autonomous,Co.Ed,ERODE,AL-Ameen Engineering College (Autonomous)  Karundevan Palayam  Nanjai Uthukuli Post  Erode District 638104,ME,59,26522652
2652 Total,,,,,,,235,2652 Total2652 Total
2653,NM,Non Autonomous,Co.Ed,SALEM,Knowledge Institute of Technology  KIOT Campus  Kakapalayam Post  Salem District 637504,AD,38,26532653
2653,NM,Non Autonomous,Co.Ed,SALEM,Knowledge Institute of Technology  KIOT Campus  Kakapalayam Post  Salem District 637504,CB,38,26532653
2653,NM,Non Autonomous,Co.Ed,SALEM,Knowledge Institute of Technology  KIOT Campus  Kakapalayam Post  Salem District 637504,CE,19,26532653
2653,NM,Non Autonomous,Co.Ed,SALEM,Knowledge Institute of Technology  KIOT Campus  Kakapalayam Post  Salem District 637504,CS,115,26532653
2653,NM,Non Autonomous,Co.Ed,SALEM,Knowledge Institute of Technology  KIOT Campus  Kakapalayam Post  Salem District 637504,EC,77,26532653
2653,NM,Non Autonomous,Co.Ed,SALEM,Knowledge Institute of Technology  KIOT Campus  Kakapalayam Post  Salem District 637504,EE,38,26532653
2653,NM,Non Autonomous,Co.Ed,SALEM,Knowledge Institute of Technology  KIOT Campus  Kakapalayam Post  Salem District 637504,IT,38,26532653
2653,NM,Non Autonomous,Co.Ed,SALEM,Knowledge Institute of Technology  KIOT Campus  Kakapalayam Post  Salem District 637504,ME,76,26532653
2653 Total,,,,,,,439,2653 Total2653 Total
2656,NM,Non Autonomous,Co.Ed,TIRUPPUR,Builders Engineering college  Nathakadaiyur  Erode Road  Palayakottai Village  Kangeyam  Tiruppur District 638108,AD,38,26562656
2656,NM,Non Autonomous,Co.Ed,TIRUPPUR,Builders Engineering college  Nathakadaiyur  Erode Road  Palayakottai Village  Kangeyam  Tiruppur District 638108,CE,49,26562656
2656,NM,Non Autonomous,Co.Ed,TIRUPPUR,Builders Engineering college  Nathakadaiyur  Erode Road  Palayakottai Village  Kangeyam  Tiruppur District 638108,CS,38,26562656
2656,NM,Non Autonomous,Co.Ed,TIRUPPUR,Builders Engineering college  Nathakadaiyur  Erode Road  Palayakottai Village  Kangeyam  Tiruppur District 638108,EC,39,26562656
2656,NM,Non Autonomous,Co.Ed,TIRUPPUR,Builders Engineering college  Nathakadaiyur  Erode Road  Palayakottai Village  Kangeyam  Tiruppur District 638108,EE,49,26562656
2656,NM,Non Autonomous,Co.Ed,TIRUPPUR,Builders Engineering college  Nathakadaiyur  Erode Road  Palayakottai Village  Kangeyam  Tiruppur District 638108,ME,49,26562656
2656 Total,,,,,,,262,2656 Total2656 Total
2658,NM,Non Autonomous,Co.Ed,SALEM,V S A Group of Institutions  NH-47  Uthamasola Puram Post  Salem District 636010,BM,53,26582658
2658,NM,Non Autonomous,Co.Ed,SALEM,V S A Group of Institutions  NH-47  Uthamasola Puram Post  Salem District 636010,CE,24,26582658
2658,NM,Non Autonomous,Co.Ed,SALEM,V S A Group of Institutions  NH-47  Uthamasola Puram Post  Salem District 636010,CS,49,26582658
2658,NM,Non Autonomous,Co.Ed,SALEM,V S A Group of Institutions  NH-47  Uthamasola Puram Post  Salem District 636010,EC,53,26582658
2658,NM,Non Autonomous,Co.Ed,SALEM,V S A Group of Institutions  NH-47  Uthamasola Puram Post  Salem District 636010,EE,26,26582658
2658,NM,Non Autonomous,Co.Ed,SALEM,V S A Group of Institutions  NH-47  Uthamasola Puram Post  Salem District 636010,IT,53,26582658
2658,NM,Non Autonomous,Co.Ed,SALEM,V S A Group of Institutions  NH-47  Uthamasola Puram Post  Salem District 636010,ME,53,26582658
2658 Total,,,,,,,311,2658 Total2658 Total
2659,NM,Non Autonomous,Co.Ed,SALEM,Salem College of Engineering and Technology  Salem-Attur Main Road  NH-68  Mettupatty Perumapalayam  Salem District 636111,AD,26,26592659
2659,NM,Non Autonomous,Co.Ed,SALEM,Salem College of Engineering and Technology  Salem-Attur Main Road  NH-68  Mettupatty Perumapalayam  Salem District 636111,BM,44,26592659
2659,NM,Non Autonomous,Co.Ed,SALEM,Salem College of Engineering and Technology  Salem-Attur Main Road  NH-68  Mettupatty Perumapalayam  Salem District 636111,BT,20,26592659
2659,NM,Non Autonomous,Co.Ed,SALEM,Salem College of Engineering and Technology  Salem-Attur Main Road  NH-68  Mettupatty Perumapalayam  Salem District 636111,CE,19,26592659
2659,NM,Non Autonomous,Co.Ed,SALEM,Salem College of Engineering and Technology  Salem-Attur Main Road  NH-68  Mettupatty Perumapalayam  Salem District 636111,CS,50,26592659
2659,NM,Non Autonomous,Co.Ed,SALEM,Salem College of Engineering and Technology  Salem-Attur Main Road  NH-68  Mettupatty Perumapalayam  Salem District 636111,EC,59,26592659
2659,NM,Non Autonomous,Co.Ed,SALEM,Salem College of Engineering and Technology  Salem-Attur Main Road  NH-68  Mettupatty Perumapalayam  Salem District 636111,EE,27,26592659
2659,NM,Non Autonomous,Co.Ed,SALEM,Salem College of Engineering and Technology  Salem-Attur Main Road  NH-68  Mettupatty Perumapalayam  Salem District 636111,IT,53,26592659
2659,NM,Non Autonomous,Co.Ed,SALEM,Salem College of Engineering and Technology  Salem-Attur Main Road  NH-68  Mettupatty Perumapalayam  Salem District 636111,ME,44,26592659
2659 Total,,,,,,,342,2659 Total2659 Total
2661,NM,Non Autonomous,WOMENS,NAMAKKAL,Vivekanandha College of Technology for Women  Sathinaickenpalayam  Elayampalayam Village  Kumaramangalam  Namakkal District 637205,AD,38,26612661
2661,NM,Non Autonomous,WOMENS,NAMAKKAL,Vivekanandha College of Technology for Women  Sathinaickenpalayam  Elayampalayam Village  Kumaramangalam  Namakkal District 637205,AG,24,26612661
2661,NM,Non Autonomous,WOMENS,NAMAKKAL,Vivekanandha College of Technology for Women  Sathinaickenpalayam  Elayampalayam Village  Kumaramangalam  Namakkal District 637205,CE,29,26612661
2661,NM,Non Autonomous,WOMENS,NAMAKKAL,Vivekanandha College of Technology for Women  Sathinaickenpalayam  Elayampalayam Village  Kumaramangalam  Namakkal District 637205,CS,77,26612661
2661,NM,Non Autonomous,WOMENS,NAMAKKAL,Vivekanandha College of Technology for Women  Sathinaickenpalayam  Elayampalayam Village  Kumaramangalam  Namakkal District 637205,EC,38,26612661
2661,NM,Non Autonomous,WOMENS,NAMAKKAL,Vivekanandha College of Technology for Women  Sathinaickenpalayam  Elayampalayam Village  Kumaramangalam  Namakkal District 637205,IT,38,26612661
2661 Total,,,,,,,244,2661 Total2661 Total
2673,NM,Non Autonomous,Co.Ed,COIMBATORE,Sree Sakthi Engineering College  Bettathapuram  Bilichi Village  Karamadai  Coimbatore District 641104,AM,29,26732673
2673,NM,Non Autonomous,Co.Ed,COIMBATORE,Sree Sakthi Engineering College  Bettathapuram  Bilichi Village  Karamadai  Coimbatore District 641104,CE,19,26732673
2673,NM,Non Autonomous,Co.Ed,COIMBATORE,Sree Sakthi Engineering College  Bettathapuram  Bilichi Village  Karamadai  Coimbatore District 641104,CS,59,26732673
2673,NM,Non Autonomous,Co.Ed,COIMBATORE,Sree Sakthi Engineering College  Bettathapuram  Bilichi Village  Karamadai  Coimbatore District 641104,EC,59,26732673
2673,NM,Non Autonomous,Co.Ed,COIMBATORE,Sree Sakthi Engineering College  Bettathapuram  Bilichi Village  Karamadai  Coimbatore District 641104,EE,29,26732673
2673,NM,Non Autonomous,Co.Ed,COIMBATORE,Sree Sakthi Engineering College  Bettathapuram  Bilichi Village  Karamadai  Coimbatore District 641104,IT,59,26732673
2673,NM,Non Autonomous,Co.Ed,COIMBATORE,Sree Sakthi Engineering College  Bettathapuram  Bilichi Village  Karamadai  Coimbatore District 641104,ME,38,26732673
2673,NM,Non Autonomous,Co.Ed,COIMBATORE,Sree Sakthi Engineering College  Bettathapuram  Bilichi Village  Karamadai  Coimbatore District 641104,SC,29,26732673
2673 Total,,,,,,,321,2673 Total2673 Total
2683,NM,Non Autonomous,Co.Ed,DHARMAPURI,Shreenivasa Engineering College  B Pallipatti  Bommidi  Pappireddipatti Taluk  Dharmapuri District 635301,AD,38,26832683
2683,NM,Non Autonomous,Co.Ed,DHARMAPURI,Shreenivasa Engineering College  B Pallipatti  Bommidi  Pappireddipatti Taluk  Dharmapuri District 635301,AG,38,26832683
2683,NM,Non Autonomous,Co.Ed,DHARMAPURI,Shreenivasa Engineering College  B Pallipatti  Bommidi  Pappireddipatti Taluk  Dharmapuri District 635301,BM,38,26832683
2683,NM,Non Autonomous,Co.Ed,DHARMAPURI,Shreenivasa Engineering College  B Pallipatti  Bommidi  Pappireddipatti Taluk  Dharmapuri District 635301,CS,38,26832683
2683,NM,Non Autonomous,Co.Ed,DHARMAPURI,Shreenivasa Engineering College  B Pallipatti  Bommidi  Pappireddipatti Taluk  Dharmapuri District 635301,EE,19,26832683
2683,NM,Non Autonomous,Co.Ed,DHARMAPURI,Shreenivasa Engineering College  B Pallipatti  Bommidi  Pappireddipatti Taluk  Dharmapuri District 635301,IT,48,26832683
2683,NM,Non Autonomous,Co.Ed,DHARMAPURI,Shreenivasa Engineering College  B Pallipatti  Bommidi  Pappireddipatti Taluk  Dharmapuri District 635301,ME,20,26832683
2683 Total,,,,,,,239,2683 Total2683 Total
2702,NM,Autonomous,Co.Ed,ERODE,Bannari Amman Institute of Technology (Autonomous)  Sathyamanagalam  Erode District  638401,AD,115,27022702
2702,NM,Autonomous,Co.Ed,ERODE,Bannari Amman Institute of Technology (Autonomous)  Sathyamanagalam  Erode District  638401,AG,38,27022702
2702,NM,Autonomous,Co.Ed,ERODE,Bannari Amman Institute of Technology (Autonomous)  Sathyamanagalam  Erode District  638401,AL,76,27022702
2702,NM,Autonomous,Co.Ed,ERODE,Bannari Amman Institute of Technology (Autonomous)  Sathyamanagalam  Erode District  638401,BM,43,27022702
2702,NM,Autonomous,Co.Ed,ERODE,Bannari Amman Institute of Technology (Autonomous)  Sathyamanagalam  Erode District  638401,BT,76,27022702
2702,NM,Autonomous,Co.Ed,ERODE,Bannari Amman Institute of Technology (Autonomous)  Sathyamanagalam  Erode District  638401,CB,38,27022702
2702,NM,Autonomous,Co.Ed,ERODE,Bannari Amman Institute of Technology (Autonomous)  Sathyamanagalam  Erode District  638401,CD,43,27022702
2702,NM,Autonomous,Co.Ed,ERODE,Bannari Amman Institute of Technology (Autonomous)  Sathyamanagalam  Erode District  638401,CE,22,27022702
2702,NM,Autonomous,Co.Ed,ERODE,Bannari Amman Institute of Technology (Autonomous)  Sathyamanagalam  Erode District  638401,CS,153,27022702
2702,NM,Autonomous,Co.Ed,ERODE,Bannari Amman Institute of Technology (Autonomous)  Sathyamanagalam  Erode District  638401,CT,38,27022702
2702,NM,Autonomous,Co.Ed,ERODE,Bannari Amman Institute of Technology (Autonomous)  Sathyamanagalam  Erode District  638401,EC,181,27022702
2702,NM,Autonomous,Co.Ed,ERODE,Bannari Amman Institute of Technology (Autonomous)  Sathyamanagalam  Erode District  638401,EE,38,27022702
2702,NM,Autonomous,Co.Ed,ERODE,Bannari Amman Institute of Technology (Autonomous)  Sathyamanagalam  Erode District  638401,EI,38,27022702
2702,NM,Autonomous,Co.Ed,ERODE,Bannari Amman Institute of Technology (Autonomous)  Sathyamanagalam  Erode District  638401,FD,44,27022702
2702,NM,Autonomous,Co.Ed,ERODE,Bannari Amman Institute of Technology (Autonomous)  Sathyamanagalam  Erode District  638401,FT,20,27022702
2702,NM,Autonomous,Co.Ed,ERODE,Bannari Amman Institute of Technology (Autonomous)  Sathyamanagalam  Erode District  638401,IT,115,27022702
2702,NM,Autonomous,Co.Ed,ERODE,Bannari Amman Institute of Technology (Autonomous)  Sathyamanagalam  Erode District  638401,ME,38,27022702
2702,NM,Autonomous,Co.Ed,ERODE,Bannari Amman Institute of Technology (Autonomous)  Sathyamanagalam  Erode District  638401,MZ,40,27022702
2702,NM,Autonomous,Co.Ed,ERODE,Bannari Amman Institute of Technology (Autonomous)  Sathyamanagalam  Erode District  638401,SE,47,27022702
2702 Total,,,,,,,1203,2702 Total2702 Total
2704,NM,Autonomous,Co.Ed,COIMBATORE,Coimbatore Institute of Engineering and Technolgoy (Autonomous)  Narasipuram Post  Coimbatore District 641109,AD,38,27042704
2704,NM,Autonomous,Co.Ed,COIMBATORE,Coimbatore Institute of Engineering and Technolgoy (Autonomous)  Narasipuram Post  Coimbatore District 641109,CE,26,27042704
2704,NM,Autonomous,Co.Ed,COIMBATORE,Coimbatore Institute of Engineering and Technolgoy (Autonomous)  Narasipuram Post  Coimbatore District 641109,CS,76,27042704
2704,NM,Autonomous,Co.Ed,COIMBATORE,Coimbatore Institute of Engineering and Technolgoy (Autonomous)  Narasipuram Post  Coimbatore District 641109,EC,38,27042704
2704,NM,Autonomous,Co.Ed,COIMBATORE,Coimbatore Institute of Engineering and Technolgoy (Autonomous)  Narasipuram Post  Coimbatore District 641109,EE,24,27042704
2704,NM,Autonomous,Co.Ed,COIMBATORE,Coimbatore Institute of Engineering and Technolgoy (Autonomous)  Narasipuram Post  Coimbatore District 641109,IT,39,27042704
2704,NM,Autonomous,Co.Ed,COIMBATORE,Coimbatore Institute of Engineering and Technolgoy (Autonomous)  Narasipuram Post  Coimbatore District 641109,ME,49,27042704
2704,NM,Autonomous,Co.Ed,COIMBATORE,Coimbatore Institute of Engineering and Technolgoy (Autonomous)  Narasipuram Post  Coimbatore District 641109,MZ,21,27042704
2704,NM,Autonomous,Co.Ed,COIMBATORE,Coimbatore Institute of Engineering and Technolgoy (Autonomous)  Narasipuram Post  Coimbatore District 641109,SC,19,27042704
2704 Total,,,,,,,330,2704 Total2704 Total
2705,MIN,Non Autonomous,Co.Ed,THE NILGIRIS,CSI College of Engineering  Ketti  The Nilgiris 643215,AD,29,27052705
2705,MIN,Non Autonomous,Co.Ed,THE NILGIRIS,CSI College of Engineering  Ketti  The Nilgiris 643215,CE,15,27052705
2705,MIN,Non Autonomous,Co.Ed,THE NILGIRIS,CSI College of Engineering  Ketti  The Nilgiris 643215,CS,59,27052705
2705,MIN,Non Autonomous,Co.Ed,THE NILGIRIS,CSI College of Engineering  Ketti  The Nilgiris 643215,EC,30,27052705
2705,MIN,Non Autonomous,Co.Ed,THE NILGIRIS,CSI College of Engineering  Ketti  The Nilgiris 643215,EE,29,27052705
