college code,category,autonomous status,co.ed status,district,college name,course,total,oc,bc,bcm,mbc,sc,sca,st,general,7.5% reservation,OC,OC_7.5,BC,BC_7.5,BCM,BCM_7.5,MBC,MBC_7.5,SC,SC_7.5,SCA,SCA_7.5,ST,ST_7.5,Rounded_OC,Rounded_OC_7.5,Rounded_BC,Rounded_BC_7.5,Rounded_BCM,Rounded_BCM_7.5
1416,MIN,Non Autonomous,Co.Ed,THIRUVALLUR,Jaya Sakthi Engineering College  Thirunindravur  Chennai 602024,AD,53.0000,16.4300,14.0450,1.8550,10.6000,7.9500,1.5900,0.5300,49.0250,3.9750,15.1978,1.2322,12.9916,1.0534,1.7159,0.1391,9.8050,0.7950,7.3538,0.5962,1.4708,0.1192,0.4903,0.0398,15,1,13,1,2,0
1416,MIN,Non Autonomous,Co.Ed,THIRUVALLUR,Jaya Sakthi Engineering College  Thirunindravur  Chennai 602024,BM,53.0000,16.4300,14.0450,1.8550,10.6000,7.9500,1.5900,0.5300,49.0250,3.9750,15.1978,1.2322,12.9916,1.0534,1.7159,0.1391,9.8050,0.7950,7.3538,0.5962,1.4708,0.1192,0.4903,0.0398,15,1,13,1,2,0
1416,MIN,Non Autonomous,Co.Ed,THIRUVALLUR,Jaya Sakthi Engineering College  Thirunindravur  Chennai 602024,CS,49.0000,15.1900,12.9850,1.7150,9.8000,7.3500,1.4700,0.4900,45.3250,3.6750,14.0508,1.1392,12.0111,0.9739,1.5864,0.1286,9.0650,0.7350,6.7988,0.5512,1.3598,0.1102,0.4533,0.0367,14,1,12,1,2,0
1416,MIN,Non Autonomous,Co.Ed,THIRUVALLUR,Jaya Sakthi Engineering College  Thirunindravur  Chennai 602024,ME,53.0000,16.4300,14.0450,1.8550,10.6000,7.9500,1.5900,0.5300,49.0250,3.9750,15.1978,1.2322,12.9916,1.0534,1.7159,0.1391,9.8050,0.7950,7.3538,0.5962,1.4708,0.1192,0.4903,0.0398,15,1,13,1,2,0
1416,MIN,Non Autonomous,Co.Ed,THIRUVALLUR,Jaya Sakthi Engineering College  Thirunindravur  Chennai 602024,PH,53.0000,16.4300,14.0450,1.8550,10.6000,7.9500,1.5900,0.5300,49.0250,3.9750,15.1978,1.2322,12.9916,1.0534,1.7159,0.1391,9.8050,0.7950,7.3538,0.5962,1.4708,0.1192,0.4903,0.0398,15,1,13,1,2,0
1416,MIN,Non Autonomous,Co.Ed,THIRUVALLUR,Jaya Sakthi Engineering College  Thirunindravur  Chennai 602024,SC,49.0000,15.1900,12.9850,1.7150,9.8000,7.3500,1.4700,0.4900,45.3250,3.6750,14.0508,1.1392,12.0111,0.9739,1.5864,0.1286,9.0650,0.7350,6.7988,0.5512,1.3598,0.1102,0.4533,0.0367,14,1,12,1,2,0
1416 Total,,,,,,,310.0000,96.1000,82.1500,10.8500,62.0000,46.5000,9.3000,3.1000,286.7500,23.2500,88.8925,7.2075,75.9888,6.1612,10.0363,0.8138,57.3500,4.6500,43.0125,3.4875,8.6025,0.6975,2.8675,0.2325,89,7,76,6,10,1
1419,NM,Autonomous,Co.Ed,CHENGALPET,Sri Sai Ram Enginering College (Autonomous)  West Tambaram  Chennai 600044,AD,115.0000,35.6500,30.4750,4.0250,23.0000,17.2500,3.4500,1.1500,106.3750,8.6250,32.9763,2.6738,28.1894,2.2856,3.7231,0.3019,21.2750,1.7250,15.9562,1.2937,3.1912,0.2587,1.0637,0.0863,33,3,28,2,4,1
1419,NM,Autonomous,Co.Ed,CHENGALPET,Sri Sai Ram Enginering College (Autonomous)  West Tambaram  Chennai 600044,AM,76.0000,23.5600,20.1400,2.6600,15.2000,11.4000,2.2800,0.7600,70.3000,5.7000,21.7930,1.7670,18.6295,1.5105,2.4605,0.1995,14.0600,1.1400,10.5450,0.8550,2.1090,0.1710,0.7030,0.0570,22,2,19,1,2,0
1419,NM,Autonomous,Co.Ed,CHENGALPET,Sri Sai Ram Enginering College (Autonomous)  West Tambaram  Chennai 600044,CB,76.0000,23.5600,20.1400,2.6600,15.2000,11.4000,2.2800,0.7600,70.3000,5.7000,21.7930,1.7670,18.6295,1.5105,2.4605,0.1995,14.0600,1.1400,10.5450,0.8550,2.1090,0.1710,0.7030,0.0570,22,2,19,1,2,0
1419,NM,Autonomous,Co.Ed,CHENGALPET,Sri Sai Ram Enginering College (Autonomous)  West Tambaram  Chennai 600044,CE,38.0000,11.7800,10.0700,1.3300,7.6000,5.7000,1.1400,0.3800,35.1500,2.8500,10.8965,0.8835,9.3148,0.7553,1.2303,0.0998,7.0300,0.5700,5.2725,0.4275,1.0545,0.0855,0.3515,0.0285,11,1,9,1,1,0
1419,NM,Autonomous,Co.Ed,CHENGALPET,Sri Sai Ram Enginering College (Autonomous)  West Tambaram  Chennai 600044,CI,38.0000,11.7800,10.0700,1.3300,7.6000,5.7000,1.1400,0.3800,35.1500,2.8500,10.8965,0.8835,9.3148,0.7553,1.2303,0.0998,7.0300,0.5700,5.2725,0.4275,1.0545,0.0855,0.3515,0.0285,11,1,9,1,1,0
1419,NM,Autonomous,Co.Ed,CHENGALPET,Sri Sai Ram Enginering College (Autonomous)  West Tambaram  Chennai 600044,CJ,38.0000,11.7800,10.0700,1.3300,7.6000,5.7000,1.1400,0.3800,35.1500,2.8500,10.8965,0.8835,9.3148,0.7553,1.2303,0.0998,7.0300,0.5700,5.2725,0.4275,1.0545,0.0855,0.3515,0.0285,11,1,9,1,1,0
1419,NM,Autonomous,Co.Ed,CHENGALPET,Sri Sai Ram Enginering College (Autonomous)  West Tambaram  Chennai 600044,CS,153.0000,47.4300,40.5450,5.3550,30.6000,22.9500,4.5900,1.5300,141.5250,11.4750,43.8728,3.5572,37.5041,3.0409,4.9534,0.4016,28.3050,2.2950,21.2288,1.7212,4.2458,0.3443,1.4153,0.1148,44,4,38,3,5,1
1419,NM,Autonomous,Co.Ed,CHENGALPET,Sri Sai Ram Enginering College (Autonomous)  West Tambaram  Chennai 600044,EC,153.0000,47.4300,40.5450,5.3550,30.6000,22.9500,4.5900,1.5300,141.5250,11.4750,43.8728,3.5572,37.5041,3.0409,4.9534,0.4016,28.3050,2.2950,21.2288,1.7212,4.2458,0.3443,1.4153,0.1148,44,4,38,3,5,1
1419,NM,Autonomous,Co.Ed,CHENGALPET,Sri Sai Ram Enginering College (Autonomous)  West Tambaram  Chennai 600044,EE,77.0000,23.8700,20.4050,2.6950,15.4000,11.5500,2.3100,0.7700,71.2250,5.7750,22.0798,1.7902,18.8746,1.5304,2.4929,0.2021,14.2450,1.1550,10.6838,0.8662,2.1368,0.1732,0.7123,0.0577,22,2,19,2,2,0
1419,NM,Autonomous,Co.Ed,CHENGALPET,Sri Sai Ram Enginering College (Autonomous)  West Tambaram  Chennai 600044,EI,58.0000,17.9800,15.3700,2.0300,11.6000,8.7000,1.7400,0.5800,53.6500,4.3500,16.6315,1.3485,14.2173,1.1527,1.8778,0.1522,10.7300,0.8700,8.0475,0.6525,1.6095,0.1305,0.5365,0.0435,17,1,14,1,2,0
1419,NM,Autonomous,Co.Ed,CHENGALPET,Sri Sai Ram Enginering College (Autonomous)  West Tambaram  Chennai 600044,IC,19.0000,5.8900,5.0350,0.6650,3.8000,2.8500,0.5700,0.1900,17.5750,1.4250,5.4482,0.4418,4.6574,0.3776,0.6151,0.0499,3.5150,0.2850,2.6362,0.2137,0.5272,0.0427,0.1757,0.0143,5,0,5,0,1,0
1419,NM,Autonomous,Co.Ed,CHENGALPET,Sri Sai Ram Enginering College (Autonomous)  West Tambaram  Chennai 600044,IT,115.0000,35.6500,30.4750,4.0250,23.0000,17.2500,3.4500,1.1500,106.3750,8.6250,32.9763,2.6738,28.1894,2.2856,3.7231,0.3019,21.2750,1.7250,15.9562,1.2937,3.1912,0.2587,1.0637,0.0863,33,3,28,2,4,1
1419,NM,Autonomous,Co.Ed,CHENGALPET,Sri Sai Ram Enginering College (Autonomous)  West Tambaram  Chennai 600044,ME,76.0000,23.5600,20.1400,2.6600,15.2000,11.4000,2.2800,0.7600,70.3000,5.7000,21.7930,1.7670,18.6295,1.5105,2.4605,0.1995,14.0600,1.1400,10.5450,0.8550,2.1090,0.1710,0.7030,0.0570,22,2,19,1,2,0
1419,NM,Autonomous,Co.Ed,CHENGALPET,Sri Sai Ram Enginering College (Autonomous)  West Tambaram  Chennai 600044,MU,38.0000,11.7800,10.0700,1.3300,7.6000,5.7000,1.1400,0.3800,35.1500,2.8500,10.8965,0.8835,9.3148,0.7553,1.2303,0.0998,7.0300,0.5700,5.2725,0.4275,1.0545,0.0855,0.3515,0.0285,11,1,9,1,1,0
1419 Total,,,,,,,1070.0000,331.7000,283.5500,37.4500,214.0000,160.5000,32.1000,10.7000,989.7500,80.2500,306.8225,24.8775,262.2837,21.2662,34.6413,2.8088,197.9500,16.0500,148.4625,12.0375,29.6925,2.4075,9.8975,0.8025,307,25,262,21,35,3
1420,NM,Non Autonomous,Co.Ed,CHENGALPET,Tagore Engineering College  Rathnamangalam  Vandalur Post  Chennai 600048,AD,38.0000,11.7800,10.0700,1.3300,7.6000,5.7000,1.1400,0.3800,35.1500,2.8500,10.8965,0.8835,9.3148,0.7553,1.2303,0.0998,7.0300,0.5700,5.2725,0.4275,1.0545,0.0855,0.3515,0.0285,11,1,9,1,1,0
1420,NM,Non Autonomous,Co.Ed,CHENGALPET,Tagore Engineering College  Rathnamangalam  Vandalur Post  Chennai 600048,AE,22.0000,6.8200,5.8300,0.7700,4.4000,3.3000,0.6600,0.2200,20.3500,1.6500,6.3085,0.5115,5.3928,0.4372,0.7123,0.0578,4.0700,0.3300,3.0525,0.2475,0.6105,0.0495,0.2035,0.0165,6,1,5,0,1,0
1420,NM,Non Autonomous,Co.Ed,CHENGALPET,Tagore Engineering College  Rathnamangalam  Vandalur Post  Chennai 600048,CS,76.0000,23.5600,20.1400,2.6600,15.2000,11.4000,2.2800,0.7600,70.3000,5.7000,21.7930,1.7670,18.6295,1.5105,2.4605,0.1995,14.0600,1.1400,10.5450,0.8550,2.1090,0.1710,0.7030,0.0570,22,2,19,1,2,0
1420,NM,Non Autonomous,Co.Ed,CHENGALPET,Tagore Engineering College  Rathnamangalam  Vandalur Post  Chennai 600048,EC,38.0000,11.7800,10.0700,1.3300,7.6000,5.7000,1.1400,0.3800,35.1500,2.8500,10.8965,0.8835,9.3148,0.7553,1.2303,0.0998,7.0300,0.5700,5.2725,0.4275,1.0545,0.0855,0.3515,0.0285,11,1,9,1,1,0
1420,NM,Non Autonomous,Co.Ed,CHENGALPET,Tagore Engineering College  Rathnamangalam  Vandalur Post  Chennai 600048,IT,38.0000,11.7800,10.0700,1.3300,7.6000,5.7000,1.1400,0.3800,35.1500,2.8500,10.8965,0.8835,9.3148,0.7553,1.2303,0.0998,7.0300,0.5700,5.2725,0.4275,1.0545,0.0855,0.3515,0.0285,11,1,9,1,1,0
1420,NM,Non Autonomous,Co.Ed,CHENGALPET,Tagore Engineering College  Rathnamangalam  Vandalur Post  Chennai 600048,ME,24.0000,7.4400,6.3600,0.8400,4.8000,3.6000,0.7200,0.2400,22.2000,1.8000,6.8820,0.5580,5.8830,0.4770,0.7770,0.0630,4.4400,0.3600,3.3300,0.2700,0.6660,0.0540,0.2220,0.0180,7,1,6,0,1,0
1420 Total,,,,,,,236.0000,73.1600,62.5400,8.2600,47.2000,35.4000,7.0800,2.3600,218.3000,17.7000,67.6730,5.4870,57.8495,4.6905,7.6405,0.6195,43.6600,3.5400,32.7450,2.6550,6.5490,0.5310,2.1830,0.1770,68,6,58,5,8,1
1421,NM,Non Autonomous,Co.Ed,VILUPPURAM,V R S College of Engineering and Technology  Arasur  Villupuram District 607107,CE,59.0000,18.2900,15.6350,2.0650,11.8000,8.8500,1.7700,0.5900,54.5750,4.4250,16.9183,1.3718,14.4624,1.1726,1.9101,0.1549,10.9150,0.8850,8.1862,0.6637,1.6373,0.1327,0.5458,0.0442,17,1,15,1,2,0
1421,NM,Non Autonomous,Co.Ed,VILUPPURAM,V R S College of Engineering and Technology  Arasur  Villupuram District 607107,CS,98.0000,30.3800,25.9700,3.4300,19.6000,14.7000,2.9400,0.9800,90.6500,7.3500,28.1015,2.2785,24.0223,1.9478,3.1728,0.2573,18.1300,1.4700,13.5975,1.1025,2.7195,0.2205,0.9065,0.0735,28,2,24,2,3,1
1421,NM,Non Autonomous,Co.Ed,VILUPPURAM,V R S College of Engineering and Technology  Arasur  Villupuram District 607107,EC,59.0000,18.2900,15.6350,2.0650,11.8000,8.8500,1.7700,0.5900,54.5750,4.4250,16.9183,1.3718,14.4624,1.1726,1.9101,0.1549,10.9150,0.8850,8.1862,0.6637,1.6373,0.1327,0.5458,0.0442,17,1,15,1,2,0
1421,NM,Non Autonomous,Co.Ed,VILUPPURAM,V R S College of Engineering and Technology  Arasur  Villupuram District 607107,EE,59.0000,18.2900,15.6350,2.0650,11.8000,8.8500,1.7700,0.5900,54.5750,4.4250,16.9183,1.3718,14.4624,1.1726,1.9101,0.1549,10.9150,0.8850,8.1862,0.6637,1.6373,0.1327,0.5458,0.0442,17,1,15,1,2,0
1421,NM,Non Autonomous,Co.Ed,VILUPPURAM,V R S College of Engineering and Technology  Arasur  Villupuram District 607107,ME,117.0000,36.2700,31.0050,4.0950,23.4000,17.5500,3.5100,1.1700,108.2250,8.7750,33.5498,2.7203,28.6796,2.3254,3.7879,0.3071,21.6450,1.7550,16.2338,1.3162,3.2468,0.2632,1.0823,0.0878,34,3,29,2,4,1
1421 Total,,,,,,,392.0000,121.5200,103.8800,13.7200,78.4000,58.8000,11.7600,3.9200,362.6000,29.4000,112.4060,9.1140,96.0890,7.7910,12.6910,1.0290,72.5200,5.8800,54.3900,4.4100,10.8780,0.8820,3.6260,0.2940,112,9,96,8,13,1
1422,MIN,Autonomous,Co.Ed,CHENGALPET,SRM Valliammai Engineering College (Autonomous)  Kattankulathur  Chennai 603203,AD,30.0000,9.3000,7.9500,1.0500,6.0000,4.5000,0.9000,0.3000,27.7500,2.2500,8.6025,0.6975,7.3538,0.5963,0.9713,0.0788,5.5500,0.4500,4.1625,0.3375,0.8325,0.0675,0.2775,0.0225,9,1,7,1,1,0
1422,MIN,Autonomous,Co.Ed,CHENGALPET,SRM Valliammai Engineering College (Autonomous)  Kattankulathur  Chennai 603203,AG,59.0000,18.2900,15.6350,2.0650,11.8000,8.8500,1.7700,0.5900,54.5750,4.4250,16.9183,1.3718,14.4624,1.1726,1.9101,0.1549,10.9150,0.8850,8.1862,0.6637,1.6373,0.1327,0.5458,0.0442,17,1,15,1,2,0
1422,MIN,Autonomous,Co.Ed,CHENGALPET,SRM Valliammai Engineering College (Autonomous)  Kattankulathur  Chennai 603203,CE,29.0000,8.9900,7.6850,1.0150,5.8000,4.3500,0.8700,0.2900,26.8250,2.1750,8.3158,0.6742,7.1086,0.5764,0.9389,0.0761,5.3650,0.4350,4.0238,0.3262,0.8048,0.0652,0.2683,0.0217,8,1,7,1,1,0
1422,MIN,Autonomous,Co.Ed,CHENGALPET,SRM Valliammai Engineering College (Autonomous)  Kattankulathur  Chennai 603203,CS,88.0000,27.2800,23.3200,3.0800,17.6000,13.2000,2.6400,0.8800,81.4000,6.6000,25.2340,2.0460,21.5710,1.7490,2.8490,0.2310,16.2800,1.3200,12.2100,0.9900,2.4420,0.1980,0.8140,0.0660,25,2,22,2,3,1
1422,MIN,Autonomous,Co.Ed,CHENGALPET,SRM Valliammai Engineering College (Autonomous)  Kattankulathur  Chennai 603203,CY,29.0000,8.9900,7.6850,1.0150,5.8000,4.3500,0.8700,0.2900,26.8250,2.1750,8.3158,0.6742,7.1086,0.5764,0.9389,0.0761,5.3650,0.4350,4.0238,0.3262,0.8048,0.0652,0.2683,0.0217,8,1,7,1,1,0
1422,MIN,Autonomous,Co.Ed,CHENGALPET,SRM Valliammai Engineering College (Autonomous)  Kattankulathur  Chennai 603203,EC,88.0000,27.2800,23.3200,3.0800,17.6000,13.2000,2.6400,0.8800,81.4000,6.6000,25.2340,2.0460,21.5710,1.7490,2.8490,0.2310,16.2800,1.3200,12.2100,0.9900,2.4420,0.1980,0.8140,0.0660,25,2,22,2,3,1
1422,MIN,Autonomous,Co.Ed,CHENGALPET,SRM Valliammai Engineering College (Autonomous)  Kattankulathur  Chennai 603203,EE,44.0000,13.6400,11.6600,1.5400,8.8000,6.6000,1.3200,0.4400,40.7000,3.3000,12.6170,1.0230,10.7855,0.8745,1.4245,0.1155,8.1400,0.6600,6.1050,0.4950,1.2210,0.0990,0.4070,0.0330,13,1,11,1,1,0
1422,MIN,Autonomous,Co.Ed,CHENGALPET,SRM Valliammai Engineering College (Autonomous)  Kattankulathur  Chennai 603203,EI,49.0000,15.1900,12.9850,1.7150,9.8000,7.3500,1.4700,0.4900,45.3250,3.6750,14.0508,1.1392,12.0111,0.9739,1.5864,0.1286,9.0650,0.7350,6.7988,0.5512,1.3598,0.1102,0.4533,0.0367,14,1,12,1,2,0
1422,MIN,Autonomous,Co.Ed,CHENGALPET,SRM Valliammai Engineering College (Autonomous)  Kattankulathur  Chennai 603203,IT,59.0000,18.2900,15.6350,2.0650,11.8000,8.8500,1.7700,0.5900,54.5750,4.4250,16.9183,1.3718,14.4624,1.1726,1.9101,0.1549,10.9150,0.8850,8.1862,0.6637,1.6373,0.1327,0.5458,0.0442,17,1,15,1,2,0
1422,MIN,Autonomous,Co.Ed,CHENGALPET,SRM Valliammai Engineering College (Autonomous)  Kattankulathur  Chennai 603203,MD,44.0000,13.6400,11.6600,1.5400,8.8000,6.6000,1.3200,0.4400,40.7000,3.3000,12.6170,1.0230,10.7855,0.8745,1.4245,0.1155,8.1400,0.6600,6.1050,0.4950,1.2210,0.0990,0.4070,0.0330,13,1,11,1,1,0
1422,MIN,Autonomous,Co.Ed,CHENGALPET,SRM Valliammai Engineering College (Autonomous)  Kattankulathur  Chennai 603203,ME,44.0000,13.6400,11.6600,1.5400,8.8000,6.6000,1.3200,0.4400,40.7000,3.3000,12.6170,1.0230,10.7855,0.8745,1.4245,0.1155,8.1400,0.6600,6.1050,0.4950,1.2210,0.0990,0.4070,0.0330,13,1,11,1,1,0
1422 Total,,,,,,,563.0000,174.5300,149.1950,19.7050,112.6000,84.4500,16.8900,5.6300,520.7750,42.2250,161.4402,13.0898,138.0054,11.1896,18.2271,1.4779,104.1550,8.4450,78.1162,6.3338,15.6232,1.2668,5.2077,0.4223,161,13,138,11,18,2
1423,MIN,Non Autonomous,Co.Ed,CHENGALPET,Asan Memorial College of Engineering and Technology Chengalpattu-603 001.,AD,29.0000,8.9900,7.6850,1.0150,5.8000,4.3500,0.8700,0.2900,26.8250,2.1750,8.3158,0.6742,7.1086,0.5764,0.9389,0.0761,5.3650,0.4350,4.0238,0.3262,0.8048,0.0652,0.2683,0.0217,8,1,7,1,1,0
1423,MIN,Non Autonomous,Co.Ed,CHENGALPET,Asan Memorial College of Engineering and Technology Chengalpattu-603 001.,CS,29.0000,8.9900,7.6850,1.0150,5.8000,4.3500,0.8700,0.2900,26.8250,2.1750,8.3158,0.6742,7.1086,0.5764,0.9389,0.0761,5.3650,0.4350,4.0238,0.3262,0.8048,0.0652,0.2683,0.0217,8,1,7,1,1,0
1423,MIN,Non Autonomous,Co.Ed,CHENGALPET,Asan Memorial College of Engineering and Technology Chengalpattu-603 001.,EC,15.0000,4.6500,3.9750,0.5250,3.0000,2.2500,0.4500,0.1500,13.8750,1.1250,4.3012,0.3488,3.6769,0.2981,0.4856,0.0394,2.7750,0.2250,2.0812,0.1687,0.4163,0.0338,0.1388,0.0112,4,0,4,0,0,0
1423,MIN,Non Autonomous,Co.Ed,CHENGALPET,Asan Memorial College of Engineering and Technology Chengalpattu-603 001.,IT,29.0000,8.9900,7.6850,1.0150,5.8000,4.3500,0.8700,0.2900,26.8250,2.1750,8.3158,0.6742,7.1086,0.5764,0.9389,0.0761,5.3650,0.4350,4.0238,0.3262,0.8048,0.0652,0.2683,0.0217,8,1,7,1,1,0
1423,MIN,Non Autonomous,Co.Ed,CHENGALPET,Asan Memorial College of Engineering and Technology Chengalpattu-603 001.,ME,15.0000,4.6500,3.9750,0.5250,3.0000,2.2500,0.4500,0.1500,13.8750,1.1250,4.3012,0.3488,3.6769,0.2981,0.4856,0.0394,2.7750,0.2250,2.0812,0.1687,0.4163,0.0338,0.1388,0.0112,4,0,4,0,0,0
1423,MIN,Non Autonomous,Co.Ed,CHENGALPET,Asan Memorial College of Engineering and Technology Chengalpattu-603 001.,RM,15.0000,4.6500,3.9750,0.5250,3.0000,2.2500,0.4500,0.1500,13.8750,1.1250,4.3012,0.3488,3.6769,0.2981,0.4856,0.0394,2.7750,0.2250,2.0812,0.1687,0.4163,0.0338,0.1388,0.0112,4,0,4,0,0,0
1423 Total,,,,,,,132.0000,40.9200,34.9800,4.6200,26.4000,19.8000,3.9600,1.3200,122.1000,9.9000,37.8510,3.0690,32.3565,2.6235,4.2735,0.3465,24.4200,1.9800,18.3150,1.4850,3.6630,0.2970,1.2210,0.0990,38,3,32,3,4,1
1424,MIN,Non Autonomous,Co.Ed,KANCHEEPURAM,Dhaanish Ahmed College of Engineering  Padappai  Chennai 601301,AD,69.0000,21.3900,18.2850,2.4150,13.8000,10.3500,2.0700,0.6900,63.8250,5.1750,19.7858,1.6042,16.9136,1.3714,2.2339,0.1811,12.7650,1.0350,9.5738,0.7762,1.9147,0.1552,0.6383,0.0517,20,2,17,1,2,0
1424,MIN,Non Autonomous,Co.Ed,KANCHEEPURAM,Dhaanish Ahmed College of Engineering  Padappai  Chennai 601301,CB,30.0000,9.3000,7.9500,1.0500,6.0000,4.5000,0.9000,0.3000,27.7500,2.2500,8.6025,0.6975,7.3538,0.5963,0.9713,0.0788,5.5500,0.4500,4.1625,0.3375,0.8325,0.0675,0.2775,0.0225,9,1,7,1,1,0
1424,MIN,Non Autonomous,Co.Ed,KANCHEEPURAM,Dhaanish Ahmed College of Engineering  Padappai  Chennai 601301,CS,78.0000,24.1800,20.6700,2.7300,15.6000,11.7000,2.3400,0.7800,72.1500,5.8500,22.3665,1.8135,19.1198,1.5502,2.5253,0.2048,14.4300,1.1700,10.8225,0.8775,2.1645,0.1755,0.7215,0.0585,22,2,19,2,2,0
1424,MIN,Non Autonomous,Co.Ed,KANCHEEPURAM,Dhaanish Ahmed College of Engineering  Padappai  Chennai 601301,EC,49.0000,15.1900,12.9850,1.7150,9.8000,7.3500,1.4700,0.4900,45.3250,3.6750,14.0508,1.1392,12.0111,0.9739,1.5864,0.1286,9.0650,0.7350,6.7988,0.5512,1.3598,0.1102,0.4533,0.0367,14,1,12,1,2,0
1424,MIN,Non Autonomous,Co.Ed,KANCHEEPURAM,Dhaanish Ahmed College of Engineering  Padappai  Chennai 601301,EE,29.0000,8.9900,7.6850,1.0150,5.8000,4.3500,0.8700,0.2900,26.8250,2.1750,8.3158,0.6742,7.1086,0.5764,0.9389,0.0761,5.3650,0.4350,4.0238,0.3262,0.8048,0.0652,0.2683,0.0217,8,1,7,1,1,0
1424,MIN,Non Autonomous,Co.Ed,KANCHEEPURAM,Dhaanish Ahmed College of Engineering  Padappai  Chennai 601301,ME,29.0000,8.9900,7.6850,1.0150,5.8000,4.3500,0.8700,0.2900,26.8250,2.1750,8.3158,0.6742,7.1086,0.5764,0.9389,0.0761,5.3650,0.4350,4.0238,0.3262,0.8048,0.0652,0.2683,0.0217,8,1,7,1,1,0
1424,MIN,Non Autonomous,Co.Ed,KANCHEEPURAM,Dhaanish Ahmed College of Engineering  Padappai  Chennai 601301,PE,29.0000,8.9900,7.6850,1.0150,5.8000,4.3500,0.8700,0.2900,26.8250,2.1750,8.3158,0.6742,7.1086,0.5764,0.9389,0.0761,5.3650,0.4350,4.0238,0.3262,0.8048,0.0652,0.2683,0.0217,8,1,7,1,1,0
1424,MIN,Non Autonomous,Co.Ed,KANCHEEPURAM,Dhaanish Ahmed College of Engineering  Padappai  Chennai 601301,RM,30.0000,9.3000,7.9500,1.0500,6.0000,4.5000,0.9000,0.3000,27.7500,2.2500,8.6025,0.6975,7.3538,0.5963,0.9713,0.0788,5.5500,0.4500,4.1625,0.3375,0.8325,0.0675,0.2775,0.0225,9,1,7,1,1,0
1424 Total,,,,,,,343.0000,106.3300,90.8950,12.0050,68.6000,51.4500,10.2900,3.4300,317.2750,25.7250,98.3553,7.9747,84.0779,6.8171,11.1046,0.9004,63.4550,5.1450,47.5913,3.8587,9.5183,0.7717,3.1728,0.2572,98,8,84,7,11,1
1426,NM,Non Autonomous,Co.Ed,CHENGALPET,Sri Ramanujar Engineering College  Vandalur  Kolappakkam  Chennai 600127,AD,38.0000,11.7800,10.0700,1.3300,7.6000,5.7000,1.1400,0.3800,35.1500,2.8500,10.8965,0.8835,9.3148,0.7553,1.2303,0.0998,7.0300,0.5700,5.2725,0.4275,1.0545,0.0855,0.3515,0.0285,11,1,9,1,1,0
1426,NM,Non Autonomous,Co.Ed,CHENGALPET,Sri Ramanujar Engineering College  Vandalur  Kolappakkam  Chennai 600127,CS,57.0000,17.6700,15.1050,1.9950,11.4000,8.5500,1.7100,0.5700,52.7250,4.2750,16.3448,1.3252,13.9721,1.1329,1.8454,0.1496,10.5450,0.8550,7.9087,0.6412,1.5817,0.1282,0.5272,0.0427,16,1,14,1,2,0
1426,NM,Non Autonomous,Co.Ed,CHENGALPET,Sri Ramanujar Engineering College  Vandalur  Kolappakkam  Chennai 600127,EC,38.0000,11.7800,10.0700,1.3300,7.6000,5.7000,1.1400,0.3800,35.1500,2.8500,10.8965,0.8835,9.3148,0.7553,1.2303,0.0998,7.0300,0.5700,5.2725,0.4275,1.0545,0.0855,0.3515,0.0285,11,1,9,1,1,0
1426,NM,Non Autonomous,Co.Ed,CHENGALPET,Sri Ramanujar Engineering College  Vandalur  Kolappakkam  Chennai 600127,EE,20.0000,6.2000,5.3000,0.7000,4.0000,3.0000,0.6000,0.2000,18.5000,1.5000,5.7350,0.4650,4.9025,0.3975,0.6475,0.0525,3.7000,0.3000,2.7750,0.2250,0.5550,0.0450,0.1850,0.0150,6,1,5,0,1,0
1426,NM,Non Autonomous,Co.Ed,CHENGALPET,Sri Ramanujar Engineering College  Vandalur  Kolappakkam  Chennai 600127,IT,38.0000,11.7800,10.0700,1.3300,7.6000,5.7000,1.1400,0.3800,35.1500,2.8500,10.8965,0.8835,9.3148,0.7553,1.2303,0.0998,7.0300,0.5700,5.2725,0.4275,1.0545,0.0855,0.3515,0.0285,11,1,9,1,1,0
1426,NM,Non Autonomous,Co.Ed,CHENGALPET,Sri Ramanujar Engineering College  Vandalur  Kolappakkam  Chennai 600127,ME,38.0000,11.7800,10.0700,1.3300,7.6000,5.7000,1.1400,0.3800,35.1500,2.8500,10.8965,0.8835,9.3148,0.7553,1.2303,0.0998,7.0300,0.5700,5.2725,0.4275,1.0545,0.0855,0.3515,0.0285,11,1,9,1,1,0
1426 Total,,,,,,,229.0000,70.9900,60.6850,8.0150,45.8000,34.3500,6.8700,2.2900,211.8250,17.1750,65.6658,5.3243,56.1336,4.5514,7.4139,0.6011,42.3650,3.4350,31.7737,2.5762,6.3548,0.5152,2.1183,0.1718,66,5,56,5,7,1
1427,NM,Non Autonomous,Co.Ed,KANCHEEPURAM,Sri Krishna Engineering College  Panappakkam  Padappai  Chennai 601301,AD,59.0000,18.2900,15.6350,2.0650,11.8000,8.8500,1.7700,0.5900,54.5750,4.4250,16.9183,1.3718,14.4624,1.1726,1.9101,0.1549,10.9150,0.8850,8.1862,0.6637,1.6373,0.1327,0.5458,0.0442,17,1,15,1,2,0
