college code,category,autonomous status,co.ed status,district,college name,course,total,oc,bc,bcm,mbc,sc,sca,st,general,7.5% reservation,OC,OC_7.5,BC,BC_7.5,BCM,BCM_7.5,MBC,MBC_7.5,SC,SC_7.5,SCA,SCA_7.5,ST,ST_7.5,Rounded_OC,Rounded_OC_7.5,Rounded_BC,Rounded_BC_7.5,Rounded_BCM,Rounded_BCM_7.5
2624,MIN,Non Autonomous,Co.Ed,NAMAKKAL,Gnanamani College of Technology  Pachal Post  Namakkal District 637018,EE,29.0000,8.9900,7.6850,1.0150,5.8000,4.3500,0.8700,0.2900,26.8250,2.1750,8.3158,0.6742,7.1086,0.5764,0.9389,0.0761,5.3650,0.4350,4.0238,0.3262,0.8048,0.0652,0.2683,0.0217,8,1,7,1,1,0
2624,MIN,Non Autonomous,Co.Ed,NAMAKKAL,Gnanamani College of Technology  Pachal Post  Namakkal District 637018,FD,44.0000,13.6400,11.6600,1.5400,8.8000,6.6000,1.3200,0.4400,40.7000,3.3000,12.6170,1.0230,10.7855,0.8745,1.4245,0.1155,8.1400,0.6600,6.1050,0.4950,1.2210,0.0990,0.4070,0.0330,13,1,11,1,1,0
2624,MIN,Non Autonomous,Co.Ed,NAMAKKAL,Gnanamani College of Technology  Pachal Post  Namakkal District 637018,IT,147.0000,45.5700,38.9550,5.1450,29.4000,22.0500,4.4100,1.4700,135.9750,11.0250,42.1522,3.4178,36.0334,2.9216,4.7591,0.3859,27.1950,2.2050,20.3962,1.6538,4.0793,0.3307,1.3598,0.1103,42,3,36,3,5,1
2624,MIN,Non Autonomous,Co.Ed,NAMAKKAL,Gnanamani College of Technology  Pachal Post  Namakkal District 637018,ME,39.0000,12.0900,10.3350,1.3650,7.8000,5.8500,1.1700,0.3900,36.0750,2.9250,11.1833,0.9067,9.5599,0.7751,1.2626,0.1024,7.2150,0.5850,5.4112,0.4387,1.0822,0.0877,0.3608,0.0292,11,1,10,1,1,0
2624,MIN,Non Autonomous,Co.Ed,NAMAKKAL,Gnanamani College of Technology  Pachal Post  Namakkal District 637018,PH,44.0000,13.6400,11.6600,1.5400,8.8000,6.6000,1.3200,0.4400,40.7000,3.3000,12.6170,1.0230,10.7855,0.8745,1.4245,0.1155,8.1400,0.6600,6.1050,0.4950,1.2210,0.0990,0.4070,0.0330,13,1,11,1,1,0
2624 Total,,,,,,,715.0000,221.6500,189.4750,25.0250,143.0000,107.2500,21.4500,7.1500,661.3750,53.6250,205.0263,16.6238,175.2644,14.2106,23.1481,1.8769,132.2750,10.7250,99.2062,8.0437,19.8412,1.6087,6.6138,0.5363,205,17,175,14,23,2
2625,NM,Non Autonomous,Co.Ed,SALEM,The Kavery Engineering College  M Kalipatti Post  Mecheri  Salem District 634456,AD,38.0000,11.7800,10.0700,1.3300,7.6000,5.7000,1.1400,0.3800,35.1500,2.8500,10.8965,0.8835,9.3148,0.7553,1.2303,0.0998,7.0300,0.5700,5.2725,0.4275,1.0545,0.0855,0.3515,0.0285,11,1,9,1,1,0
2625,NM,Non Autonomous,Co.Ed,SALEM,The Kavery Engineering College  M Kalipatti Post  Mecheri  Salem District 634456,AG,38.0000,11.7800,10.0700,1.3300,7.6000,5.7000,1.1400,0.3800,35.1500,2.8500,10.8965,0.8835,9.3148,0.7553,1.2303,0.0998,7.0300,0.5700,5.2725,0.4275,1.0545,0.0855,0.3515,0.0285,11,1,9,1,1,0
2625,NM,Non Autonomous,Co.Ed,SALEM,The Kavery Engineering College  M Kalipatti Post  Mecheri  Salem District 634456,BM,38.0000,11.7800,10.0700,1.3300,7.6000,5.7000,1.1400,0.3800,35.1500,2.8500,10.8965,0.8835,9.3148,0.7553,1.2303,0.0998,7.0300,0.5700,5.2725,0.4275,1.0545,0.0855,0.3515,0.0285,11,1,9,1,1,0
2625,NM,Non Autonomous,Co.Ed,SALEM,The Kavery Engineering College  M Kalipatti Post  Mecheri  Salem District 634456,CE,19.0000,5.8900,5.0350,0.6650,3.8000,2.8500,0.5700,0.1900,17.5750,1.4250,5.4482,0.4418,4.6574,0.3776,0.6151,0.0499,3.5150,0.2850,2.6362,0.2137,0.5272,0.0427,0.1757,0.0143,5,0,5,0,1,0
2625,NM,Non Autonomous,Co.Ed,SALEM,The Kavery Engineering College  M Kalipatti Post  Mecheri  Salem District 634456,CH,20.0000,6.2000,5.3000,0.7000,4.0000,3.0000,0.6000,0.2000,18.5000,1.5000,5.7350,0.4650,4.9025,0.3975,0.6475,0.0525,3.7000,0.3000,2.7750,0.2250,0.5550,0.0450,0.1850,0.0150,6,0,5,0,1,0
2625,NM,Non Autonomous,Co.Ed,SALEM,The Kavery Engineering College  M Kalipatti Post  Mecheri  Salem District 634456,CS,115.0000,35.6500,30.4750,4.0250,23.0000,17.2500,3.4500,1.1500,106.3750,8.6250,32.9763,2.6738,28.1894,2.2856,3.7231,0.3019,21.2750,1.7250,15.9562,1.2937,3.1912,0.2587,1.0637,0.0863,33,3,28,2,4,1
2625,NM,Non Autonomous,Co.Ed,SALEM,The Kavery Engineering College  M Kalipatti Post  Mecheri  Salem District 634456,EC,38.0000,11.7800,10.0700,1.3300,7.6000,5.7000,1.1400,0.3800,35.1500,2.8500,10.8965,0.8835,9.3148,0.7553,1.2303,0.0998,7.0300,0.5700,5.2725,0.4275,1.0545,0.0855,0.3515,0.0285,11,1,9,1,1,0
2625,NM,Non Autonomous,Co.Ed,SALEM,The Kavery Engineering College  M Kalipatti Post  Mecheri  Salem District 634456,EE,38.0000,11.7800,10.0700,1.3300,7.6000,5.7000,1.1400,0.3800,35.1500,2.8500,10.8965,0.8835,9.3148,0.7553,1.2303,0.0998,7.0300,0.5700,5.2725,0.4275,1.0545,0.0855,0.3515,0.0285,11,1,9,1,1,0
2625,NM,Non Autonomous,Co.Ed,SALEM,The Kavery Engineering College  M Kalipatti Post  Mecheri  Salem District 634456,IT,77.0000,23.8700,20.4050,2.6950,15.4000,11.5500,2.3100,0.7700,71.2250,5.7750,22.0798,1.7902,18.8746,1.5304,2.4929,0.2021,14.2450,1.1550,10.6838,0.8662,2.1368,0.1732,0.7123,0.0577,22,2,19,2,2,0
2625,NM,Non Autonomous,Co.Ed,SALEM,The Kavery Engineering College  M Kalipatti Post  Mecheri  Salem District 634456,ME,38.0000,11.7800,10.0700,1.3300,7.6000,5.7000,1.1400,0.3800,35.1500,2.8500,10.8965,0.8835,9.3148,0.7553,1.2303,0.0998,7.0300,0.5700,5.2725,0.4275,1.0545,0.0855,0.3515,0.0285,11,1,9,1,1,0
2625 Total,,,,,,,459.0000,142.2900,121.6350,16.0650,91.8000,68.8500,13.7700,4.5900,424.5750,34.4250,131.6183,10.6717,112.5124,9.1226,14.8601,1.2049,84.9150,6.8850,63.6863,5.1637,12.7373,1.0327,4.2458,0.3443,132,11,113,9,15,1
2627,NM,Non Autonomous,Co.Ed,NAMAKKAL,Selvam College of Technology  Pappanaickenpatti Post  Namakkal District 637003,AD,29.0000,8.9900,7.6850,1.0150,5.8000,4.3500,0.8700,0.2900,26.8250,2.1750,8.3158,0.6742,7.1086,0.5764,0.9389,0.0761,5.3650,0.4350,4.0238,0.3262,0.8048,0.0652,0.2683,0.0217,8,1,7,1,1,0
2627,NM,Non Autonomous,Co.Ed,NAMAKKAL,Selvam College of Technology  Pappanaickenpatti Post  Namakkal District 637003,BM,59.0000,18.2900,15.6350,2.0650,11.8000,8.8500,1.7700,0.5900,54.5750,4.4250,16.9183,1.3718,14.4624,1.1726,1.9101,0.1549,10.9150,0.8850,8.1862,0.6637,1.6373,0.1327,0.5458,0.0442,17,1,14,1,2,0
2627,NM,Non Autonomous,Co.Ed,NAMAKKAL,Selvam College of Technology  Pappanaickenpatti Post  Namakkal District 637003,BT,59.0000,18.2900,15.6350,2.0650,11.8000,8.8500,1.7700,0.5900,54.5750,4.4250,16.9183,1.3718,14.4624,1.1726,1.9101,0.1549,10.9150,0.8850,8.1862,0.6637,1.6373,0.1327,0.5458,0.0442,17,1,14,1,2,0
2627,NM,Non Autonomous,Co.Ed,NAMAKKAL,Selvam College of Technology  Pappanaickenpatti Post  Namakkal District 637003,CE,29.0000,8.9900,7.6850,1.0150,5.8000,4.3500,0.8700,0.2900,26.8250,2.1750,8.3158,0.6742,7.1086,0.5764,0.9389,0.0761,5.3650,0.4350,4.0238,0.3262,0.8048,0.0652,0.2683,0.0217,8,1,7,1,1,0
2627,NM,Non Autonomous,Co.Ed,NAMAKKAL,Selvam College of Technology  Pappanaickenpatti Post  Namakkal District 637003,CS,58.0000,17.9800,15.3700,2.0300,11.6000,8.7000,1.7400,0.5800,53.6500,4.3500,16.6315,1.3485,14.2173,1.1527,1.8778,0.1522,10.7300,0.8700,8.0475,0.6525,1.6095,0.1305,0.5365,0.0435,17,1,14,1,2,0
2627,NM,Non Autonomous,Co.Ed,NAMAKKAL,Selvam College of Technology  Pappanaickenpatti Post  Namakkal District 637003,EC,59.0000,18.2900,15.6350,2.0650,11.8000,8.8500,1.7700,0.5900,54.5750,4.4250,16.9183,1.3718,14.4624,1.1726,1.9101,0.1549,10.9150,0.8850,8.1862,0.6637,1.6373,0.1327,0.5458,0.0442,17,1,14,1,2,0
2627,NM,Non Autonomous,Co.Ed,NAMAKKAL,Selvam College of Technology  Pappanaickenpatti Post  Namakkal District 637003,EE,59.0000,18.2900,15.6350,2.0650,11.8000,8.8500,1.7700,0.5900,54.5750,4.4250,16.9183,1.3718,14.4624,1.1726,1.9101,0.1549,10.9150,0.8850,8.1862,0.6637,1.6373,0.1327,0.5458,0.0442,17,1,14,1,2,0
2627,NM,Non Autonomous,Co.Ed,NAMAKKAL,Selvam College of Technology  Pappanaickenpatti Post  Namakkal District 637003,IT,59.0000,18.2900,15.6350,2.0650,11.8000,8.8500,1.7700,0.5900,54.5750,4.4250,16.9183,1.3718,14.4624,1.1726,1.9101,0.1549,10.9150,0.8850,8.1862,0.6637,1.6373,0.1327,0.5458,0.0442,17,1,14,1,2,0
2627,NM,Non Autonomous,Co.Ed,NAMAKKAL,Selvam College of Technology  Pappanaickenpatti Post  Namakkal District 637003,ME,59.0000,18.2900,15.6350,2.0650,11.8000,8.8500,1.7700,0.5900,54.5750,4.4250,16.9183,1.3718,14.4624,1.1726,1.9101,0.1549,10.9150,0.8850,8.1862,0.6637,1.6373,0.1327,0.5458,0.0442,17,1,14,1,2,0
2627 Total,,,,,,,470.0000,145.7000,124.5500,16.4500,94.0000,70.5000,14.1000,4.7000,434.7500,35.2500,134.7725,10.9275,115.2088,9.3413,15.2163,1.2338,86.9500,7.0500,65.2125,5.2875,13.0425,1.0575,4.3475,0.3525,135,11,115,9,15,2
2628,NM,Non Autonomous,Co.Ed,NAMAKKAL,Paavai College of Engineering  NH-7  Pachal Post  Namakkal District 637018,AD,40.0000,12.4000,10.6000,1.4000,8.0000,6.0000,1.2000,0.4000,37.0000,3.0000,11.4700,0.9300,9.8050,0.7950,1.2950,0.1050,7.4000,0.6000,5.5500,0.4500,1.1100,0.0900,0.3700,0.0300,11,1,10,1,1,0
2628,NM,Non Autonomous,Co.Ed,NAMAKKAL,Paavai College of Engineering  NH-7  Pachal Post  Namakkal District 637018,AM,58.0000,17.9800,15.3700,2.0300,11.6000,8.7000,1.7400,0.5800,53.6500,4.3500,16.6315,1.3485,14.2173,1.1527,1.8778,0.1522,10.7300,0.8700,8.0475,0.6525,1.6095,0.1305,0.5365,0.0435,17,1,14,1,2,0
2628,NM,Non Autonomous,Co.Ed,NAMAKKAL,Paavai College of Engineering  NH-7  Pachal Post  Namakkal District 637018,AU,29.0000,8.9900,7.6850,1.0150,5.8000,4.3500,0.8700,0.2900,26.8250,2.1750,8.3158,0.6742,7.1086,0.5764,0.9389,0.0761,5.3650,0.4350,4.0238,0.3262,0.8048,0.0652,0.2683,0.0217,8,1,7,1,1,0
2628,NM,Non Autonomous,Co.Ed,NAMAKKAL,Paavai College of Engineering  NH-7  Pachal Post  Namakkal District 637018,BM,58.0000,17.9800,15.3700,2.0300,11.6000,8.7000,1.7400,0.5800,53.6500,4.3500,16.6315,1.3485,14.2173,1.1527,1.8778,0.1522,10.7300,0.8700,8.0475,0.6525,1.6095,0.1305,0.5365,0.0435,17,1,14,1,2,0
2628,NM,Non Autonomous,Co.Ed,NAMAKKAL,Paavai College of Engineering  NH-7  Pachal Post  Namakkal District 637018,CS,111.0000,34.4100,29.4150,3.8850,22.2000,16.6500,3.3300,1.1100,102.6750,8.3250,31.8293,2.5807,27.2089,2.2061,3.5936,0.2914,20.5350,1.6650,15.4013,1.2487,3.0803,0.2497,1.0268,0.0832,32,3,27,2,4,1
2628,NM,Non Autonomous,Co.Ed,NAMAKKAL,Paavai College of Engineering  NH-7  Pachal Post  Namakkal District 637018,EE,59.0000,18.2900,15.6350,2.0650,11.8000,8.8500,1.7700,0.5900,54.5750,4.4250,16.9183,1.3718,14.4624,1.1726,1.9101,0.1549,10.9150,0.8850,8.1862,0.6637,1.6373,0.1327,0.5458,0.0442,17,1,14,1,2,0
2628,NM,Non Autonomous,Co.Ed,NAMAKKAL,Paavai College of Engineering  NH-7  Pachal Post  Namakkal District 637018,ME,29.0000,8.9900,7.6850,1.0150,5.8000,4.3500,0.8700,0.2900,26.8250,2.1750,8.3158,0.6742,7.1086,0.5764,0.9389,0.0761,5.3650,0.4350,4.0238,0.3262,0.8048,0.0652,0.2683,0.0217,8,1,7,1,1,0
2628,NM,Non Autonomous,Co.Ed,NAMAKKAL,Paavai College of Engineering  NH-7  Pachal Post  Namakkal District 637018,SC,56.0000,17.3600,14.8400,1.9600,11.2000,8.4000,1.6800,0.5600,51.8000,4.2000,16.0580,1.3020,13.7270,1.1130,1.8130,0.1470,10.3600,0.8400,7.7700,0.6300,1.5540,0.1260,0.5180,0.0420,16,1,14,1,2,0
2628 Total,,,,,,,440.0000,136.4000,116.6000,15.4000,88.0000,66.0000,13.2000,4.4000,407.0000,33.0000,126.1700,10.2300,107.8550,8.7450,14.2450,1.1550,81.4000,6.6000,61.0500,4.9500,12.2100,0.9900,4.0700,0.3300,126,10,108,9,14,1
2630,NM,Non Autonomous,Co.Ed,KARUR,Chettinad College of Engineering and Technology  NH-67  Trichy Main Road  Puliyur C F  Karur District 639114,AD,38.0000,11.7800,10.0700,1.3300,7.6000,5.7000,1.1400,0.3800,35.1500,2.8500,10.8965,0.8835,9.3148,0.7553,1.2303,0.0998,7.0300,0.5700,5.2725,0.4275,1.0545,0.0855,0.3515,0.0285,11,1,9,1,1,0
2630,NM,Non Autonomous,Co.Ed,KARUR,Chettinad College of Engineering and Technology  NH-67  Trichy Main Road  Puliyur C F  Karur District 639114,CS,38.0000,11.7800,10.0700,1.3300,7.6000,5.7000,1.1400,0.3800,35.1500,2.8500,10.8965,0.8835,9.3148,0.7553,1.2303,0.0998,7.0300,0.5700,5.2725,0.4275,1.0545,0.0855,0.3515,0.0285,11,1,9,1,1,0
2630,NM,Non Autonomous,Co.Ed,KARUR,Chettinad College of Engineering and Technology  NH-67  Trichy Main Road  Puliyur C F  Karur District 639114,EC,39.0000,12.0900,10.3350,1.3650,7.8000,5.8500,1.1700,0.3900,36.0750,2.9250,11.1833,0.9067,9.5599,0.7751,1.2626,0.1024,7.2150,0.5850,5.4112,0.4387,1.0822,0.0877,0.3608,0.0292,11,1,10,1,1,0
2630,NM,Non Autonomous,Co.Ed,KARUR,Chettinad College of Engineering and Technology  NH-67  Trichy Main Road  Puliyur C F  Karur District 639114,EE,38.0000,11.7800,10.0700,1.3300,7.6000,5.7000,1.1400,0.3800,35.1500,2.8500,10.8965,0.8835,9.3148,0.7553,1.2303,0.0998,7.0300,0.5700,5.2725,0.4275,1.0545,0.0855,0.3515,0.0285,11,1,9,1,1,0
2630,NM,Non Autonomous,Co.Ed,KARUR,Chettinad College of Engineering and Technology  NH-67  Trichy Main Road  Puliyur C F  Karur District 639114,ME,38.0000,11.7800,10.0700,1.3300,7.6000,5.7000,1.1400,0.3800,35.1500,2.8500,10.8965,0.8835,9.3148,0.7553,1.2303,0.0998,7.0300,0.5700,5.2725,0.4275,1.0545,0.0855,0.3515,0.0285,11,1,9,1,1,0
2630 Total,,,,,,,191.0000,59.2100,50.6150,6.6850,38.2000,28.6500,5.7300,1.9100,176.6750,14.3250,54.7693,4.4407,46.8189,3.7961,6.1836,0.5014,35.3350,2.8650,26.5013,2.1487,5.3003,0.4297,1.7668,0.1432,55,4,47,4,6,1
2632,NM,Autonomous,Co.Ed,NAMAKKAL,Mahendra Institute of Technology (Autonomous)  Mahendhirapuri  Mallasamudram   Namakkal District 637503,AM,39.0000,12.0900,10.3350,1.3650,7.8000,5.8500,1.1700,0.3900,36.0750,2.9250,11.1833,0.9067,9.5599,0.7751,1.2626,0.1024,7.2150,0.5850,5.4112,0.4387,1.0822,0.0877,0.3608,0.0292,11,1,10,1,1,0
2632,NM,Autonomous,Co.Ed,NAMAKKAL,Mahendra Institute of Technology (Autonomous)  Mahendhirapuri  Mallasamudram   Namakkal District 637503,AU,38.0000,11.7800,10.0700,1.3300,7.6000,5.7000,1.1400,0.3800,35.1500,2.8500,10.8965,0.8835,9.3148,0.7553,1.2303,0.0998,7.0300,0.5700,5.2725,0.4275,1.0545,0.0855,0.3515,0.0285,11,1,9,1,1,0
2632,NM,Autonomous,Co.Ed,NAMAKKAL,Mahendra Institute of Technology (Autonomous)  Mahendhirapuri  Mallasamudram   Namakkal District 637503,BM,38.0000,11.7800,10.0700,1.3300,7.6000,5.7000,1.1400,0.3800,35.1500,2.8500,10.8965,0.8835,9.3148,0.7553,1.2303,0.0998,7.0300,0.5700,5.2725,0.4275,1.0545,0.0855,0.3515,0.0285,11,1,9,1,1,0
2632,NM,Autonomous,Co.Ed,NAMAKKAL,Mahendra Institute of Technology (Autonomous)  Mahendhirapuri  Mallasamudram   Namakkal District 637503,CS,172.0000,53.3200,45.5800,6.0200,34.4000,25.8000,5.1600,1.7200,159.1000,12.9000,49.3210,3.9990,42.1615,3.4185,5.5685,0.4515,31.8200,2.5800,23.8650,1.9350,4.7730,0.3870,1.5910,0.1290,49,4,42,3,6,1
2632,NM,Autonomous,Co.Ed,NAMAKKAL,Mahendra Institute of Technology (Autonomous)  Mahendhirapuri  Mallasamudram   Namakkal District 637503,EC,77.0000,23.8700,20.4050,2.6950,15.4000,11.5500,2.3100,0.7700,71.2250,5.7750,22.0798,1.7902,18.8746,1.5304,2.4929,0.2021,14.2450,1.1550,10.6838,0.8662,2.1368,0.1732,0.7123,0.0577,22,2,19,2,2,0
2632,NM,Autonomous,Co.Ed,NAMAKKAL,Mahendra Institute of Technology (Autonomous)  Mahendhirapuri  Mallasamudram   Namakkal District 637503,EE,38.0000,11.7800,10.0700,1.3300,7.6000,5.7000,1.1400,0.3800,35.1500,2.8500,10.8965,0.8835,9.3148,0.7553,1.2303,0.0998,7.0300,0.5700,5.2725,0.4275,1.0545,0.0855,0.3515,0.0285,11,1,9,1,1,0
2632,NM,Autonomous,Co.Ed,NAMAKKAL,Mahendra Institute of Technology (Autonomous)  Mahendhirapuri  Mallasamudram   Namakkal District 637503,IT,38.0000,11.7800,10.0700,1.3300,7.6000,5.7000,1.1400,0.3800,35.1500,2.8500,10.8965,0.8835,9.3148,0.7553,1.2303,0.0998,7.0300,0.5700,5.2725,0.4275,1.0545,0.0855,0.3515,0.0285,11,1,9,1,1,0
2632,NM,Autonomous,Co.Ed,NAMAKKAL,Mahendra Institute of Technology (Autonomous)  Mahendhirapuri  Mallasamudram   Namakkal District 637503,ME,153.0000,47.4300,40.5450,5.3550,30.6000,22.9500,4.5900,1.5300,141.5250,11.4750,43.8728,3.5572,37.5041,3.0409,4.9534,0.4016,28.3050,2.2950,21.2288,1.7212,4.2458,0.3443,1.4153,0.1148,44,4,38,3,5,1
2632 Total,,,,,,,593.0000,183.8300,157.1450,20.7550,118.6000,88.9500,17.7900,5.9300,548.5250,44.4750,170.0427,13.7873,145.3591,11.7859,19.1984,1.5566,109.7050,8.8950,82.2787,6.6712,16.4557,1.3342,5.4852,0.4448,170,14,145,12,19,2
2633,NM,Non Autonomous,Co.Ed,NAMAKKAL,Vidyaa Vikas College of Engineering and Technology  Varahoorampatti  Tiruchengode  Namakkal District 637 214,AD,29.0000,8.9900,7.6850,1.0150,5.8000,4.3500,0.8700,0.2900,26.8250,2.1750,8.3158,0.6742,7.1086,0.5764,0.9389,0.0761,5.3650,0.4350,4.0238,0.3262,0.8048,0.0652,0.2683,0.0217,8,1,7,1,1,0
2633,NM,Non Autonomous,Co.Ed,NAMAKKAL,Vidyaa Vikas College of Engineering and Technology  Varahoorampatti  Tiruchengode  Namakkal District 637 214,CS,59.0000,18.2900,15.6350,2.0650,11.8000,8.8500,1.7700,0.5900,54.5750,4.4250,16.9183,1.3718,14.4624,1.1726,1.9101,0.1549,10.9150,0.8850,8.1862,0.6637,1.6373,0.1327,0.5458,0.0442,17,1,14,1,2,0
2633,NM,Non Autonomous,Co.Ed,NAMAKKAL,Vidyaa Vikas College of Engineering and Technology  Varahoorampatti  Tiruchengode  Namakkal District 637 214,EC,118.0000,36.5800,31.2700,4.1300,23.6000,17.7000,3.5400,1.1800,109.1500,8.8500,33.8365,2.7435,28.9248,2.3453,3.8203,0.3098,21.8300,1.7700,16.3725,1.3275,3.2745,0.2655,1.0915,0.0885,34,3,29,2,4,1
2633,NM,Non Autonomous,Co.Ed,NAMAKKAL,Vidyaa Vikas College of Engineering and Technology  Varahoorampatti  Tiruchengode  Namakkal District 637 214,EE,59.0000,18.2900,15.6350,2.0650,11.8000,8.8500,1.7700,0.5900,54.5750,4.4250,16.9183,1.3718,14.4624,1.1726,1.9101,0.1549,10.9150,0.8850,8.1862,0.6637,1.6373,0.1327,0.5458,0.0442,17,1,14,1,2,0
2633,NM,Non Autonomous,Co.Ed,NAMAKKAL,Vidyaa Vikas College of Engineering and Technology  Varahoorampatti  Tiruchengode  Namakkal District 637 214,ME,29.0000,8.9900,7.6850,1.0150,5.8000,4.3500,0.8700,0.2900,26.8250,2.1750,8.3158,0.6742,7.1086,0.5764,0.9389,0.0761,5.3650,0.4350,4.0238,0.3262,0.8048,0.0652,0.2683,0.0217,8,1,7,1,1,0
2633,NM,Non Autonomous,Co.Ed,NAMAKKAL,Vidyaa Vikas College of Engineering and Technology  Varahoorampatti  Tiruchengode  Namakkal District 637 214,SC,29.0000,8.9900,7.6850,1.0150,5.8000,4.3500,0.8700,0.2900,26.8250,2.1750,8.3158,0.6742,7.1086,0.5764,0.9389,0.0761,5.3650,0.4350,4.0238,0.3262,0.8048,0.0652,0.2683,0.0217,8,1,7,1,1,0
2633 Total,,,,,,,323.0000,100.1300,85.5950,11.3050,64.6000,48.4500,9.6900,3.2300,298.7750,24.2250,92.6203,7.5097,79.1754,6.4196,10.4571,0.8479,59.7550,4.8450,44.8163,3.6337,8.9633,0.7267,2.9878,0.2422,93,8,79,6,10,1
2634,NM,Autonomous,Co.Ed,NAMAKKAL,Excel Engineering College (Autonomous)  NH-544  Salem Main Road  Pallakapalayam  Sankari West Post  Komarapalayam Taluk  Namakkal District - 637303,AD,77.0000,23.8700,20.4050,2.6950,15.4000,11.5500,2.3100,0.7700,71.2250,5.7750,22.0798,1.7902,18.8746,1.5304,2.4929,0.2021,14.2450,1.1550,10.6838,0.8662,2.1368,0.1732,0.7123,0.0577,22,2,19,2,2,0
2634,NM,Autonomous,Co.Ed,NAMAKKAL,Excel Engineering College (Autonomous)  NH-544  Salem Main Road  Pallakapalayam  Sankari West Post  Komarapalayam Taluk  Namakkal District - 637303,AE,38.0000,11.7800,10.0700,1.3300,7.6000,5.7000,1.1400,0.3800,35.1500,2.8500,10.8965,0.8835,9.3148,0.7553,1.2303,0.0998,7.0300,0.5700,5.2725,0.4275,1.0545,0.0855,0.3515,0.0285,11,1,9,1,1,0
2634,NM,Autonomous,Co.Ed,NAMAKKAL,Excel Engineering College (Autonomous)  NH-544  Salem Main Road  Pallakapalayam  Sankari West Post  Komarapalayam Taluk  Namakkal District - 637303,AG,38.0000,11.7800,10.0700,1.3300,7.6000,5.7000,1.1400,0.3800,35.1500,2.8500,10.8965,0.8835,9.3148,0.7553,1.2303,0.0998,7.0300,0.5700,5.2725,0.4275,1.0545,0.0855,0.3515,0.0285,11,1,9,1,1,0
2634,NM,Autonomous,Co.Ed,NAMAKKAL,Excel Engineering College (Autonomous)  NH-544  Salem Main Road  Pallakapalayam  Sankari West Post  Komarapalayam Taluk  Namakkal District - 637303,BM,48.0000,14.8800,12.7200,1.6800,9.6000,7.2000,1.4400,0.4800,44.4000,3.6000,13.7640,1.1160,11.7660,0.9540,1.5540,0.1260,8.8800,0.7200,6.6600,0.5400,1.3320,0.1080,0.4440,0.0360,14,1,12,1,2,0
2634,NM,Autonomous,Co.Ed,NAMAKKAL,Excel Engineering College (Autonomous)  NH-544  Salem Main Road  Pallakapalayam  Sankari West Post  Komarapalayam Taluk  Namakkal District - 637303,CB,48.0000,14.8800,12.7200,1.6800,9.6000,7.2000,1.4400,0.4800,44.4000,3.6000,13.7640,1.1160,11.7660,0.9540,1.5540,0.1260,8.8800,0.7200,6.6600,0.5400,1.3320,0.1080,0.4440,0.0360,14,1,12,1,2,0
2634,NM,Autonomous,Co.Ed,NAMAKKAL,Excel Engineering College (Autonomous)  NH-544  Salem Main Road  Pallakapalayam  Sankari West Post  Komarapalayam Taluk  Namakkal District - 637303,CE,38.0000,11.7800,10.0700,1.3300,7.6000,5.7000,1.1400,0.3800,35.1500,2.8500,10.8965,0.8835,9.3148,0.7553,1.2303,0.0998,7.0300,0.5700,5.2725,0.4275,1.0545,0.0855,0.3515,0.0285,11,1,9,1,1,0
2634,NM,Autonomous,Co.Ed,NAMAKKAL,Excel Engineering College (Autonomous)  NH-544  Salem Main Road  Pallakapalayam  Sankari West Post  Komarapalayam Taluk  Namakkal District - 637303,CJ,48.0000,14.8800,12.7200,1.6800,9.6000,7.2000,1.4400,0.4800,44.4000,3.6000,13.7640,1.1160,11.7660,0.9540,1.5540,0.1260,8.8800,0.7200,6.6600,0.5400,1.3320,0.1080,0.4440,0.0360,14,1,12,1,2,0
2634,NM,Autonomous,Co.Ed,NAMAKKAL,Excel Engineering College (Autonomous)  NH-544  Salem Main Road  Pallakapalayam  Sankari West Post  Komarapalayam Taluk  Namakkal District - 637303,CS,115.0000,35.6500,30.4750,4.0250,23.0000,17.2500,3.4500,1.1500,106.3750,8.6250,32.9763,2.6738,28.1894,2.2856,3.7231,0.3019,21.2750,1.7250,15.9562,1.2937,3.1912,0.2587,1.0637,0.0863,33,3,28,2,4,1
2634,NM,Autonomous,Co.Ed,NAMAKKAL,Excel Engineering College (Autonomous)  NH-544  Salem Main Road  Pallakapalayam  Sankari West Post  Komarapalayam Taluk  Namakkal District - 637303,EC,86.0000,26.6600,22.7900,3.0100,17.2000,12.9000,2.5800,0.8600,79.5500,6.4500,24.6605,1.9995,21.0808,1.7093,2.7843,0.2258,15.9100,1.2900,11.9325,0.9675,2.3865,0.1935,0.7955,0.0645,25,2,21,2,3,1
2634,NM,Autonomous,Co.Ed,NAMAKKAL,Excel Engineering College (Autonomous)  NH-544  Salem Main Road  Pallakapalayam  Sankari West Post  Komarapalayam Taluk  Namakkal District - 637303,EE,48.0000,14.8800,12.7200,1.6800,9.6000,7.2000,1.4400,0.4800,44.4000,3.6000,13.7640,1.1160,11.7660,0.9540,1.5540,0.1260,8.8800,0.7200,6.6600,0.5400,1.3320,0.1080,0.4440,0.0360,14,1,12,1,2,0
