college code,category,autonomous status,co.ed status,district,college name,course,total,oc,bc,bcm,mbc,sc,sca,st,general,7.5% reservation
1202,MIN,Non Autonomous,Co.Ed,KANCHEEPURAM,D M I College of Engineering  Palanchoor  Nazrethpet  Chennai 602103,EE,29.0,8.99,7.685,1.015,5.8,4.35,0.87,0.29,26.825000000000003,2.175
1202,MIN,Non Autonomous,Co.Ed,KANCHEEPURAM,D M I College of Engineering  Palanchoor  Nazrethpet  Chennai 602103,IT,47.0,14.57,12.455,1.645,9.4,7.05,1.41,0.47,43.475,3.525
1202,MIN,Non Autonomous,Co.Ed,KANCHEEPURAM,D M I College of Engineering  Palanchoor  Nazrethpet  Chennai 602103,ME,30.0,9.3,7.95,1.05,6.0,4.5,0.9,0.3,27.75,2.25
1202 Total,,,,,,,345.0,106.95,91.425,12.075,69.0,51.75,10.35,3.45,319.125,25.875
1207,MIN,Non Autonomous,Co.Ed,KANCHEEPURAM,Kings Engineering College  Sriperumpudur Taluk  Kancheepuram District 602105,AD,29.0,8.99,7.685,1.015,5.8,4.35,0.87,0.29,26.825000000000003,2.175
1207,MIN,Non Autonomous,Co.Ed,KANCHEEPURAM,Kings Engineering College  Sriperumpudur Taluk  Kancheepuram District 602105,AM,15.0,4.65,3.975,0.525,3.0,2.25,0.45,0.15,13.875,1.125
1207,MIN,Non Autonomous,Co.Ed,KANCHEEPURAM,Kings Engineering College  Sriperumpudur Taluk  Kancheepuram District 602105,BM,59.0,18.29,15.635,2.065,11.8,8.85,1.77,0.59,54.575,4.425
1207,MIN,Non Autonomous,Co.Ed,KANCHEEPURAM,Kings Engineering College  Sriperumpudur Taluk  Kancheepuram District 602105,CS,59.0,18.29,15.635,2.065,11.8,8.85,1.77,0.59,54.575,4.425
1207,MIN,Non Autonomous,Co.Ed,KANCHEEPURAM,Kings Engineering College  Sriperumpudur Taluk  Kancheepuram District 602105,EC,44.0,13.64,11.66,1.54,8.8,6.6,1.32,0.44,40.7,3.3
1207,MIN,Non Autonomous,Co.Ed,KANCHEEPURAM,Kings Engineering College  Sriperumpudur Taluk  Kancheepuram District 602105,IT,59.0,18.29,15.635,2.065,11.8,8.85,1.77,0.59,54.575,4.425
1207,MIN,Non Autonomous,Co.Ed,KANCHEEPURAM,Kings Engineering College  Sriperumpudur Taluk  Kancheepuram District 602105,ME,29.0,8.99,7.685,1.015,5.8,4.35,0.87,0.29,26.825000000000003,2.175
1207,MIN,Non Autonomous,Co.Ed,KANCHEEPURAM,Kings Engineering College  Sriperumpudur Taluk  Kancheepuram District 602105,RM,29.0,8.99,7.685,1.015,5.8,4.35,0.87,0.29,26.825000000000003,2.175
1207 Total,,,,,,,323.0,100.13,85.595,11.305,64.6,48.45,9.69,3.23,298.77500000000003,24.224999999999998
1209,NM,Non Autonomous,Co.Ed,KANCHEEPURAM,Pallavan College of Engineering  Thimmasamudram  Kancheepuram District 631502,CE,38.0,11.78,10.07,1.33,7.6,5.7,1.14,0.38,35.15,2.85
1209,NM,Non Autonomous,Co.Ed,KANCHEEPURAM,Pallavan College of Engineering  Thimmasamudram  Kancheepuram District 631502,CS,76.0,23.56,20.14,2.66,15.2,11.4,2.28,0.76,70.3,5.7
1209,NM,Non Autonomous,Co.Ed,KANCHEEPURAM,Pallavan College of Engineering  Thimmasamudram  Kancheepuram District 631502,EC,76.0,23.56,20.14,2.66,15.2,11.4,2.28,0.76,70.3,5.7
1209,NM,Non Autonomous,Co.Ed,KANCHEEPURAM,Pallavan College of Engineering  Thimmasamudram  Kancheepuram District 631502,EE,38.0,11.78,10.07,1.33,7.6,5.7,1.14,0.38,35.15,2.85
1209,NM,Non Autonomous,Co.Ed,KANCHEEPURAM,Pallavan College of Engineering  Thimmasamudram  Kancheepuram District 631502,IT,20.0,6.2,5.3,0.7,4.0,3.0,0.6,0.2,18.5,1.5
1209,NM,Non Autonomous,Co.Ed,KANCHEEPURAM,Pallavan College of Engineering  Thimmasamudram  Kancheepuram District 631502,ME,77.0,23.87,20.405,2.695,15.4,11.55,2.31,0.77,71.22500000000001,5.7749999999999995
1209 Total,,,,,,,325.0,100.75,86.125,11.375,65.0,48.75,9.75,3.25,300.625,24.375
1210,MIN,Autonomous,Co.Ed,THIRUVALLUR,Panimalar Engineering College (Autonomous)  Nazarethpet  Poonamallee  Chennai 602123,AD,235.0,72.85,62.275,8.225,47.0,35.25,7.05,2.35,217.375,17.625
1210,MIN,Autonomous,Co.Ed,THIRUVALLUR,Panimalar Engineering College (Autonomous)  Nazarethpet  Poonamallee  Chennai 602123,AL,118.0,36.58,31.27,4.13,23.6,17.7,3.54,1.18,109.15,8.85
1210,MIN,Autonomous,Co.Ed,THIRUVALLUR,Panimalar Engineering College (Autonomous)  Nazarethpet  Poonamallee  Chennai 602123,CB,118.0,36.58,31.27,4.13,23.6,17.7,3.54,1.18,109.15,8.85
1210,MIN,Autonomous,Co.Ed,THIRUVALLUR,Panimalar Engineering College (Autonomous)  Nazarethpet  Poonamallee  Chennai 602123,CS,353.0,109.43,93.545,12.355,70.6,52.95,10.59,3.53,326.52500000000003,26.474999999999998
1210,MIN,Autonomous,Co.Ed,THIRUVALLUR,Panimalar Engineering College (Autonomous)  Nazarethpet  Poonamallee  Chennai 602123,EC,235.0,72.85,62.275,8.225,47.0,35.25,7.05,2.35,217.375,17.625
1210,MIN,Autonomous,Co.Ed,THIRUVALLUR,Panimalar Engineering College (Autonomous)  Nazarethpet  Poonamallee  Chennai 602123,EE,88.0,27.28,23.32,3.08,17.6,13.2,2.64,0.88,81.4,6.6
1210,MIN,Autonomous,Co.Ed,THIRUVALLUR,Panimalar Engineering College (Autonomous)  Nazarethpet  Poonamallee  Chennai 602123,IT,206.0,63.86,54.59,7.21,41.2,30.9,6.18,2.06,190.55,15.45
1210,MIN,Autonomous,Co.Ed,THIRUVALLUR,Panimalar Engineering College (Autonomous)  Nazarethpet  Poonamallee  Chennai 602123,ME,88.0,27.28,23.32,3.08,17.6,13.2,2.64,0.88,81.4,6.6
1210 Total,,,,,,,1441.0,446.71,381.865,50.435,288.2,216.15,43.23,14.41,1332.925,108.075
1211,MIN,Autonomous,Co.Ed,KANCHEEPURAM,Rajalakshmi Engineering College (Autonomous)  Thandalam  Sriperumpudur Taluk  Kancheepuram District 602105,AD,88.0,27.28,23.32,3.08,17.6,13.2,2.64,0.88,81.4,6.6
1211,MIN,Autonomous,Co.Ed,KANCHEEPURAM,Rajalakshmi Engineering College (Autonomous)  Thandalam  Sriperumpudur Taluk  Kancheepuram District 602105,AE,29.0,8.99,7.685,1.015,5.8,4.35,0.87,0.29,26.825000000000003,2.175
1211,MIN,Autonomous,Co.Ed,KANCHEEPURAM,Rajalakshmi Engineering College (Autonomous)  Thandalam  Sriperumpudur Taluk  Kancheepuram District 602105,AL,88.0,27.28,23.32,3.08,17.6,13.2,2.64,0.88,81.4,6.6
1211,MIN,Autonomous,Co.Ed,KANCHEEPURAM,Rajalakshmi Engineering College (Autonomous)  Thandalam  Sriperumpudur Taluk  Kancheepuram District 602105,AU,15.0,4.65,3.975,0.525,3.0,2.25,0.45,0.15,13.875,1.125
1211,MIN,Autonomous,Co.Ed,KANCHEEPURAM,Rajalakshmi Engineering College (Autonomous)  Thandalam  Sriperumpudur Taluk  Kancheepuram District 602105,BM,59.0,18.29,15.635,2.065,11.8,8.85,1.77,0.59,54.575,4.425
1211,MIN,Autonomous,Co.Ed,KANCHEEPURAM,Rajalakshmi Engineering College (Autonomous)  Thandalam  Sriperumpudur Taluk  Kancheepuram District 602105,BT,88.0,27.28,23.32,3.08,17.6,13.2,2.64,0.88,81.4,6.6
1211,MIN,Autonomous,Co.Ed,KANCHEEPURAM,Rajalakshmi Engineering College (Autonomous)  Thandalam  Sriperumpudur Taluk  Kancheepuram District 602105,CB,59.0,18.29,15.635,2.065,11.8,8.85,1.77,0.59,54.575,4.425
1211,MIN,Autonomous,Co.Ed,KANCHEEPURAM,Rajalakshmi Engineering College (Autonomous)  Thandalam  Sriperumpudur Taluk  Kancheepuram District 602105,CD,29.0,8.99,7.685,1.015,5.8,4.35,0.87,0.29,26.825000000000003,2.175
1211,MIN,Autonomous,Co.Ed,KANCHEEPURAM,Rajalakshmi Engineering College (Autonomous)  Thandalam  Sriperumpudur Taluk  Kancheepuram District 602105,CE,29.0,8.99,7.685,1.015,5.8,4.35,0.87,0.29,26.825000000000003,2.175
1211,MIN,Autonomous,Co.Ed,KANCHEEPURAM,Rajalakshmi Engineering College (Autonomous)  Thandalam  Sriperumpudur Taluk  Kancheepuram District 602105,CH,29.0,8.99,7.685,1.015,5.8,4.35,0.87,0.29,26.825000000000003,2.175
1211,MIN,Autonomous,Co.Ed,KANCHEEPURAM,Rajalakshmi Engineering College (Autonomous)  Thandalam  Sriperumpudur Taluk  Kancheepuram District 602105,CS,147.0,45.57,38.955,5.145,29.4,22.05,4.41,1.47,135.975,11.025
1211,MIN,Autonomous,Co.Ed,KANCHEEPURAM,Rajalakshmi Engineering College (Autonomous)  Thandalam  Sriperumpudur Taluk  Kancheepuram District 602105,EC,118.0,36.58,31.27,4.13,23.6,17.7,3.54,1.18,109.15,8.85
1211,MIN,Autonomous,Co.Ed,KANCHEEPURAM,Rajalakshmi Engineering College (Autonomous)  Thandalam  Sriperumpudur Taluk  Kancheepuram District 602105,EE,59.0,18.29,15.635,2.065,11.8,8.85,1.77,0.59,54.575,4.425
1211,MIN,Autonomous,Co.Ed,KANCHEEPURAM,Rajalakshmi Engineering College (Autonomous)  Thandalam  Sriperumpudur Taluk  Kancheepuram District 602105,FD,29.0,8.99,7.685,1.015,5.8,4.35,0.87,0.29,26.825000000000003,2.175
1211,MIN,Autonomous,Co.Ed,KANCHEEPURAM,Rajalakshmi Engineering College (Autonomous)  Thandalam  Sriperumpudur Taluk  Kancheepuram District 602105,IT,118.0,36.58,31.27,4.13,23.6,17.7,3.54,1.18,109.15,8.85
1211,MIN,Autonomous,Co.Ed,KANCHEEPURAM,Rajalakshmi Engineering College (Autonomous)  Thandalam  Sriperumpudur Taluk  Kancheepuram District 602105,ME,59.0,18.29,15.635,2.065,11.8,8.85,1.77,0.59,54.575,4.425
1211,MIN,Autonomous,Co.Ed,KANCHEEPURAM,Rajalakshmi Engineering College (Autonomous)  Thandalam  Sriperumpudur Taluk  Kancheepuram District 602105,MZ,30.0,9.3,7.95,1.05,6.0,4.5,0.9,0.3,27.75,2.25
1211,MIN,Autonomous,Co.Ed,KANCHEEPURAM,Rajalakshmi Engineering College (Autonomous)  Thandalam  Sriperumpudur Taluk  Kancheepuram District 602105,RM,30.0,9.3,7.95,1.05,6.0,4.5,0.9,0.3,27.75,2.25
1211,MIN,Autonomous,Co.Ed,KANCHEEPURAM,Rajalakshmi Engineering College (Autonomous)  Thandalam  Sriperumpudur Taluk  Kancheepuram District 602105,SC,29.0,8.99,7.685,1.015,5.8,4.35,0.87,0.29,26.825000000000003,2.175
1211 Total,,,,,,,1132.0,350.92,299.98,39.62,226.4,169.8,33.96,11.32,1047.1000000000001,84.89999999999999
1212,MIN,Non Autonomous,Co.Ed,KANCHEEPURAM,Rajiv Gandhi College of Engineering  Nemili  Sriperumpudur Taluk  Kancheepuram District 602105,AU,29.0,8.99,7.685,1.015,5.8,4.35,0.87,0.29,26.825000000000003,2.175
1212,MIN,Non Autonomous,Co.Ed,KANCHEEPURAM,Rajiv Gandhi College of Engineering  Nemili  Sriperumpudur Taluk  Kancheepuram District 602105,BM,54.0,16.74,14.31,1.89,10.8,8.1,1.62,0.54,49.95,4.05
1212,MIN,Non Autonomous,Co.Ed,KANCHEEPURAM,Rajiv Gandhi College of Engineering  Nemili  Sriperumpudur Taluk  Kancheepuram District 602105,CS,15.0,4.65,3.975,0.525,3.0,2.25,0.45,0.15,13.875,1.125
1212,MIN,Non Autonomous,Co.Ed,KANCHEEPURAM,Rajiv Gandhi College of Engineering  Nemili  Sriperumpudur Taluk  Kancheepuram District 602105,EC,24.0,7.44,6.36,0.84,4.8,3.6,0.72,0.24,22.200000000000003,1.7999999999999998
1212,MIN,Non Autonomous,Co.Ed,KANCHEEPURAM,Rajiv Gandhi College of Engineering  Nemili  Sriperumpudur Taluk  Kancheepuram District 602105,EE,29.0,8.99,7.685,1.015,5.8,4.35,0.87,0.29,26.825000000000003,2.175
1212,MIN,Non Autonomous,Co.Ed,KANCHEEPURAM,Rajiv Gandhi College of Engineering  Nemili  Sriperumpudur Taluk  Kancheepuram District 602105,ME,54.0,16.74,14.31,1.89,10.8,8.1,1.62,0.54,49.95,4.05
1212,MIN,Non Autonomous,Co.Ed,KANCHEEPURAM,Rajiv Gandhi College of Engineering  Nemili  Sriperumpudur Taluk  Kancheepuram District 602105,PE,25.0,7.75,6.625,0.875,5.0,3.75,0.75,0.25,23.125,1.875
1212 Total,,,,,,,230.0,71.3,60.95,8.05,46.0,34.5,6.9,2.3,212.75,17.25
1213,MIN,Non Autonomous,Co.Ed,THIRUVALLUR,S K R Engineering College  Poonamallee  Chennai 600123,BM,40.0,12.4,10.6,1.4,8.0,6.0,1.2,0.4,37.0,3.0
1213,MIN,Non Autonomous,Co.Ed,THIRUVALLUR,S K R Engineering College  Poonamallee  Chennai 600123,CB,39.0,12.09,10.335,1.365,7.8,5.85,1.17,0.39,36.075,2.925
1213,MIN,Non Autonomous,Co.Ed,THIRUVALLUR,S K R Engineering College  Poonamallee  Chennai 600123,CS,39.0,12.09,10.335,1.365,7.8,5.85,1.17,0.39,36.075,2.925
1213,MIN,Non Autonomous,Co.Ed,THIRUVALLUR,S K R Engineering College  Poonamallee  Chennai 600123,EC,39.0,12.09,10.335,1.365,7.8,5.85,1.17,0.39,36.075,2.925
1213,MIN,Non Autonomous,Co.Ed,THIRUVALLUR,S K R Engineering College  Poonamallee  Chennai 600123,EE,20.0,6.2,5.3,0.7,4.0,3.0,0.6,0.2,18.5,1.5
1213,MIN,Non Autonomous,Co.Ed,THIRUVALLUR,S K R Engineering College  Poonamallee  Chennai 600123,IT,39.0,12.09,10.335,1.365,7.8,5.85,1.17,0.39,36.075,2.925
1213 Total,,,,,,,216.0,66.96,57.24,7.56,43.2,32.4,6.48,2.16,199.8,16.2
1216,NM,Autonomous,Co.Ed,KANCHEEPURAM,Saveetha Engineering College (Autonomous)  Thandalam  Sriperumpudur Taluk  Kancheepuram District 602105,AD,153.0,47.43,40.545,5.355,30.6,22.95,4.59,1.53,141.525,11.475
1216,NM,Autonomous,Co.Ed,KANCHEEPURAM,Saveetha Engineering College (Autonomous)  Thandalam  Sriperumpudur Taluk  Kancheepuram District 602105,AG,19.0,5.89,5.035,0.665,3.8,2.85,0.57,0.19,17.575,1.425
1216,NM,Autonomous,Co.Ed,KANCHEEPURAM,Saveetha Engineering College (Autonomous)  Thandalam  Sriperumpudur Taluk  Kancheepuram District 602105,AL,115.0,35.65,30.475,4.025,23.0,17.25,3.45,1.15,106.375,8.625
1216,NM,Autonomous,Co.Ed,KANCHEEPURAM,Saveetha Engineering College (Autonomous)  Thandalam  Sriperumpudur Taluk  Kancheepuram District 602105,BM,20.0,6.2,5.3,0.7,4.0,3.0,0.6,0.2,18.5,1.5
1216,NM,Autonomous,Co.Ed,KANCHEEPURAM,Saveetha Engineering College (Autonomous)  Thandalam  Sriperumpudur Taluk  Kancheepuram District 602105,CE,20.0,6.2,5.3,0.7,4.0,3.0,0.6,0.2,18.5,1.5
1216,NM,Autonomous,Co.Ed,KANCHEEPURAM,Saveetha Engineering College (Autonomous)  Thandalam  Sriperumpudur Taluk  Kancheepuram District 602105,CH,20.0,6.2,5.3,0.7,4.0,3.0,0.6,0.2,18.5,1.5
1216,NM,Autonomous,Co.Ed,KANCHEEPURAM,Saveetha Engineering College (Autonomous)  Thandalam  Sriperumpudur Taluk  Kancheepuram District 602105,CI,38.0,11.78,10.07,1.33,7.6,5.7,1.14,0.38,35.15,2.85
1216,NM,Autonomous,Co.Ed,KANCHEEPURAM,Saveetha Engineering College (Autonomous)  Thandalam  Sriperumpudur Taluk  Kancheepuram District 602105,CS,153.0,47.43,40.545,5.355,30.6,22.95,4.59,1.53,141.525,11.475
1216,NM,Autonomous,Co.Ed,KANCHEEPURAM,Saveetha Engineering College (Autonomous)  Thandalam  Sriperumpudur Taluk  Kancheepuram District 602105,EC,191.0,59.21,50.615,6.685,38.2,28.65,5.73,1.91,176.675,14.325
1216,NM,Autonomous,Co.Ed,KANCHEEPURAM,Saveetha Engineering College (Autonomous)  Thandalam  Sriperumpudur Taluk  Kancheepuram District 602105,EE,38.0,11.78,10.07,1.33,7.6,5.7,1.14,0.38,35.15,2.85
1216,NM,Autonomous,Co.Ed,KANCHEEPURAM,Saveetha Engineering College (Autonomous)  Thandalam  Sriperumpudur Taluk  Kancheepuram District 602105,EI,18.0,5.58,4.77,0.63,3.6,2.7,0.54,0.18,16.650000000000002,1.3499999999999999
1216,NM,Autonomous,Co.Ed,KANCHEEPURAM,Saveetha Engineering College (Autonomous)  Thandalam  Sriperumpudur Taluk  Kancheepuram District 602105,IT,76.0,23.56,20.14,2.66,15.2,11.4,2.28,0.76,70.3,5.7
1216,NM,Autonomous,Co.Ed,KANCHEEPURAM,Saveetha Engineering College (Autonomous)  Thandalam  Sriperumpudur Taluk  Kancheepuram District 602105,MD,19.0,5.89,5.035,0.665,3.8,2.85,0.57,0.19,17.575,1.425
1216,NM,Autonomous,Co.Ed,KANCHEEPURAM,Saveetha Engineering College (Autonomous)  Thandalam  Sriperumpudur Taluk  Kancheepuram District 602105,ME,38.0,11.78,10.07,1.33,7.6,5.7,1.14,0.38,35.15,2.85
1216,NM,Autonomous,Co.Ed,KANCHEEPURAM,Saveetha Engineering College (Autonomous)  Thandalam  Sriperumpudur Taluk  Kancheepuram District 602105,SC,38.0,11.78,10.07,1.33,7.6,5.7,1.14,0.38,35.15,2.85
1216 Total,,,,,,,956.0,296.36,253.34,33.46,191.2,143.4,28.68,9.56,884.3000000000001,71.7
1217,NM,Non Autonomous,Co.Ed,THIRUVALLUR,Sree Sastha Institute of Engineering and Technology  Chembarambakkam  Chennai 600103,AD,38.0,11.78,10.07,1.33,7.6,5.7,1.14,0.38,35.15,2.85
1217,NM,Non Autonomous,Co.Ed,THIRUVALLUR,Sree Sastha Institute of Engineering and Technology  Chembarambakkam  Chennai 600103,AM,20.0,6.2,5.3,0.7,4.0,3.0,0.6,0.2,18.5,1.5
1217,NM,Non Autonomous,Co.Ed,THIRUVALLUR,Sree Sastha Institute of Engineering and Technology  Chembarambakkam  Chennai 600103,AU,20.0,6.2,5.3,0.7,4.0,3.0,0.6,0.2,18.5,1.5
1217,NM,Non Autonomous,Co.Ed,THIRUVALLUR,Sree Sastha Institute of Engineering and Technology  Chembarambakkam  Chennai 600103,BM,19.0,5.89,5.035,0.665,3.8,2.85,0.57,0.19,17.575,1.425
1217,NM,Non Autonomous,Co.Ed,THIRUVALLUR,Sree Sastha Institute of Engineering and Technology  Chembarambakkam  Chennai 600103,BT,38.0,11.78,10.07,1.33,7.6,5.7,1.14,0.38,35.15,2.85
1217,NM,Non Autonomous,Co.Ed,THIRUVALLUR,Sree Sastha Institute of Engineering and Technology  Chembarambakkam  Chennai 600103,CB,38.0,11.78,10.07,1.33,7.6,5.7,1.14,0.38,35.15,2.85
1217,NM,Non Autonomous,Co.Ed,THIRUVALLUR,Sree Sastha Institute of Engineering and Technology  Chembarambakkam  Chennai 600103,CE,19.0,5.89,5.035,0.665,3.8,2.85,0.57,0.19,17.575,1.425
1217,NM,Non Autonomous,Co.Ed,THIRUVALLUR,Sree Sastha Institute of Engineering and Technology  Chembarambakkam  Chennai 600103,CS,38.0,11.78,10.07,1.33,7.6,5.7,1.14,0.38,35.15,2.85
1217,NM,Non Autonomous,Co.Ed,THIRUVALLUR,Sree Sastha Institute of Engineering and Technology  Chembarambakkam  Chennai 600103,EC,76.0,23.56,20.14,2.66,15.2,11.4,2.28,0.76,70.3,5.7
1217,NM,Non Autonomous,Co.Ed,THIRUVALLUR,Sree Sastha Institute of Engineering and Technology  Chembarambakkam  Chennai 600103,EE,19.0,5.89,5.035,0.665,3.8,2.85,0.57,0.19,17.575,1.425
1217,NM,Non Autonomous,Co.Ed,THIRUVALLUR,Sree Sastha Institute of Engineering and Technology  Chembarambakkam  Chennai 600103,FD,38.0,11.78,10.07,1.33,7.6,5.7,1.14,0.38,35.15,2.85
1217,NM,Non Autonomous,Co.Ed,THIRUVALLUR,Sree Sastha Institute of Engineering and Technology  Chembarambakkam  Chennai 600103,IT,38.0,11.78,10.07,1.33,7.6,5.7,1.14,0.38,35.15,2.85
1217,NM,Non Autonomous,Co.Ed,THIRUVALLUR,Sree Sastha Institute of Engineering and Technology  Chembarambakkam  Chennai 600103,MU,19.0,5.89,5.035,0.665,3.8,2.85,0.57,0.19,17.575,1.425
1217,NM,Non Autonomous,Co.Ed,THIRUVALLUR,Sree Sastha Institute of Engineering and Technology  Chembarambakkam  Chennai 600103,SC,20.0,6.2,5.3,0.7,4.0,3.0,0.6,0.2,18.5,1.5
1217 Total,,,,,,,440.0,136.4,116.6,15.4,88.0,66.0,13.2,4.4,407.0,33.0
1218,MIN,Non Autonomous,Co.Ed,KANCHEEPURAM,Sri Muthukumaran Institute of Technology  Near Mangadu  Chennai 600069,AD,30.0,9.3,7.95,1.05,6.0,4.5,0.9,0.3,27.75,2.25
1218,MIN,Non Autonomous,Co.Ed,KANCHEEPURAM,Sri Muthukumaran Institute of Technology  Near Mangadu  Chennai 600069,BM,39.0,12.09,10.335,1.365,7.8,5.85,1.17,0.39,36.075,2.925
1218,MIN,Non Autonomous,Co.Ed,KANCHEEPURAM,Sri Muthukumaran Institute of Technology  Near Mangadu  Chennai 600069,CE,15.0,4.65,3.975,0.525,3.0,2.25,0.45,0.15,13.875,1.125
1218,MIN,Non Autonomous,Co.Ed,KANCHEEPURAM,Sri Muthukumaran Institute of Technology  Near Mangadu  Chennai 600069,CS,74.0,22.94,19.61,2.59,14.8,11.1,2.22,0.74,68.45,5.55
1218,MIN,Non Autonomous,Co.Ed,KANCHEEPURAM,Sri Muthukumaran Institute of Technology  Near Mangadu  Chennai 600069,EC,29.0,8.99,7.685,1.015,5.8,4.35,0.87,0.29,26.825000000000003,2.175
1218,MIN,Non Autonomous,Co.Ed,KANCHEEPURAM,Sri Muthukumaran Institute of Technology  Near Mangadu  Chennai 600069,EE,29.0,8.99,7.685,1.015,5.8,4.35,0.87,0.29,26.825000000000003,2.175
1218,MIN,Non Autonomous,Co.Ed,KANCHEEPURAM,Sri Muthukumaran Institute of Technology  Near Mangadu  Chennai 600069,IT,39.0,12.09,10.335,1.365,7.8,5.85,1.17,0.39,36.075,2.925
1218,MIN,Non Autonomous,Co.Ed,KANCHEEPURAM,Sri Muthukumaran Institute of Technology  Near Mangadu  Chennai 600069,ME,29.0,8.99,7.685,1.015,5.8,4.35,0.87,0.29,26.825000000000003,2.175
1218,MIN,Non Autonomous,Co.Ed,KANCHEEPURAM,Sri Muthukumaran Institute of Technology  Near Mangadu  Chennai 600069,MZ,15.0,4.65,3.975,0.525,3.0,2.25,0.45,0.15,13.875,1.125
1218,MIN,Non Autonomous,Co.Ed,KANCHEEPURAM,Sri Muthukumaran Institute of Technology  Near Mangadu  Chennai 600069,PH,20.0,6.2,5.3,0.7,4.0,3.0,0.6,0.2,18.5,1.5
1218,MIN,Non Autonomous,Co.Ed,KANCHEEPURAM,Sri Muthukumaran Institute of Technology  Near Mangadu  Chennai 600069,RM,29.0,8.99,7.685,1.015,5.8,4.35,0.87,0.29,26.825000000000003,2.175
1218 Total,,,,,,,348.0,107.88,92.22,12.18,69.6,52.2,10.44,3.48,321.90000000000003,26.099999999999998
1219,MIN,Autonomous,Co.Ed,KANCHEEPURAM,Sri Venkateswara College of Engineering (Autonomous)  Post Bag No.1  Chennai-Bengaluru High Road  Pennalur  Irungattukottai S.O.  Sriperumbudur Taluk  Kancheepuram District 602105,AD,59.0,18.29,15.635,2.065,11.8,8.85,1.77,0.59,54.575,4.425
1219,MIN,Autonomous,Co.Ed,KANCHEEPURAM,Sri Venkateswara College of Engineering (Autonomous)  Post Bag No.1  Chennai-Bengaluru High Road  Pennalur  Irungattukottai S.O.  Sriperumbudur Taluk  Kancheepuram District 602105,AU,24.0,7.44,6.36,0.84,4.8,3.6,0.72,0.24,22.200000000000003,1.7999999999999998
1219,MIN,Autonomous,Co.Ed,KANCHEEPURAM,Sri Venkateswara College of Engineering (Autonomous)  Post Bag No.1  Chennai-Bengaluru High Road  Pennalur  Irungattukottai S.O.  Sriperumbudur Taluk  Kancheepuram District 602105,BT,29.0,8.99,7.685,1.015,5.8,4.35,0.87,0.29,26.825000000000003,2.175
1219,MIN,Autonomous,Co.Ed,KANCHEEPURAM,Sri Venkateswara College of Engineering (Autonomous)  Post Bag No.1  Chennai-Bengaluru High Road  Pennalur  Irungattukottai S.O.  Sriperumbudur Taluk  Kancheepuram District 602105,CE,15.0,4.65,3.975,0.525,3.0,2.25,0.45,0.15,13.875,1.125
1219,MIN,Autonomous,Co.Ed,KANCHEEPURAM,Sri Venkateswara College of Engineering (Autonomous)  Post Bag No.1  Chennai-Bengaluru High Road  Pennalur  Irungattukottai S.O.  Sriperumbudur Taluk  Kancheepuram District 602105,CH,30.0,9.3,7.95,1.05,6.0,4.5,0.9,0.3,27.75,2.25
1219,MIN,Autonomous,Co.Ed,KANCHEEPURAM,Sri Venkateswara College of Engineering (Autonomous)  Post Bag No.1  Chennai-Bengaluru High Road  Pennalur  Irungattukottai S.O.  Sriperumbudur Taluk  Kancheepuram District 602105,CS,88.0,27.28,23.32,3.08,17.6,13.2,2.64,0.88,81.4,6.6
1219,MIN,Autonomous,Co.Ed,KANCHEEPURAM,Sri Venkateswara College of Engineering (Autonomous)  Post Bag No.1  Chennai-Bengaluru High Road  Pennalur  Irungattukottai S.O.  Sriperumbudur Taluk  Kancheepuram District 602105,EC,88.0,27.28,23.32,3.08,17.6,13.2,2.64,0.88,81.4,6.6
1219,MIN,Autonomous,Co.Ed,KANCHEEPURAM,Sri Venkateswara College of Engineering (Autonomous)  Post Bag No.1  Chennai-Bengaluru High Road  Pennalur  Irungattukottai S.O.  Sriperumbudur Taluk  Kancheepuram District 602105,EE,59.0,18.29,15.635,2.065,11.8,8.85,1.77,0.59,54.575,4.425
1219,MIN,Autonomous,Co.Ed,KANCHEEPURAM,Sri Venkateswara College of Engineering (Autonomous)  Post Bag No.1  Chennai-Bengaluru High Road  Pennalur  Irungattukottai S.O.  Sriperumbudur Taluk  Kancheepuram District 602105,IT,59.0,18.29,15.635,2.065,11.8,8.85,1.77,0.59,54.575,4.425
1219,MIN,Autonomous,Co.Ed,KANCHEEPURAM,Sri Venkateswara College of Engineering (Autonomous)  Post Bag No.1  Chennai-Bengaluru High Road  Pennalur  Irungattukottai S.O.  Sriperumbudur Taluk  Kancheepuram District 602105,ME,29.0,8.99,7.685,1.015,5.8,4.35,0.87,0.29,26.825000000000003,2.175
1219,MIN,Autonomous,Co.Ed,KANCHEEPURAM,Sri Venkateswara College of Engineering (Autonomous)  Post Bag No.1  Chennai-Bengaluru High Road  Pennalur  Irungattukottai S.O.  Sriperumbudur Taluk  Kancheepuram District 602105,MR,22.0,6.82,5.83,0.77,4.4,3.3,0.66,0.22,20.35,1.65
1219,MIN,Autonomous,Co.Ed,KANCHEEPURAM,Sri Venkateswara College of Engineering (Autonomous)  Post Bag No.1  Chennai-Bengaluru High Road  Pennalur  Irungattukottai S.O.  Sriperumbudur Taluk  Kancheepuram District 602105,MU,39.0,12.09,10.335,1.365,7.8,5.85,1.17,0.39,36.075,2.925
1219 Total,,,,,,,541.0,167.71,143.365,18.935,108.2,81.15,16.23,5.41,500.425,40.574999999999996
