college code,category,autonomous status,co.ed status,district,college name,course,total,oc,bc,bcm,mbc,sc,sca,st,general,7.5% reservation
3822,NM,Non Autonomous,Co.Ed,CUDDALORE,Dr.Navalar Nedunchezhiyan College of Engineering Raja Nagar Vaithiyanathapuram tholudur  Cuddalore-606303,EC,29.0,8.99,7.685,1.015,5.8,4.35,0.87,0.29,26.825000000000003,2.175
3822,NM,Non Autonomous,Co.Ed,CUDDALORE,Dr.Navalar Nedunchezhiyan College of Engineering Raja Nagar Vaithiyanathapuram tholudur  Cuddalore-606303,EE,38.0,11.78,10.07,1.33,7.6,5.7,1.14,0.38,35.15,2.85
3822,NM,Non Autonomous,Co.Ed,CUDDALORE,Dr.Navalar Nedunchezhiyan College of Engineering Raja Nagar Vaithiyanathapuram tholudur  Cuddalore-606303,IT,28.0,8.68,7.42,0.98,5.6,4.2,0.84,0.28,25.900000000000002,2.1
3822,NM,Non Autonomous,Co.Ed,CUDDALORE,Dr.Navalar Nedunchezhiyan College of Engineering Raja Nagar Vaithiyanathapuram tholudur  Cuddalore-606303,ME,38.0,11.78,10.07,1.33,7.6,5.7,1.14,0.38,35.15,2.85
3822 Total,,,,,,,263.0,81.53,69.695,9.205,52.6,39.45,7.89,2.63,243.275,19.724999999999998
3825,MIN,Non Autonomous,Co.Ed,THANJAVUR,St. Joseph's College of Engineering and Technology  Elupatti Village  Rawaspatti Post  Thanjavur District 613403,AD,49.0,15.19,12.985,1.715,9.8,7.35,1.47,0.49,45.325,3.675
3825,MIN,Non Autonomous,Co.Ed,THANJAVUR,St. Joseph's College of Engineering and Technology  Elupatti Village  Rawaspatti Post  Thanjavur District 613403,CS,98.0,30.38,25.97,3.43,19.6,14.7,2.94,0.98,90.65,7.35
3825,MIN,Non Autonomous,Co.Ed,THANJAVUR,St. Joseph's College of Engineering and Technology  Elupatti Village  Rawaspatti Post  Thanjavur District 613403,EC,44.0,13.64,11.66,1.54,8.8,6.6,1.32,0.44,40.7,3.3
3825,MIN,Non Autonomous,Co.Ed,THANJAVUR,St. Joseph's College of Engineering and Technology  Elupatti Village  Rawaspatti Post  Thanjavur District 613403,EE,30.0,9.3,7.95,1.05,6.0,4.5,0.9,0.3,27.75,2.25
3825,MIN,Non Autonomous,Co.Ed,THANJAVUR,St. Joseph's College of Engineering and Technology  Elupatti Village  Rawaspatti Post  Thanjavur District 613403,ME,29.0,8.99,7.685,1.015,5.8,4.35,0.87,0.29,26.825000000000003,2.175
3825 Total,,,,,,,250.0,77.5,66.25,8.75,50.0,37.5,7.5,2.5,231.25,18.75
3826,NM,Autonomous,Co.Ed,TRICHIRAPPALLI,Kongunadu College of Engineering and Technology (Autonomous)  Tholurpatti  Thottiyam  Tiruchirappalli District 621215,AD,38.0,11.78,10.07,1.33,7.6,5.7,1.14,0.38,35.15,2.85
3826,NM,Autonomous,Co.Ed,TRICHIRAPPALLI,Kongunadu College of Engineering and Technology (Autonomous)  Tholurpatti  Thottiyam  Tiruchirappalli District 621215,AG,38.0,11.78,10.07,1.33,7.6,5.7,1.14,0.38,35.15,2.85
3826,NM,Autonomous,Co.Ed,TRICHIRAPPALLI,Kongunadu College of Engineering and Technology (Autonomous)  Tholurpatti  Thottiyam  Tiruchirappalli District 621215,BM,38.0,11.78,10.07,1.33,7.6,5.7,1.14,0.38,35.15,2.85
3826,NM,Autonomous,Co.Ed,TRICHIRAPPALLI,Kongunadu College of Engineering and Technology (Autonomous)  Tholurpatti  Thottiyam  Tiruchirappalli District 621215,CE,38.0,11.78,10.07,1.33,7.6,5.7,1.14,0.38,35.15,2.85
3826,NM,Autonomous,Co.Ed,TRICHIRAPPALLI,Kongunadu College of Engineering and Technology (Autonomous)  Tholurpatti  Thottiyam  Tiruchirappalli District 621215,CS,77.0,23.87,20.405,2.695,15.4,11.55,2.31,0.77,71.22500000000001,5.7749999999999995
3826,NM,Autonomous,Co.Ed,TRICHIRAPPALLI,Kongunadu College of Engineering and Technology (Autonomous)  Tholurpatti  Thottiyam  Tiruchirappalli District 621215,EC,77.0,23.87,20.405,2.695,15.4,11.55,2.31,0.77,71.22500000000001,5.7749999999999995
3826,NM,Autonomous,Co.Ed,TRICHIRAPPALLI,Kongunadu College of Engineering and Technology (Autonomous)  Tholurpatti  Thottiyam  Tiruchirappalli District 621215,EE,38.0,11.78,10.07,1.33,7.6,5.7,1.14,0.38,35.15,2.85
3826,NM,Autonomous,Co.Ed,TRICHIRAPPALLI,Kongunadu College of Engineering and Technology (Autonomous)  Tholurpatti  Thottiyam  Tiruchirappalli District 621215,IT,38.0,11.78,10.07,1.33,7.6,5.7,1.14,0.38,35.15,2.85
3826,NM,Autonomous,Co.Ed,TRICHIRAPPALLI,Kongunadu College of Engineering and Technology (Autonomous)  Tholurpatti  Thottiyam  Tiruchirappalli District 621215,ME,77.0,23.87,20.405,2.695,15.4,11.55,2.31,0.77,71.22500000000001,5.7749999999999995
3826 Total,,,,,,,459.0,142.29,121.635,16.065,91.8,68.85,13.77,4.59,424.57500000000005,34.425
3829,MIN,Non Autonomous,Co.Ed,TRICHIRAPPALLI,M.A.M. College of Engineering and Technology  Trichy-Chennai Trunk Road  Siruganur  Tiruchirappalli District 621105,AD,35.0,10.85,9.275,1.225,7.0,5.25,1.05,0.35,32.375,2.625
3829,MIN,Non Autonomous,Co.Ed,TRICHIRAPPALLI,M.A.M. College of Engineering and Technology  Trichy-Chennai Trunk Road  Siruganur  Tiruchirappalli District 621105,CE,15.0,4.65,3.975,0.525,3.0,2.25,0.45,0.15,13.875,1.125
3829,MIN,Non Autonomous,Co.Ed,TRICHIRAPPALLI,M.A.M. College of Engineering and Technology  Trichy-Chennai Trunk Road  Siruganur  Tiruchirappalli District 621105,CS,59.0,18.29,15.635,2.065,11.8,8.85,1.77,0.59,54.575,4.425
3829,MIN,Non Autonomous,Co.Ed,TRICHIRAPPALLI,M.A.M. College of Engineering and Technology  Trichy-Chennai Trunk Road  Siruganur  Tiruchirappalli District 621105,EC,49.0,15.19,12.985,1.715,9.8,7.35,1.47,0.49,45.325,3.675
3829,MIN,Non Autonomous,Co.Ed,TRICHIRAPPALLI,M.A.M. College of Engineering and Technology  Trichy-Chennai Trunk Road  Siruganur  Tiruchirappalli District 621105,EE,39.0,12.09,10.335,1.365,7.8,5.85,1.17,0.39,36.075,2.925
3829,MIN,Non Autonomous,Co.Ed,TRICHIRAPPALLI,M.A.M. College of Engineering and Technology  Trichy-Chennai Trunk Road  Siruganur  Tiruchirappalli District 621105,IT,39.0,12.09,10.335,1.365,7.8,5.85,1.17,0.39,36.075,2.925
3829,MIN,Non Autonomous,Co.Ed,TRICHIRAPPALLI,M.A.M. College of Engineering and Technology  Trichy-Chennai Trunk Road  Siruganur  Tiruchirappalli District 621105,ME,29.0,8.99,7.685,1.015,5.8,4.35,0.87,0.29,26.825000000000003,2.175
3829 Total,,,,,,,265.0,82.15,70.225,9.275,53.0,39.75,7.95,2.65,245.125,19.875
3830,NM,Autonomous,Co.Ed,TRICHIRAPPALLI,K Ramakrishnan College of Engineering (Autonomous)  Kariyamanickam Road  Samayapuram  Manachanallur Taluk  Tiruchirappalli District 621112,AD,38.0,11.78,10.07,1.33,7.6,5.7,1.14,0.38,35.15,2.85
3830,NM,Autonomous,Co.Ed,TRICHIRAPPALLI,K Ramakrishnan College of Engineering (Autonomous)  Kariyamanickam Road  Samayapuram  Manachanallur Taluk  Tiruchirappalli District 621112,AM,38.0,11.78,10.07,1.33,7.6,5.7,1.14,0.38,35.15,2.85
3830,NM,Autonomous,Co.Ed,TRICHIRAPPALLI,K Ramakrishnan College of Engineering (Autonomous)  Kariyamanickam Road  Samayapuram  Manachanallur Taluk  Tiruchirappalli District 621112,CB,38.0,11.78,10.07,1.33,7.6,5.7,1.14,0.38,35.15,2.85
3830,NM,Autonomous,Co.Ed,TRICHIRAPPALLI,K Ramakrishnan College of Engineering (Autonomous)  Kariyamanickam Road  Samayapuram  Manachanallur Taluk  Tiruchirappalli District 621112,CS,76.0,23.56,20.14,2.66,15.2,11.4,2.28,0.76,70.3,5.7
3830,NM,Autonomous,Co.Ed,TRICHIRAPPALLI,K Ramakrishnan College of Engineering (Autonomous)  Kariyamanickam Road  Samayapuram  Manachanallur Taluk  Tiruchirappalli District 621112,EC,77.0,23.87,20.405,2.695,15.4,11.55,2.31,0.77,71.22500000000001,5.7749999999999995
3830,NM,Autonomous,Co.Ed,TRICHIRAPPALLI,K Ramakrishnan College of Engineering (Autonomous)  Kariyamanickam Road  Samayapuram  Manachanallur Taluk  Tiruchirappalli District 621112,EE,38.0,11.78,10.07,1.33,7.6,5.7,1.14,0.38,35.15,2.85
3830,NM,Autonomous,Co.Ed,TRICHIRAPPALLI,K Ramakrishnan College of Engineering (Autonomous)  Kariyamanickam Road  Samayapuram  Manachanallur Taluk  Tiruchirappalli District 621112,IT,77.0,23.87,20.405,2.695,15.4,11.55,2.31,0.77,71.22500000000001,5.7749999999999995
3830,NM,Autonomous,Co.Ed,TRICHIRAPPALLI,K Ramakrishnan College of Engineering (Autonomous)  Kariyamanickam Road  Samayapuram  Manachanallur Taluk  Tiruchirappalli District 621112,ME,38.0,11.78,10.07,1.33,7.6,5.7,1.14,0.38,35.15,2.85
3830 Total,,,,,,,420.0,130.2,111.3,14.7,84.0,63.0,12.6,4.2,388.5,31.5
3831,NM,Non Autonomous,Co.Ed,TRICHIRAPPALLI,Indra Ganesan College of Engineering  Madurai Main Road  Manikandam  Tiruchirappalli District 620012,AD,49.0,15.19,12.985,1.715,9.8,7.35,1.47,0.49,45.325,3.675
3831,NM,Non Autonomous,Co.Ed,TRICHIRAPPALLI,Indra Ganesan College of Engineering  Madurai Main Road  Manikandam  Tiruchirappalli District 620012,AG,59.0,18.29,15.635,2.065,11.8,8.85,1.77,0.59,54.575,4.425
3831,NM,Non Autonomous,Co.Ed,TRICHIRAPPALLI,Indra Ganesan College of Engineering  Madurai Main Road  Manikandam  Tiruchirappalli District 620012,BM,59.0,18.29,15.635,2.065,11.8,8.85,1.77,0.59,54.575,4.425
3831,NM,Non Autonomous,Co.Ed,TRICHIRAPPALLI,Indra Ganesan College of Engineering  Madurai Main Road  Manikandam  Tiruchirappalli District 620012,CS,49.0,15.19,12.985,1.715,9.8,7.35,1.47,0.49,45.325,3.675
3831,NM,Non Autonomous,Co.Ed,TRICHIRAPPALLI,Indra Ganesan College of Engineering  Madurai Main Road  Manikandam  Tiruchirappalli District 620012,EC,59.0,18.29,15.635,2.065,11.8,8.85,1.77,0.59,54.575,4.425
3831,NM,Non Autonomous,Co.Ed,TRICHIRAPPALLI,Indra Ganesan College of Engineering  Madurai Main Road  Manikandam  Tiruchirappalli District 620012,EE,29.0,8.99,7.685,1.015,5.8,4.35,0.87,0.29,26.825000000000003,2.175
3831,NM,Non Autonomous,Co.Ed,TRICHIRAPPALLI,Indra Ganesan College of Engineering  Madurai Main Road  Manikandam  Tiruchirappalli District 620012,IT,49.0,15.19,12.985,1.715,9.8,7.35,1.47,0.49,45.325,3.675
3831,NM,Non Autonomous,Co.Ed,TRICHIRAPPALLI,Indra Ganesan College of Engineering  Madurai Main Road  Manikandam  Tiruchirappalli District 620012,ME,29.0,8.99,7.685,1.015,5.8,4.35,0.87,0.29,26.825000000000003,2.175
3831 Total,,,,,,,382.0,118.42,101.23,13.37,76.4,57.3,11.46,3.82,353.35,28.65
3833,MIN,Non Autonomous,Co.Ed,THANJAVUR,Parisutham Institute of Technology and Science  Ring Road  Nanjikottai  Thanjavur District 613006,AE,20.0,6.2,5.3,0.7,4.0,3.0,0.6,0.2,18.5,1.5
3833,MIN,Non Autonomous,Co.Ed,THANJAVUR,Parisutham Institute of Technology and Science  Ring Road  Nanjikottai  Thanjavur District 613006,CE,15.0,4.65,3.975,0.525,3.0,2.25,0.45,0.15,13.875,1.125
3833,MIN,Non Autonomous,Co.Ed,THANJAVUR,Parisutham Institute of Technology and Science  Ring Road  Nanjikottai  Thanjavur District 613006,CS,78.0,24.18,20.67,2.73,15.6,11.7,2.34,0.78,72.15,5.85
3833,MIN,Non Autonomous,Co.Ed,THANJAVUR,Parisutham Institute of Technology and Science  Ring Road  Nanjikottai  Thanjavur District 613006,EC,29.0,8.99,7.685,1.015,5.8,4.35,0.87,0.29,26.825000000000003,2.175
3833,MIN,Non Autonomous,Co.Ed,THANJAVUR,Parisutham Institute of Technology and Science  Ring Road  Nanjikottai  Thanjavur District 613006,EE,15.0,4.65,3.975,0.525,3.0,2.25,0.45,0.15,13.875,1.125
3833,MIN,Non Autonomous,Co.Ed,THANJAVUR,Parisutham Institute of Technology and Science  Ring Road  Nanjikottai  Thanjavur District 613006,IT,39.0,12.09,10.335,1.365,7.8,5.85,1.17,0.39,36.075,2.925
3833,MIN,Non Autonomous,Co.Ed,THANJAVUR,Parisutham Institute of Technology and Science  Ring Road  Nanjikottai  Thanjavur District 613006,ME,15.0,4.65,3.975,0.525,3.0,2.25,0.45,0.15,13.875,1.125
3833 Total,,,,,,,211.0,65.41,55.915,7.385,42.2,31.65,6.33,2.11,195.175,15.825
3841,NM,Non Autonomous,Co.Ed,TRICHIRAPPALLI,CARE College of Engineering   Thayanoor Village  Kuttappatti  Srirangam Taluk  Tiruchirappalli District 620009,AD,77.0,23.87,20.405,2.695,15.4,11.55,2.31,0.77,71.22500000000001,5.7749999999999995
3841,NM,Non Autonomous,Co.Ed,TRICHIRAPPALLI,CARE College of Engineering   Thayanoor Village  Kuttappatti  Srirangam Taluk  Tiruchirappalli District 620009,CE,26.0,8.06,6.89,0.91,5.2,3.9,0.78,0.26,24.05,1.95
3841,NM,Non Autonomous,Co.Ed,TRICHIRAPPALLI,CARE College of Engineering   Thayanoor Village  Kuttappatti  Srirangam Taluk  Tiruchirappalli District 620009,CS,76.0,23.56,20.14,2.66,15.2,11.4,2.28,0.76,70.3,5.7
3841,NM,Non Autonomous,Co.Ed,TRICHIRAPPALLI,CARE College of Engineering   Thayanoor Village  Kuttappatti  Srirangam Taluk  Tiruchirappalli District 620009,EC,49.0,15.19,12.985,1.715,9.8,7.35,1.47,0.49,45.325,3.675
3841,NM,Non Autonomous,Co.Ed,TRICHIRAPPALLI,CARE College of Engineering   Thayanoor Village  Kuttappatti  Srirangam Taluk  Tiruchirappalli District 620009,ME,27.0,8.37,7.155,0.945,5.4,4.05,0.81,0.27,24.975,2.025
3841 Total,,,,,,,255.0,79.05,67.575,8.925,51.0,38.25,7.65,2.55,235.875,19.125
3843,NM,Non Autonomous,Co.Ed,CUDDALORE,M R K Institute of Technology  Nattarmangalam Village  Kattumannarkoil  Cuddalore District 608306,CE,26.0,8.06,6.89,0.91,5.2,3.9,0.78,0.26,24.05,1.95
3843,NM,Non Autonomous,Co.Ed,CUDDALORE,M R K Institute of Technology  Nattarmangalam Village  Kattumannarkoil  Cuddalore District 608306,CS,58.0,17.98,15.37,2.03,11.6,8.7,1.74,0.58,53.650000000000006,4.35
3843,NM,Non Autonomous,Co.Ed,CUDDALORE,M R K Institute of Technology  Nattarmangalam Village  Kattumannarkoil  Cuddalore District 608306,EC,63.0,19.53,16.695,2.205,12.6,9.45,1.89,0.63,58.275000000000006,4.725
3843,NM,Non Autonomous,Co.Ed,CUDDALORE,M R K Institute of Technology  Nattarmangalam Village  Kattumannarkoil  Cuddalore District 608306,EE,43.0,13.33,11.395,1.505,8.6,6.45,1.29,0.43,39.775,3.225
3843,NM,Non Autonomous,Co.Ed,CUDDALORE,M R K Institute of Technology  Nattarmangalam Village  Kattumannarkoil  Cuddalore District 608306,IT,38.0,11.78,10.07,1.33,7.6,5.7,1.14,0.38,35.15,2.85
3843,NM,Non Autonomous,Co.Ed,CUDDALORE,M R K Institute of Technology  Nattarmangalam Village  Kattumannarkoil  Cuddalore District 608306,ME,54.0,16.74,14.31,1.89,10.8,8.1,1.62,0.54,49.95,4.05
3843 Total,,,,,,,282.0,87.42,74.73,9.87,56.4,42.3,8.46,2.82,260.85,21.15
3844,NM,Non Autonomous,Co.Ed,TIRUCHIRAPALLI,Shivani Engineering College  Trichy-Dindigul NH Road  Poolangulathupatti  Tiruchirappalli - 620009,AD,38.0,11.78,10.07,1.33,7.6,5.7,1.14,0.38,35.15,2.85
3844,NM,Non Autonomous,Co.Ed,TIRUCHIRAPALLI,Shivani Engineering College  Trichy-Dindigul NH Road  Poolangulathupatti  Tiruchirappalli - 620009,BM,38.0,11.78,10.07,1.33,7.6,5.7,1.14,0.38,35.15,2.85
3844,NM,Non Autonomous,Co.Ed,TIRUCHIRAPALLI,Shivani Engineering College  Trichy-Dindigul NH Road  Poolangulathupatti  Tiruchirappalli - 620009,CS,38.0,11.78,10.07,1.33,7.6,5.7,1.14,0.38,35.15,2.85
3844,NM,Non Autonomous,Co.Ed,TIRUCHIRAPALLI,Shivani Engineering College  Trichy-Dindigul NH Road  Poolangulathupatti  Tiruchirappalli - 620009,EC,38.0,11.78,10.07,1.33,7.6,5.7,1.14,0.38,35.15,2.85
3844,NM,Non Autonomous,Co.Ed,TIRUCHIRAPALLI,Shivani Engineering College  Trichy-Dindigul NH Road  Poolangulathupatti  Tiruchirappalli - 620009,EE,20.0,6.2,5.3,0.7,4.0,3.0,0.6,0.2,18.5,1.5
3844,NM,Non Autonomous,Co.Ed,TIRUCHIRAPALLI,Shivani Engineering College  Trichy-Dindigul NH Road  Poolangulathupatti  Tiruchirappalli - 620009,ME,38.0,11.78,10.07,1.33,7.6,5.7,1.14,0.38,35.15,2.85
3844,NM,Non Autonomous,Co.Ed,TIRUCHIRAPALLI,Shivani Engineering College  Trichy-Dindigul NH Road  Poolangulathupatti  Tiruchirappalli - 620009,SC,19.0,5.89,5.035,0.665,3.8,2.85,0.57,0.19,17.575,1.425
3844 Total,,,,,,,229.0,70.99,60.685,8.015,45.8,34.35,6.87,2.29,211.82500000000002,17.175
3845,NM,Non Autonomous,Co.Ed,TIRUCHIRAPALLI,Imayam College of Engineering  Kannanur  Thuraiyur  Tiruchirappalli District 621206,AD,38.0,11.78,10.07,1.33,7.6,5.7,1.14,0.38,35.15,2.85
3845,NM,Non Autonomous,Co.Ed,TIRUCHIRAPALLI,Imayam College of Engineering  Kannanur  Thuraiyur  Tiruchirappalli District 621206,AM,20.0,6.2,5.3,0.7,4.0,3.0,0.6,0.2,18.5,1.5
3845,NM,Non Autonomous,Co.Ed,TIRUCHIRAPALLI,Imayam College of Engineering  Kannanur  Thuraiyur  Tiruchirappalli District 621206,CS,38.0,11.78,10.07,1.33,7.6,5.7,1.14,0.38,35.15,2.85
3845,NM,Non Autonomous,Co.Ed,TIRUCHIRAPALLI,Imayam College of Engineering  Kannanur  Thuraiyur  Tiruchirappalli District 621206,EC,38.0,11.78,10.07,1.33,7.6,5.7,1.14,0.38,35.15,2.85
3845,NM,Non Autonomous,Co.Ed,TIRUCHIRAPALLI,Imayam College of Engineering  Kannanur  Thuraiyur  Tiruchirappalli District 621206,EE,19.0,5.89,5.035,0.665,3.8,2.85,0.57,0.19,17.575,1.425
3845,NM,Non Autonomous,Co.Ed,TIRUCHIRAPALLI,Imayam College of Engineering  Kannanur  Thuraiyur  Tiruchirappalli District 621206,ME,48.0,14.88,12.72,1.68,9.6,7.2,1.44,0.48,44.400000000000006,3.5999999999999996
3845,NM,Non Autonomous,Co.Ed,TIRUCHIRAPALLI,Imayam College of Engineering  Kannanur  Thuraiyur  Tiruchirappalli District 621206,SC,19.0,5.89,5.035,0.665,3.8,2.85,0.57,0.19,17.575,1.425
3845 Total,,,,,,,220.0,68.2,58.3,7.7,44.0,33.0,6.6,2.2,203.5,16.5
3846,NM,Non Autonomous,Co.Ed,PUDUKKOTTAI,Mother Terasa College of Engineering and Technology  Mettusalai Post and Taluk  Pudukkottai District 622102,AD,49.0,15.19,12.985,1.715,9.8,7.35,1.47,0.49,45.325,3.675
3846,NM,Non Autonomous,Co.Ed,PUDUKKOTTAI,Mother Terasa College of Engineering and Technology  Mettusalai Post and Taluk  Pudukkottai District 622102,CB,49.0,15.19,12.985,1.715,9.8,7.35,1.47,0.49,45.325,3.675
3846,NM,Non Autonomous,Co.Ed,PUDUKKOTTAI,Mother Terasa College of Engineering and Technology  Mettusalai Post and Taluk  Pudukkottai District 622102,CE,49.0,15.19,12.985,1.715,9.8,7.35,1.47,0.49,45.325,3.675
3846,NM,Non Autonomous,Co.Ed,PUDUKKOTTAI,Mother Terasa College of Engineering and Technology  Mettusalai Post and Taluk  Pudukkottai District 622102,CS,49.0,15.19,12.985,1.715,9.8,7.35,1.47,0.49,45.325,3.675
3846,NM,Non Autonomous,Co.Ed,PUDUKKOTTAI,Mother Terasa College of Engineering and Technology  Mettusalai Post and Taluk  Pudukkottai District 622102,EC,25.0,7.75,6.625,0.875,5.0,3.75,0.75,0.25,23.125,1.875
3846,NM,Non Autonomous,Co.Ed,PUDUKKOTTAI,Mother Terasa College of Engineering and Technology  Mettusalai Post and Taluk  Pudukkottai District 622102,EE,49.0,15.19,12.985,1.715,9.8,7.35,1.47,0.49,45.325,3.675
3846,NM,Non Autonomous,Co.Ed,PUDUKKOTTAI,Mother Terasa College of Engineering and Technology  Mettusalai Post and Taluk  Pudukkottai District 622102,ME,49.0,15.19,12.985,1.715,9.8,7.35,1.47,0.49,45.325,3.675
3846,NM,Non Autonomous,Co.Ed,PUDUKKOTTAI,Mother Terasa College of Engineering and Technology  Mettusalai Post and Taluk  Pudukkottai District 622102,RM,25.0,7.75,6.625,0.875,5.0,3.75,0.75,0.25,23.125,1.875
3846 Total,,,,,,,344.0,106.64,91.16,12.04,68.8,51.6,10.32,3.44,318.2,25.8
3848,NM,Non Autonomous,Co.Ed,THANJAVUR,Vandayar Engineering College  Pulavarnatham Post  Mariamman Koil (Via)  Thanjavur District 613001,CE,59.0,18.29,15.635,2.065,11.8,8.85,1.77,0.59,54.575,4.425
3848,NM,Non Autonomous,Co.Ed,THANJAVUR,Vandayar Engineering College  Pulavarnatham Post  Mariamman Koil (Via)  Thanjavur District 613001,CS,59.0,18.29,15.635,2.065,11.8,8.85,1.77,0.59,54.575,4.425
3848,NM,Non Autonomous,Co.Ed,THANJAVUR,Vandayar Engineering College  Pulavarnatham Post  Mariamman Koil (Via)  Thanjavur District 613001,EC,29.0,8.99,7.685,1.015,5.8,4.35,0.87,0.29,26.825000000000003,2.175
3848,NM,Non Autonomous,Co.Ed,THANJAVUR,Vandayar Engineering College  Pulavarnatham Post  Mariamman Koil (Via)  Thanjavur District 613001,EE,30.0,9.3,7.95,1.05,6.0,4.5,0.9,0.3,27.75,2.25
3848,NM,Non Autonomous,Co.Ed,THANJAVUR,Vandayar Engineering College  Pulavarnatham Post  Mariamman Koil (Via)  Thanjavur District 613001,ME,91.0,28.21,24.115,3.185,18.2,13.65,2.73,0.91,84.175,6.825
3848 Total,,,,,,,268.0,83.08,71.02,9.38,53.6,40.2,8.04,2.68,247.9,20.099999999999998
3849,NM,Non Autonomous,Co.Ed,THANJAVUR,Annai College of Engineering and Technology  Anakudi Road  Kovilacheri  Kumbakonam  Thanjavur District 612503,CE,117.0,36.27,31.005,4.095,23.4,17.55,3.51,1.17,108.22500000000001,8.775
3849,NM,Non Autonomous,Co.Ed,THANJAVUR,Annai College of Engineering and Technology  Anakudi Road  Kovilacheri  Kumbakonam  Thanjavur District 612503,CS,54.0,16.74,14.31,1.89,10.8,8.1,1.62,0.54,49.95,4.05
3849,NM,Non Autonomous,Co.Ed,THANJAVUR,Annai College of Engineering and Technology  Anakudi Road  Kovilacheri  Kumbakonam  Thanjavur District 612503,EC,117.0,36.27,31.005,4.095,23.4,17.55,3.51,1.17,108.22500000000001,8.775
3849,NM,Non Autonomous,Co.Ed,THANJAVUR,Annai College of Engineering and Technology  Anakudi Road  Kovilacheri  Kumbakonam  Thanjavur District 612503,EE,59.0,18.29,15.635,2.065,11.8,8.85,1.77,0.59,54.575,4.425
3849,NM,Non Autonomous,Co.Ed,THANJAVUR,Annai College of Engineering and Technology  Anakudi Road  Kovilacheri  Kumbakonam  Thanjavur District 612503,IT,54.0,16.74,14.31,1.89,10.8,8.1,1.62,0.54,49.95,4.05
3849,NM,Non Autonomous,Co.Ed,THANJAVUR,Annai College of Engineering and Technology  Anakudi Road  Kovilacheri  Kumbakonam  Thanjavur District 612503,ME,118.0,36.58,31.27,4.13,23.6,17.7,3.54,1.18,109.15,8.85
3849 Total,,,,,,,519.0,160.89,137.535,18.165,103.8,77.85,15.57,5.19,480.07500000000005,38.925
3850,NM,Non Autonomous,Co.Ed,TRICHIRAPPALLI,Vetri Vinayaha College of Engineering and Technology  Namakkal-Trichy Main Road  Tholurpatti Village  Thottiam  Tiruchirappalli District 621215,AD,38.0,11.78,10.07,1.33,7.6,5.7,1.14,0.38,35.15,2.85
3850,NM,Non Autonomous,Co.Ed,TRICHIRAPPALLI,Vetri Vinayaha College of Engineering and Technology  Namakkal-Trichy Main Road  Tholurpatti Village  Thottiam  Tiruchirappalli District 621215,CS,38.0,11.78,10.07,1.33,7.6,5.7,1.14,0.38,35.15,2.85
3850,NM,Non Autonomous,Co.Ed,TRICHIRAPPALLI,Vetri Vinayaha College of Engineering and Technology  Namakkal-Trichy Main Road  Tholurpatti Village  Thottiam  Tiruchirappalli District 621215,EC,18.0,5.58,4.77,0.63,3.6,2.7,0.54,0.18,16.650000000000002,1.3499999999999999
3850,NM,Non Autonomous,Co.Ed,TRICHIRAPPALLI,Vetri Vinayaha College of Engineering and Technology  Namakkal-Trichy Main Road  Tholurpatti Village  Thottiam  Tiruchirappalli District 621215,EE,20.0,6.2,5.3,0.7,4.0,3.0,0.6,0.2,18.5,1.5
3850,NM,Non Autonomous,Co.Ed,TRICHIRAPPALLI,Vetri Vinayaha College of Engineering and Technology  Namakkal-Trichy Main Road  Tholurpatti Village  Thottiam  Tiruchirappalli District 621215,IT,19.0,5.89,5.035,0.665,3.8,2.85,0.57,0.19,17.575,1.425
3850,NM,Non Autonomous,Co.Ed,TRICHIRAPPALLI,Vetri Vinayaha College of Engineering and Technology  Namakkal-Trichy Main Road  Tholurpatti Village  Thottiam  Tiruchirappalli District 621215,ME,20.0,6.2,5.3,0.7,4.0,3.0,0.6,0.2,18.5,1.5
3850 Total,,,,,,,153.0,47.43,40.545,5.355,30.6,22.95,4.59,1.53,141.525,11.475
3852,NM,Non Autonomous,WOMENS,PUDUKKOTTAI,Sri Bharathi Engineering College for Women  Kaikkuruchi Village  Alangudi Taluk  Pudukkottai District 622303,CE,56.0,17.36,14.84,1.96,11.2,8.4,1.68,0.56,51.800000000000004,4.2
3852,NM,Non Autonomous,WOMENS,PUDUKKOTTAI,Sri Bharathi Engineering College for Women  Kaikkuruchi Village  Alangudi Taluk  Pudukkottai District 622303,CS,56.0,17.36,14.84,1.96,11.2,8.4,1.68,0.56,51.800000000000004,4.2
3852,NM,Non Autonomous,WOMENS,PUDUKKOTTAI,Sri Bharathi Engineering College for Women  Kaikkuruchi Village  Alangudi Taluk  Pudukkottai District 622303,EC,56.0,17.36,14.84,1.96,11.2,8.4,1.68,0.56,51.800000000000004,4.2
3852,NM,Non Autonomous,WOMENS,PUDUKKOTTAI,Sri Bharathi Engineering College for Women  Kaikkuruchi Village  Alangudi Taluk  Pudukkottai District 622303,EE,29.0,8.99,7.685,1.015,5.8,4.35,0.87,0.29,26.825000000000003,2.175
3852,NM,Non Autonomous,WOMENS,PUDUKKOTTAI,Sri Bharathi Engineering College for Women  Kaikkuruchi Village  Alangudi Taluk  Pudukkottai District 622303,IT,56.0,17.36,14.84,1.96,11.2,8.4,1.68,0.56,51.800000000000004,4.2
3852 Total,,,,,,,253.0,78.43,67.045,8.855,50.6,37.95,7.59,2.53,234.025,18.974999999999998
